survey version standard standard_catagory shift SKYMAPPER-g SKYMAPPER-r SKYMAPPER-i SKYMAPPER-z 
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 0 12.238945379129952 11.978232364041979 12.045229514765879 12.019078479169703
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 0 5.2488087526492535 4.9941048720285295 5.055408516846718 5.02167927516107
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 0 5.606924985421802 6.185257624344807 5.836250349423203 6.356603180560192
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 0 6.71740964243503 7.004524168782385 6.814362458617818 7.046544207067573
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 0 6.026759153236348 4.701947498157878 5.235412372311053 4.438368778413086
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 0 4.208659540218637 4.532982566913024 4.313876096112825 4.691344154799356
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 0 4.368551541070488 4.054609180063526 4.154119337328794 4.047195761349553
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 0 3.77810887367351 4.309879585547002 3.990847153713972 4.470589766225395
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 0 10.466161358574073 10.14690660296516 10.26592288078049 10.150037962471405
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 0 10.283761548224469 10.001726548461974 10.081579573045143 10.032983937273425
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 0 7.370724212500637 6.774667406754556 6.978039872639979 6.735985477525279
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 0 6.1252059173806295 5.134777261932946 5.505590106704737 4.938131053248938
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 0 3.705766888742499 4.314816350405582 3.9598707993829727 4.558217189794313
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 0 9.01209100471576 9.374807203717452 9.139530541655404 9.443418449293969
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 0 9.96039360309031 9.445529165560558 9.639468610629518 9.373464027478196
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 0 10.955357184260656 8.631800521753114 10.026107719753828 8.147633404571806
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 0 9.838883640481264 9.567675213756594 9.665517817938891 9.573174581265125
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 0 9.104122678544016 8.685226583243185 8.834911894992885 8.638538115247602
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 0 2.4308150302841227 1.2209655196170566 1.6960376766295084 0.9864612416476213
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 0 9.55834440458765 9.513868573905363 9.483046629877272 9.548724825880495
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 0 6.250109707756177 4.767391380516425 5.427682500739799 4.470883653510295
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 0 5.816671175153687 5.080010244508308 5.3536514622556695 4.969446844315112
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 0 8.255177741689828 7.985271127047739 8.035196061544177 8.014322565354721
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 0 10.288468737361327 10.545506628456216 10.387709544556067 10.585581109958522
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 0 4.328539634896799 3.9863125306703573 4.091435378179327 3.9932813895301003
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 0 4.709287934650689 4.1067258298697205 4.323273563014446 4.046862539426641
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 0 10.769952774651767 10.490434680298499 10.580516886367 10.504430613749076
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 0 4.995792664919545 4.32996852839576 4.560840783957005 4.250555337738373
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 0 5.479004730808779 4.335418789864363 4.803082586989618 4.148741534369815
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 0 4.383691041151607 3.7872551545594106 3.9894464389839825 3.7451767546420847
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 0 2.4100585887883454 1.0684922303775046 1.6342513898819426 0.8197606255120604
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 0 10.104223988905282 9.939815194373764 9.977544346870982 9.965346389849007
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 0 7.7203898313337085 7.262090341355769 7.438775491001287 7.210611923297513
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 0 5.148723285039541 5.725805954666704 5.391038860255467 5.931699364965279
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 0 8.165925985239625 7.645706257600278 7.841032880994987 7.591057533535505
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 0 3.145788302608949 3.6076175921216915 3.3397829700859845 3.667851829148045
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 0 4.817509177676094 4.214412789222603 4.432511174087647 4.164230881357295
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 0 5.189685890952113 4.514207546198083 4.758114212160184 4.434680304299693
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 0 11.371486809995496 10.929239780618246 11.094154640244 10.875417812001107
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 0 9.208844833040096 8.676635641102148 8.89977677591978 8.592382980744862
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 0 8.584430823549411 8.217421375636917 8.34741346497881 8.187283908700845
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 0 10.318785174220586 10.033841899471213 10.121037904277156 10.044015481475977
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 0 7.45997865349009 6.562511264974926 6.939999225610357 6.407973272113292
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 0 8.170433469799711 7.60379834363917 7.8401625203366585 7.52669812816557
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 0 6.0913915954347075 6.534213175279746 6.26999281225083 6.6603042065301565
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 0 6.296215256851831 5.820373975358251 5.973030679899864 5.784108659513901
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 0 9.870780478717478 9.676306768444974 9.724633463401727 9.687552276339527
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 0 4.46773933313138 4.126895340440644 4.222741291478592 4.13837235333963
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 0 10.548453473242013 10.20337813314125 10.333659612601195 10.191258900766318
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 0 10.064316788606412 9.697746657997453 9.816464688322359 9.676491024731675
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 0 5.412022296432426 5.858126463506089 5.565648378732284 5.982944288729083
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 0 6.516788642207025 6.184708640187459 6.283664259719945 6.197514205916249
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 0 7.914152642902323 7.218726550009812 7.509498811016389 7.105286790251693
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 0 12.353287088214806 10.433261397448518 11.419520814346 10.069563437378118
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 0 7.173283418309069 5.71987818134415 6.330174776971603 5.406787239769926
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 0 5.26200004666407 3.2489198126849885 4.335663109876375 2.8268038256206047
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 0 3.031121446553776 2.4897020605865414 2.6678323098035577 2.4464743239836864
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 0 3.4094462590115775 2.618348748573382 2.9109103439660764 2.4896315164177985
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 0 6.149852720225571 6.548403603028888 6.305884651310937 6.635327345159478
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 0 8.361433647988854 7.970409883976174 8.109302299220086 7.955738199895148
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 0 8.760484153469115 8.220699968073557 8.43219488419561 8.165516700137125
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 0 5.477585211660365 4.622170090825872 4.939319038640853 4.476436021180032
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 0 4.4958290647723445 4.778540511439253 4.579683871331525 4.821368278491679
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 0 7.859797113159651 6.946379829896241 7.30417593384734 6.779900173357028
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 0 8.885331301531224 6.9015423625333625 7.795450192536617 6.471135475511218
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 0 7.499159266913303 7.221583553075522 7.309714158036968 7.241657334139127
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 0 5.871950576971024 5.548557612108588 5.659523402365451 5.5321218551817815
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 0 7.468250137681434 6.8124977937339715 7.049539640225987 6.7447439073832705
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 0 2.6761431339053345 3.413340637189414 2.9950678616700728 3.6754528545648704
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 0 7.276873496484853 7.6861606644866605 7.421426508855497 7.816755552952035
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 0 3.6766559456305785 2.385520779520057 2.883624173856994 2.1324200868069276
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 0 4.395705042841467 5.0209861686306425 4.653482211756561 5.24750683617491
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 0 11.43484079519613 11.093019646888642 11.214294320243688 11.082645670202627
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 0 5.177128563575025 5.257578672342472 5.16613459913312 5.327397734212749
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 0 9.12349104653229 8.440381377319543 8.713021476088592 8.345937290931108
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 0 8.689549769325339 7.8426080686405015 8.202638002055899 7.690248683915716
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 0 4.285750831314758 3.8348964052090615 3.9855678523283444 3.7917801308835983
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 0 6.258178735651402 4.6318739162095355 5.472309898877825 4.250033316149459
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 0 4.802949707983608 4.056024130938827 4.348029888507224 3.9333625630456943
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 0 8.413176931872357 7.315550228647261 7.763515559344832 7.132356856512494
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 0 6.989514935494704 5.345519300639992 6.122002600359835 5.077230601025477
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 0 5.278944302623941 5.1256479005817255 5.1278498206878425 5.184150339415162
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 0 5.484625806291184 5.845082009696437 5.6339755247453525 5.902671345698582
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 0 5.612087650822545 6.0359070626162215 5.767965443396861 6.204277774945123
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 0 6.097653896487962 6.587140986761632 6.28895048170509 6.7390203682709995
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 0 3.0827696976155075 1.4086839859718623 2.2278863317719875 1.0729952972194567
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 0 8.620148876411111 7.789280136324816 8.129668405534119 7.644727644476735
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 0 8.876698288413543 8.282734316709718 8.518123092249464 8.194821370011258
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 0 5.973982986625206 6.536860730764122 6.201750559976489 6.728865871317279
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 0 8.609035734262719 9.005009335658343 8.761443968282705 9.075359238237265
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 0 6.419822651035567 5.6736959057398195 5.9420244065656505 5.55136335443888
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 0 10.024846135053394 9.635387199693767 9.766408572503131 9.627826870476657
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 0 8.675573628825738 9.150208212466111 8.861809597040128 9.27280694619057
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 0 5.3735852606698025 5.93828346359809 5.61163203032536 6.09582590385423
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 0 6.3496615383084425 4.878703690357064 5.530587097674083 4.6347126574426945
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 0 5.771256379658567 5.197359689469948 5.4009802742086315 5.141161086442683
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 0 5.640452431921219 4.501057057729682 4.973466303437441 4.27301201403872
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 0 8.55934043954721 7.610551629611898 8.005314597580252 7.445450716340119
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 0 10.418410068099519 9.974336527447296 10.128507721317519 9.953249448801845
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 0 3.73190582355468 4.384521873365166 4.012168745052065 4.584768857072675
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 0 4.343607395860424 2.7335494299556196 3.5231457996935376 2.416070141891538
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 0 5.7852799530493755 5.954922859613685 5.821978012496871 6.048353181683378
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 0 8.724370198603406 4.956605802587404 6.485066415817066 4.171390802267982
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 0 5.859813207012479 5.072423069715946 5.366111849952549 4.954697225308028
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 0 8.151805970448649 7.9702071956749165 8.016402318975803 7.986421376478177
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 0 2.9654406079391293 2.250820278757736 2.520104091023839 2.157557496127051
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 0 8.771827797876849 9.585594649261093 9.132092799083683 9.894862638443659
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 0 7.909538296995471 8.093646146685643 7.949222220011915 8.213026501798613
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 0 9.83195185989884 9.213065347415352 9.472476117499816 9.116769243886779
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 0 6.218556185175469 5.5634715280402 5.78700150623283 5.514969654632353
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 0 10.729570649129293 10.213086121757435 10.41718632649874 10.145428786243581
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 0 11.720761258876557 10.950004752742899 11.267557381947015 10.816836724197277
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 0 3.442663531344415 2.231471875397453 2.717837236674576 1.9935985347082124
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 0 5.162305282903706 4.468441337625194 4.726602631319572 4.366747061018053
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 0 8.993700794513245 8.676746476275259 8.780226472984076 8.664145139560787
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 0 4.0095213455003105 3.426730675644098 3.6248821649257827 3.371798158916235
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 0 6.4175971486209775 6.978215853216092 6.651548251737147 7.15562659280398
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 0 7.6333251232223205 6.646540093199093 7.029263693758441 6.467564195535616
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 0 7.814712561532893 5.7764671294044305 6.911251563264621 5.373514270476079
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 0 5.284432994616868 4.098880290354938 4.570497074582629 3.887361268534306
SKYMAPPER SKYMAPPER spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 0 7.383515516637175 7.852153166695604 7.574093104470403 7.988937262793492
