survey version standard standard_catagory shift CFA4P2-B CFA4P2-V CFA4P2-r CFA4P2-i 
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 0 5.551421025476518 5.340145368561026 5.360427178281902 5.445282596622937
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 0 9.226916151195766 8.480938828772679 8.191040626511615 7.936766459813624
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 0 5.710116608608367 5.732683113592093 5.858174011760371 6.055873480906703
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 0 12.578379584519318 12.161816348448255 12.043302594970736 11.972141655817486
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 0 5.612795849497708 5.168979332762224 5.054727982148807 4.988338490404798
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 0 5.659865867386404 5.720711337708679 5.889169297229297 6.158441730069759
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 0 6.85721773936131 6.770546089898802 6.849149689747747 6.986407859037923
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 0 6.990703626222132 5.687743624096929 5.171943022666386 4.721717331037061
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 0 4.322631524495481 4.267633465573703 4.34985376322157 4.513718742430681
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 0 4.7562448977853755 4.278725102955396 4.150493642735806 4.051649462399562
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 0 3.8482573139994116 3.8812119710830766 4.042281397893521 4.284187210310476
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 0 10.809431124063764 10.389859375352863 10.261087818857195 10.144964471950209
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 0 10.638876613927508 10.2013982249367 10.078431331444737 9.99672798143637
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 0 7.902935598167886 7.208549858507497 6.954586270115651 6.776248978255138
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 0 6.9150089033188635 5.858033214926572 5.461182783026373 5.147322279952993
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 0 3.736358879633716 3.8310325410940225 4.015246306342287 4.287013512388162
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 0 9.139857954600842 9.072786458147402 9.180269064041418 9.35393124935293
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 0 10.43664833738363 9.820882319214746 9.623220688006931 9.447930341814475
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 0 11.937887358946128 10.5994113172626 9.927582663851577 8.699740178104529
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 0 10.156446312248178 9.776195015353526 9.663034868519002 9.564439743990766
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 0 9.512849090632884 8.991698099766527 8.823895926830062 8.685601513276987
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 0 3.330002466140975 2.1182946444664745 1.638750248815497 1.2386211144853103
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 0 9.83151957114481 9.530463718084675 9.49684160814537 9.503826223602827
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 0 7.224122613092831 5.909700296732944 5.359148564725856 4.795419636209333
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 0 6.444526681869647 5.615515707000328 5.323421198195677 5.086292236361002
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 0 8.656436842561476 8.158947696250937 8.033295718011551 7.978811035075308
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 0 10.437073777078052 10.3389189211556 10.423301468316879 10.530473306123787
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 0 4.7246989207802415 4.232484774142688 4.084618114359141 3.9827634481782592
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 0 5.254740285408712 4.5429541531275754 4.300841061548371 4.109374383716114
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 0 11.105964799255702 10.696870353657562 10.577827210092753 10.486600884760376
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 0 5.59899172828262 4.80382638304392 4.534535435255829 4.333528233506987
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 0 6.203637023077892 5.221896225439633 4.747826459929015 4.353117910059728
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 0 4.920310034720593 4.219467621572165 3.9663571552973407 3.7891508908047253
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 0 3.333572032575475 2.0866564453764243 1.5705336270504722 1.0902876587727324
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 0 10.40874820500268 10.05242099453175 9.984232704300442 9.934575605511762
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 0 8.12690533619574 7.606257212633683 7.425501573281092 7.26343683777962
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 0 5.17516174693079 5.278115423743061 5.442190749920107 5.700301521742338
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 0 8.622279746270031 8.030439988771803 7.823247167373817 7.648111364241787
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 0 3.2162264148877995 3.245378925773502 3.386093317390684 3.5857759102501436
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 0 5.334910366577127 4.661176822403566 4.40865449362732 4.216631873704076
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 0 5.777457558622238 5.003809938837088 4.730802047057323 4.518228045187589
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 0 11.802791851359316 11.254317612481401 11.082850448556986 10.930149868504818
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 0 9.643821303536285 9.084233699060547 8.882115427095773 8.680698158688744
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 0 8.979013267585778 8.486480143530333 8.340353960781801 8.216213307351767
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 0 10.662656494969198 10.239685326583654 10.118295764271995 10.030630460523769
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 0 8.104163746077376 7.237994518490251 6.900021235104616 6.573880214706657
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 0 8.61427114283942 8.036365801716421 7.820040699866662 7.608499532352935
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 0 6.195348274790394 6.175771574195381 6.31733617219633 6.511433961218534
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 0 6.7828875636852075 6.159394913744735 5.957968323737275 5.819787318378472
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 0 10.192936171468354 9.809598253204808 9.72896613318214 9.671179965892227
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 0 4.876935929877838 4.365144269387874 4.2160801589654175 4.122638400506046
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 0 10.901924096256113 10.464355543481982 10.327581441190752 10.202178246430327
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 0 10.46070111087035 9.96097189723087 9.808462951250679 9.696171111057998
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 0 5.535874150174571 5.485632682829434 5.610374380379652 5.833575981124495
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 0 6.910907858459851 6.42107475078175 6.277765244616638 6.181048015958799
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 0 8.437957031560941 7.743765214625683 7.48210840841985 7.226396845737048
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 0 13.347087915069245 11.979940607893916 11.33403910792175 10.48617645748733
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 0 8.179033971812792 6.818464145073762 6.260060428830072 5.744459117351928
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 0 6.30309131629906 4.8949143847094705 4.249171819411894 3.298675542632205
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 0 3.5698142845569265 2.8707159267055866 2.6490240802796654 2.4893111760457085
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 0 4.065382541022949 3.1965043539099485 2.877473684338251 2.6259982411172462
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 0 6.257369767528292 6.226799472661775 6.349551259231776 6.526971545678924
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 0 8.761223273540395 8.258477013971774 8.100095282294166 7.96962010361405
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 0 9.223334053780476 8.62322232989817 8.413800302991202 8.223474079000118
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 0 6.183922374380977 5.2443659072786355 4.902077715773493 4.631007247514292
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 0 4.642841316726653 4.537550560424688 4.615125030650019 4.760795548893524
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 0 8.576140084862136 7.620858180734587 7.2636613045480045 6.957367868063455
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 0 10.13703653676663 8.439505138284545 7.69417982264462 6.938641964944173
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 0 7.855407630795227 7.423671201588761 7.30824340637503 7.2174516471939345
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 0 6.245534158489125 5.783695463625215 5.655527104975991 5.546603259999133
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 0 8.007361590451623 7.2998019214650585 7.022808465039637 6.816197833660629
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 0 2.665726702714089 2.8341789233443224 3.0587618083585353 3.382406271384104
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 0 7.3878922871115655 7.3469478266944295 7.464851438877889 7.6629201180585955
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 0 4.66486518537317 3.330653309355527 2.8220776170113373 2.4038029433133854
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 0 4.427950985198176 4.522908064752376 4.709971473023521 4.992380057041503
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 0 11.80771460375145 11.345262235836032 11.208324147988474 11.091567684854125
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 0 5.410954827161994 5.176773383710203 5.18844962423477 5.2443685205095765
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 0 9.664035625919137 8.94927994386897 8.685561488424508 8.446566419089018
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 0 9.315582480612644 8.48249889523758 8.166132379479233 7.8534738209853625
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 0 4.756433638980987 4.156259714514726 3.972937377424567 3.8334739998997893
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 0 7.211453687075142 5.924692794768142 5.404470998852619 4.6714671872771
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 0 5.417150659889522 4.605638890632055 4.317717325006796 4.063472171719601
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 0 9.195876414024067 8.134989689881067 7.710745325369728 7.329894472698731
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 0 7.882927223114876 6.65452217825412 6.044288911651566 5.381762320627709
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 0 5.610078095248305 5.217374111577201 5.13262764228489 5.116533364139196
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 0 5.589027231115093 5.561183341731611 5.675057254613715 5.82589708202598
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 0 5.7047830932355446 5.690293938608144 5.811088731559553 6.013140805231652
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 0 6.173470426034747 6.192587248402877 6.336877160668826 6.562599778792476
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 0 4.069388724111612 2.7361534826557454 2.15330990339321 1.445161388923486
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 0 9.241914036960594 8.414498485199701 8.09384281352132 7.798917695946839
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 0 9.375621746187164 8.725377607944246 8.496704891939224 8.287124416824758
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 0 6.023651998921888 6.087326133857197 6.254189793701015 6.510048153480502
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 0 8.71848911955373 8.683482800180421 8.804721181857339 8.984254106107395
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 0 6.995412289776148 6.237554473913378 5.908785689724264 5.679858745621955
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 0 10.428667275762034 9.91805713328025 9.756688751501077 9.633721244950985
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 0 8.753837364632645 8.768999010912673 8.908789927743886 9.12613589852848
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 0 5.425722010818674 5.489848012354057 5.6654553049264065 5.912715585313743
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 0 7.194476589081706 6.034902774981647 5.459444152459642 4.907549516063645
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 0 6.283425744096903 5.619740975115836 5.379436517851665 5.199388331557769
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 0 6.460836326845328 5.3560686119427645 4.920426398059315 4.518015437148415
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 0 9.244823912444247 8.322362230304119 7.96231676188552 7.622717628673895
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 0 10.84954475105108 10.296285883062247 10.115521100367957 9.97394052939998
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 0 3.7554716935716037 3.8686157443180926 4.071583920290688 4.356646416262228
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 0 5.294312619498072 4.009085250463849 3.4519978657059154 2.768312453114932
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 0 5.975730417116132 5.81224975321133 5.849005097832193 5.938984586091108
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 0 12.393372788217881 7.944387172770775 6.303290875905129 5.029018339393934
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 0 6.518928574263146 5.644108542950616 5.332772955278581 5.0793636129492885
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 0 8.455756422668657 8.101600074582432 8.020746993565702 7.9645897567606045
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 0 3.575395616540824 2.769978620786092 2.491567281644559 2.255947355950953
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 0 8.736617812569751 8.9502378630253 9.200927015793464 9.552466760948215
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 0 8.076198348546072 7.930357826069298 7.978565910875413 8.078808603936123
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 0 10.288464658471227 9.688424458603759 9.448638706867857 9.218739670465899
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 0 6.784187722293726 6.041471715333423 5.759703347914036 5.56597382525055
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 0 11.154349398267176 10.602623180196098 10.399630024379523 10.21611144691627
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 0 12.280855253458085 11.542582911786297 11.234990478240274 10.958693147448107
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 0 4.339091503371151 3.132323260156931 2.6611698215871824 2.249607829073872
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 0 5.753475865262075 4.974892442856601 4.698794953593175 4.473628441162921
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 0 9.365204013249325 8.905549130620713 8.776225676056203 8.674081835262017
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 0 4.566281732431925 3.8409784421624176 3.6034683964292453 3.4268800816071145
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 0 6.462950393458414 6.537663249522294 6.703762591678202 6.952100651874124
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 0 8.380274745358818 7.378789930022333 6.984186364030598 6.658835668690285
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 0 8.763319122453037 7.463922702313465 6.823334851141765 5.832933357228013
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 0 6.146937908786384 4.9840966743860955 4.5141243132434985 4.115651553929011
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 0 7.46433250913508 7.478239959037755 7.62157747595323 7.8285668895575125
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 0 6.572226698883874 6.440560960738652 6.5069627711821445 6.613590021960119
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 0 8.568269020133311 7.91012451742104 7.677986283574383 7.501740701623747
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 0 5.209252051939917 4.173527911755081 3.783780282956676 3.460625477030847
CFA4P2 CFA4P2 spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 0 11.825010937633472 11.557627332567776 11.543881877159759 11.56863784706553
