survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -25 3.651 4.034 4.326 4.565
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -25 9.007 9.191 9.385 9.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -25 10.11 9.603 9.453 9.379
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -25 11.316 9.842 8.64 8.145
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -25 9.923 9.65 9.576 9.578
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -25 9.228 8.807 8.693 8.643
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -25 2.779 1.598 1.229 0.994
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -25 9.622 9.493 9.523 9.553
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -25 6.629 5.308 4.777 4.482
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -25 6.036 5.297 5.088 4.981
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -25 8.376 8.022 7.994 8.018
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -25 10.291 10.431 10.555 10.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -25 4.448 4.07 3.995 4.0
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -25 4.892 4.278 4.115 4.055
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -25 10.862 10.565 10.499 10.502
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -25 5.204 4.51 4.338 4.257
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -25 5.792 4.709 4.342 4.156
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -25 4.572 3.944 3.796 3.75
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -25 2.77 1.525 1.076 0.827
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -25 10.179 9.976 9.948 9.962
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -25 7.846 7.407 7.27 7.213
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -25 5.095 5.459 5.736 5.94
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -25 8.312 7.803 7.653 7.592
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -25 3.113 3.4 3.618 3.667
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -25 4.997 4.385 4.222 4.171
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -25 5.393 4.706 4.522 4.441
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -25 11.504 11.065 10.937 10.873
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -25 9.346 8.861 8.684 8.596
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -25 8.701 8.325 8.226 8.201
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -25 10.415 10.106 10.043 10.046
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -25 7.687 6.867 6.568 6.408
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -25 8.311 7.798 7.611 7.532
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -25 6.074 6.331 6.545 6.66
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -25 6.456 5.939 5.829 5.792
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -25 9.953 9.72 9.684 9.696
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -25 4.593 4.202 4.136 4.144
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -25 10.649 10.313 10.212 10.199
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -25 10.184 9.793 9.706 9.681
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -25 5.408 5.624 5.869 5.981
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -25 6.635 6.263 6.193 6.205
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -25 8.088 7.456 7.226 7.11
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -25 12.786 11.275 10.44 10.074
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -25 7.567 6.211 5.727 5.421
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -25 5.648 4.173 3.26 2.832
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -25 3.212 2.628 2.498 2.452
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -25 3.646 2.849 2.626 2.501
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -25 6.135 6.362 6.559 6.635
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -25 8.482 8.084 7.978 7.96
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -25 8.908 8.393 8.229 8.167
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -25 5.734 4.872 4.63 4.489
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -25 4.499 4.624 4.788 4.821
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -25 8.12 7.232 6.954 6.79
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -25 9.387 7.626 6.903 6.475
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -25 7.599 7.296 7.23 7.249
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -25 5.979 5.642 5.557 5.537
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -25 7.663 6.998 6.82 6.748
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -25 2.604 3.082 3.425 3.682
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -25 7.265 7.477 7.697 7.816
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -25 4.056 2.779 2.394 2.15
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -25 4.345 4.729 5.032 5.251
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -25 11.542 11.193 11.101 11.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -25 5.222 5.189 5.267 5.332
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -25 9.305 8.66 8.448 8.349
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -25 8.906 8.135 7.848 7.693
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -25 4.437 3.955 3.843 3.797
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -25 6.597 5.346 4.641 4.265
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -25 5.015 4.29 4.064 3.943
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -25 8.703 7.671 7.321 7.133
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -25 7.379 5.989 5.354 5.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -25 5.37 5.125 5.135 5.187
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -25 5.468 5.685 5.855 5.901
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -25 5.589 5.824 6.047 6.208
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -25 6.068 6.352 6.598 6.741
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -25 3.461 2.094 1.419 1.08
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -25 8.841 8.064 7.796 7.652
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -25 9.04 8.474 8.29 8.204
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -25 5.932 6.272 6.548 6.731
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -25 8.595 8.817 9.015 9.073
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -25 6.646 5.882 5.681 5.555
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -25 10.147 9.741 9.644 9.626
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -25 8.648 8.923 9.161 9.271
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -25 5.332 5.683 5.949 6.097
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -25 6.724 5.41 4.886 4.64
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -25 5.948 5.357 5.205 5.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -25 5.947 4.881 4.507 4.284
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -25 8.805 7.928 7.617 7.448
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -25 10.552 10.098 9.982 9.951
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -25 3.676 4.093 4.396 4.589
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -25 4.706 3.394 2.743 2.418
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -25 5.814 5.852 5.965 6.052
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -25 10.243 6.187 4.964 4.218
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -25 6.093 5.304 5.081 4.967
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -25 8.229 8.012 7.979 7.993
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -25 3.176 2.465 2.259 2.166
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -25 8.688 9.227 9.597 9.903
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -25 7.922 7.984 8.103 8.219
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -25 9.983 9.424 9.22 9.12
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -25 6.423 5.735 5.572 5.517
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -25 10.865 10.379 10.221 10.153
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -25 11.926 11.207 10.957 10.823
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -25 3.785 2.621 2.239 2.007
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -25 5.367 4.673 4.476 4.376
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -25 9.1 8.763 8.685 8.671
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -25 4.2 3.581 3.436 3.381
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -25 6.375 6.721 6.989 7.16
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -25 7.916 6.95 6.654 6.478
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -25 8.19 6.752 5.785 5.376
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -25 5.618 4.473 4.107 3.897
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -25 7.357 7.636 7.863 7.99
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -25 6.418 6.513 6.64 6.717
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 -25 8.232 7.656 7.508 7.462
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 -25 4.723 3.75 3.457 3.281
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 -25 11.625 11.541 11.589 11.632
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 -25 8.736 7.991 7.725 7.592
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 -25 7.203 7.195 7.29 7.325
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 -25 4.898 4.669 4.654 4.684
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 -25 5.416 4.607 4.386 4.264
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 -25 11.814 11.178 10.956 10.856
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 -25 7.973 7.032 6.688 6.514
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 -25 9.423 8.977 8.843 8.799
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 -25 6.659 6.744 6.873 6.964
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 -25 9.816 9.538 9.472 9.475
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 -25 6.23 6.113 6.136 6.147
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 -25 3.146 1.869 1.495 1.285
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 -25 10.263 9.938 9.868 9.873
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 -25 3.642 2.651 2.337 2.162
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 -25 4.626 3.05 1.44 0.683
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 -25 6.801 6.142 5.949 5.869
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 -25 7.139 7.235 7.38 7.459
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 -25 6.359 5.489 5.247 5.105
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 -25 1.314 1.773 2.073 2.331
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 -25 7.334 6.529 6.29 6.167
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 -25 3.825 3.846 4.011 4.11
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 -25 8.662 7.263 6.741 6.4
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 -25 6.904 5.928 5.626 5.453
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 -25 9.264 9.837 10.242 10.565
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 -25 4.99 4.119 3.871 3.737
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 -25 10.645 10.335 10.252 10.253
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 -25 5.983 5.091 4.834 4.676
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 -25 7.164 7.284 7.425 7.495
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 -25 4.945 5.31 5.595 5.791
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 -25 11.143 10.824 10.751 10.724
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 -25 8.647 7.393 6.94 6.67
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 -25 8.953 9.192 9.4 9.464
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 -25 10.754 10.408 10.33 10.328
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 -25 4.771 3.984 3.772 3.671
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 -25 10.686 10.244 10.12 10.079
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 -25 5.077 5.193 5.344 5.447
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 -25 5.423 4.667 4.475 4.372
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 -25 6.161 6.4 6.609 6.703
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 -25 6.049 6.076 6.217 6.301
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 -25 9.05 8.496 8.345 8.271
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 -25 3.122 2.362 2.132 1.966
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 -25 6.545 5.781 5.584 5.465
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 -25 3.651 3.934 4.134 4.334
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 -25 9.468 8.377 7.953 7.724
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 -25 2.459 2.049 1.971 1.92
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 -25 5.926 4.963 4.68 4.513
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 -25 5.058 3.918 3.539 3.326
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 -25 4.051 4.575 4.943 5.226
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 -25 5.885 6.016 6.162 6.241
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 -25 4.07 3.968 4.011 4.06
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 -25 7.234 6.038 5.61 5.34
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 -25 5.124 4.265 4.034 3.909
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 -25 4.947 5.161 5.356 5.515
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 -25 5.134 4.354 4.157 4.052
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 -25 6.051 6.401 6.66 6.805
