survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -20 3.562 3.99 4.313 4.528
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -20 6.688 5.683 5.393 5.214
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -20 5.775 5.358 5.295 5.295
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -20 5.371 5.363 5.472 5.548
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -20 8.857 8.163 7.937 7.836
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -20 5.607 5.871 6.09 6.209
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -20 12.332 12.032 11.987 12.039
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -20 5.35 5.043 5.003 5.026
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -20 5.566 5.908 6.197 6.357
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -20 6.721 6.858 7.015 7.044
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -20 6.393 5.125 4.709 4.454
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -20 4.199 4.36 4.544 4.699
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -20 4.479 4.137 4.063 4.054
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -20 3.747 4.06 4.322 4.47
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -20 10.559 10.247 10.155 10.15
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -20 10.382 10.065 10.01 10.03
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -20 7.553 6.931 6.783 6.743
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -20 6.416 5.426 5.142 4.953
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -20 3.652 4.035 4.327 4.565
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -20 9.007 9.192 9.386 9.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -20 10.107 9.603 9.453 9.378
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -20 11.309 9.839 8.637 8.144
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -20 9.921 9.65 9.576 9.578
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -20 9.225 8.806 8.693 8.643
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -20 2.772 1.596 1.228 0.993
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -20 9.62 9.493 9.523 9.553
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -20 6.622 5.306 4.776 4.481
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -20 6.032 5.295 5.088 4.98
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -20 8.373 8.021 7.995 8.018
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -20 10.29 10.431 10.555 10.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -20 4.445 4.069 3.995 4.0
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -20 4.888 4.277 4.115 4.054
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -20 10.86 10.565 10.499 10.502
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -20 5.2 4.509 4.338 4.257
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -20 5.786 4.707 4.341 4.155
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -20 4.568 3.943 3.795 3.75
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -20 2.763 1.523 1.075 0.826
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -20 10.177 9.976 9.948 9.962
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -20 7.843 7.407 7.27 7.213
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -20 5.096 5.461 5.737 5.941
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -20 8.309 7.802 7.653 7.592
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -20 3.114 3.4 3.618 3.667
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -20 4.993 4.384 4.222 4.171
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -20 5.389 4.705 4.522 4.441
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -20 11.501 11.065 10.937 10.872
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -20 9.343 8.86 8.684 8.596
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -20 8.699 8.325 8.226 8.201
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -20 10.413 10.106 10.043 10.046
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -20 7.682 6.866 6.568 6.408
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -20 8.308 7.797 7.611 7.532
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -20 6.074 6.332 6.546 6.66
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -20 6.453 5.938 5.829 5.792
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -20 9.951 9.72 9.684 9.696
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -20 4.59 4.201 4.136 4.144
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -20 10.647 10.312 10.211 10.199
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -20 10.181 9.793 9.706 9.681
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -20 5.408 5.625 5.87 5.981
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -20 6.632 6.263 6.194 6.205
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -20 8.085 7.455 7.225 7.109
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -20 12.779 11.272 10.438 10.073
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -20 7.56 6.209 5.726 5.42
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -20 5.64 4.171 3.258 2.831
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -20 3.208 2.627 2.499 2.452
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -20 3.641 2.848 2.626 2.5
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -20 6.135 6.362 6.559 6.635
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -20 8.479 8.083 7.978 7.96
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -20 8.905 8.392 8.228 8.166
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -20 5.728 4.871 4.63 4.489
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -20 4.499 4.624 4.788 4.821
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -20 8.115 7.23 6.953 6.79
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -20 9.378 7.623 6.901 6.473
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -20 7.596 7.295 7.231 7.249
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -20 5.976 5.642 5.557 5.537
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -20 7.659 6.997 6.82 6.748
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -20 2.605 3.084 3.426 3.683
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -20 7.265 7.478 7.698 7.816
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -20 4.048 2.778 2.393 2.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -20 4.346 4.731 5.033 5.252
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -20 11.54 11.193 11.101 11.081
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -20 5.221 5.189 5.268 5.332
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -20 9.302 8.659 8.447 8.349
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -20 8.902 8.134 7.848 7.693
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -20 4.434 3.954 3.843 3.797
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -20 6.59 5.344 4.639 4.264
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -20 5.011 4.289 4.063 3.942
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -20 8.697 7.67 7.32 7.133
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -20 7.372 5.986 5.352 5.08
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -20 5.368 5.124 5.135 5.187
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -20 5.469 5.686 5.856 5.901
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -20 5.59 5.825 6.047 6.209
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -20 6.069 6.353 6.599 6.741
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -20 3.454 2.091 1.417 1.079
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -20 8.836 8.062 7.796 7.652
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -20 9.036 8.473 8.29 8.203
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -20 5.933 6.273 6.549 6.732
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -20 8.595 8.818 9.016 9.073
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -20 6.642 5.881 5.681 5.555
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -20 10.144 9.74 9.644 9.626
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -20 8.648 8.924 9.162 9.271
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -20 5.333 5.684 5.95 6.097
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -20 6.717 5.408 4.885 4.64
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -20 5.944 5.356 5.205 5.149
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -20 5.941 4.879 4.506 4.283
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -20 8.8 7.926 7.616 7.448
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -20 10.549 10.097 9.982 9.951
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -20 3.677 4.094 4.397 4.589
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -20 4.699 3.392 2.742 2.417
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -20 5.813 5.853 5.966 6.052
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -20 10.225 6.184 4.961 4.216
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -20 6.088 5.303 5.08 4.966
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -20 8.228 8.012 7.979 7.993
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -20 3.171 2.464 2.259 2.166
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -20 8.69 9.228 9.599 9.904
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -20 7.922 7.984 8.104 8.219
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -20 9.98 9.423 9.22 9.12
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -20 6.419 5.734 5.572 5.517
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -20 10.863 10.378 10.22 10.153
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -20 11.921 11.206 10.957 10.823
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -20 3.779 2.619 2.239 2.007
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -20 5.363 4.672 4.476 4.376
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -20 9.098 8.762 8.685 8.671
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -20 4.196 3.58 3.436 3.381
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -20 6.376 6.722 6.99 7.16
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -20 7.91 6.948 6.654 6.477
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -20 8.183 6.749 5.783 5.375
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -20 5.612 4.472 4.106 3.897
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -20 7.358 7.637 7.864 7.99
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -20 6.418 6.514 6.64 6.717
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 -20 8.228 7.655 7.508 7.462
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 -20 4.717 3.748 3.456 3.28
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 -20 11.624 11.541 11.59 11.631
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 -20 8.732 7.99 7.725 7.591
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 -20 7.202 7.195 7.291 7.325
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 -20 4.896 4.669 4.654 4.685
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 -20 5.411 4.606 4.385 4.264
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 -20 11.811 11.177 10.956 10.855
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 -20 7.967 7.03 6.687 6.513
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 -20 9.42 8.976 8.843 8.798
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 -20 6.658 6.745 6.873 6.964
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 -20 9.814 9.537 9.472 9.475
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 -20 6.228 6.113 6.137 6.147
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 -20 3.138 1.867 1.495 1.285
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 -20 10.26 9.938 9.868 9.873
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 -20 3.636 2.65 2.336 2.161
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 -20 4.619 3.048 1.436 0.68
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 -20 6.797 6.141 5.949 5.869
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 -20 7.138 7.235 7.381 7.459
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 -20 6.353 5.487 5.247 5.105
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 -20 1.315 1.775 2.074 2.332
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 -20 7.329 6.528 6.29 6.166
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 -20 3.824 3.847 4.012 4.11
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 -20 8.654 7.261 6.741 6.399
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 -20 6.898 5.927 5.625 5.452
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 -20 9.267 9.838 10.243 10.567
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 -20 4.985 4.118 3.87 3.737
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 -20 10.643 10.334 10.252 10.253
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 -20 5.977 5.09 4.834 4.676
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 -20 7.164 7.285 7.425 7.495
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 -20 4.946 5.311 5.596 5.792
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 -20 11.141 10.823 10.751 10.724
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 -20 8.64 7.391 6.939 6.669
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 -20 8.953 9.193 9.4 9.464
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 -20 10.752 10.408 10.33 10.328
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 -20 4.766 3.983 3.772 3.67
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 -20 10.683 10.244 10.119 10.079
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 -20 5.077 5.193 5.345 5.447
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 -20 5.418 4.666 4.475 4.371
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 -20 6.162 6.4 6.609 6.703
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 -20 6.048 6.077 6.218 6.302
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 -20 9.046 8.496 8.344 8.271
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 -20 3.117 2.361 2.131 1.966
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 -20 6.54 5.78 5.583 5.464
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 -20 3.652 3.935 4.135 4.335
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 -20 9.462 8.375 7.953 7.723
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 -20 2.455 2.049 1.972 1.919
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 -20 5.921 4.961 4.68 4.512
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 -20 5.051 3.916 3.538 3.325
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 -20 4.053 4.577 4.944 5.227
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 -20 5.885 6.016 6.163 6.241
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 -20 4.068 3.968 4.011 4.06
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 -20 7.227 6.036 5.61 5.339
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 -20 5.118 4.263 4.033 3.908
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd058343_v2.fits stis_ngsl_v2 -20 4.947 5.162 5.357 5.515
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd138716_v2.fits stis_ngsl_v2 -20 5.129 4.353 4.157 4.051
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196426_v2.fits stis_ngsl_v2 -20 6.052 6.403 6.66 6.806
