survey version standard standard_catagory shift GAIA-X GAIA-X GAIA-X 
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 0 10.3514 10.5177 10.1647
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 0 10.1832 10.3368 10.016
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 0 7.1167 7.421 6.7946
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 0 5.6371 6.1384 5.1461
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 0 3.8977 3.7079 4.2859
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 0 9.1664 9.1017 9.3418
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 0 9.7503 10.0145 9.4591
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 0 9.5918 10.8441 8.7026
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 0 9.7448 9.8899 9.5823
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 0 8.9375 9.1503 8.6966
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 0 1.801 2.4054 1.2364
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 0 9.5681 9.6421 9.513
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 0 5.4507 6.1958 4.7979
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 0 5.4869 5.8632 5.0971
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 0 8.1643 8.3287 7.9939
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 0 10.4128 10.3816 10.5217
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 0 4.2049 4.3932 4.0014
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 0 4.4545 4.7649 4.1251
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 0 10.671 10.8216 10.5038
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 0 4.7032 5.0458 4.345
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 0 4.9005 5.4555 4.3663
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 0 4.1293 4.4342 3.8063
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 0 1.7014 2.3702 1.0956
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 0 10.0594 10.1667 9.9482
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 0 7.5374 7.7695 7.2779
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 0 5.3269 5.1404 5.6926
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 0 7.9499 8.2091 7.6618
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 0 3.3254 3.223 3.5664
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 0 4.561 4.8661 4.2355
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 0 4.8932 5.2378 4.5319
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 0 11.1975 11.4252 10.9412
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 0 8.9912 9.2574 8.6936
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 0 8.4491 8.6443 8.2321
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 0 10.2166 10.3702 10.0473
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 0 7.0372 7.479 6.5848
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 0 7.9316 8.2057 7.624
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 0 6.277 6.185 6.5099
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 0 6.1069 6.3618 5.8336
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 0 9.8121 9.9314 9.6848
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 0 4.3436 4.5327 4.1404
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 0 10.4209 10.5974 10.2212
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 0 9.9242 10.116 9.7099
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 0 5.5974 5.5113 5.8251
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 0 6.3984 6.5829 6.2004
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 0 7.6073 7.9467 7.2393
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 0 11.27 12.2226 10.5018
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 0 6.3803 7.1085 5.737
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 0 4.1119 5.1672 3.3025
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 0 2.8086 3.0964 2.5048
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 0 3.0464 3.4492 2.6336
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 0 6.3172 6.238 6.5196
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 0 8.2138 8.4166 7.9887
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 0 8.5379 8.8081 8.2403
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 0 5.0756 5.5106 4.637
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 0 4.6103 4.5563 4.7454
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 0 7.4253 7.8866 6.9632
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 0 7.7037 8.7111 6.9209
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 0 7.4081 7.5668 7.2381
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 0 5.7564 5.9315 5.5613
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 0 7.1809 7.5093 6.8318
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 0 2.9033 2.6836 3.3759
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 0 7.4428 7.3564 7.6599
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 0 2.9878 3.6321 2.4007
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 0 4.6092 4.4377 4.9887
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 0 11.3093 11.4888 11.1082
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 0 5.2381 5.2658 5.254
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 0 8.8233 9.1609 8.4609
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 0 8.3001 8.7225 7.8637
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 0 4.1109 4.3568 3.8465
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 0 5.3815 6.2166 4.6692
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 0 4.4692 4.8482 4.074
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 0 7.8623 8.4034 7.3394
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 0 6.091 6.891 5.4047
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 0 5.2388 5.3511 5.1323
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 0 5.6381 5.5675 5.8173
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 0 5.7561 5.6265 6.0127
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 0 6.2824 6.1636 6.5567
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 0 2.1653 3.0161 1.4526
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 0 8.2378 8.6517 7.81
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 0 8.6268 8.9265 8.3006
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 0 6.1729 6.023 6.5052
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 0 8.7754 8.6993 8.9725
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 0 6.0783 6.4535 5.6854
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 0 9.8741 10.0745 9.6509
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 0 8.8598 8.7524 9.1167
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 0 5.5828 5.4422 5.9056
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 0 5.5605 6.2713 4.9248
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 0 5.5308 5.8259 5.215
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 0 5.0651 5.6346 4.5212
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 0 8.1053 8.5747 7.633
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 0 10.2397 10.4636 9.99
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 0 3.9553 3.7779 4.3485
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 0 3.4735 4.2885 2.7779
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 0 5.8802 5.8772 5.9487
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 0 5.934 7.9198 4.906
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 0 5.4999 5.8994 5.0907
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 0 8.1013 8.2192 7.9796
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 0 2.6496 3.0132 2.2711
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 0 9.0036 8.7467 9.5495
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 0 7.9798 7.9288 8.0889
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 0 9.5641 9.8618 9.2327
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 0 5.9312 6.2634 5.5832
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 0 10.5145 10.7658 10.2314
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 0 11.373 11.7545 10.9701
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 0 2.8159 3.4226 2.2502
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 0 4.8567 5.2117 4.4845
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 0 8.8799 9.0521 8.6889
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 0 3.7655 4.0717 3.4436
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 0 6.6193 6.4723 6.9477
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 0 7.151 7.6453 6.6638
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 0 6.658 7.7054 5.8464
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 0 4.6744 5.2643 4.1204
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 0 7.5701 7.4638 7.8264
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 0 6.5177 6.494 6.6186
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 0 7.8274 8.1158 7.5189
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 0 3.9534 4.4498 3.4654
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 0 11.5998 11.6463 11.578
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 0 8.1584 8.5577 7.7419
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 0 7.2385 7.2602 7.2671
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 0 4.7692 4.8859 4.6536
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 0 4.808 5.2142 4.3931
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 0 11.3356 11.6727 10.972
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 0 7.209 7.7162 6.7089
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 0 9.1115 9.3447 8.8522
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 0 6.7549 6.7346 6.8531
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 0 9.6365 9.7798 9.4769
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 0 6.1815 6.2563 6.1241
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 0 2.0865 2.7219 1.5077
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 0 10.0528 10.2144 9.8739
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 0 2.8502 3.3635 2.3502
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 0 2.4653 4.1786 1.4401
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 0 6.3186 6.6562 5.9615
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 0 7.2443 7.2177 7.3544
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 0 5.6938 6.1305 5.2537
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 0 1.5953 1.3836 2.0354
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 0 6.7224 7.1355 6.3009
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 0 3.8946 3.8845 3.9833
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 0 7.4163 8.1756 6.752
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 0 6.1288 6.6296 5.6373
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 0 9.5869 9.304 10.1869
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 0 4.3229 4.7624 3.881
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 0 10.4394 10.5984 10.2603
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 0 5.2936 5.746 4.8402
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 0 7.2802 7.2459 7.3998
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 0 5.1988 5.0395 5.5519
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 0 10.9361 11.1031 10.7517
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 0 7.5663 8.2415 6.9548
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 0 9.1425 9.0572 9.3554
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 10.5277 10.6998 10.3366
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 4.1846 4.5782 3.7821
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 10.3793 10.6037 10.1278
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.1941 5.1571 5.321
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 4.8672 5.2432 4.4801
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.3461 6.2517 6.5684
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 6.1159 6.1101 6.193
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 8.6575 8.9391 8.351
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 2.5453 2.9483 2.1306
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 5.9798 6.3611 5.587
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 3.8493 3.7234 4.1086
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 8.5433 9.1462 7.9752
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 2.193 2.405 1.9664
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 5.1692 5.6563 4.6889
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 4.1126 4.7073 3.5547
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 0 4.3653 4.1201 4.8917
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 0 6.0088 5.971 6.1367
GAIA GAIA spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 0 4.0344 4.0918 4.0017
