survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 0 -3.657 -4.040 -4.331 -4.568
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 0 -9.007 -9.195 -9.388 -9.438
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 0 -10.094 -9.600 -9.452 -9.378
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 0 -11.281 -9.827 -8.625 -8.139
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 0 -9.915 -9.648 -9.576 -9.578
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 0 -9.216 -8.804 -8.692 -8.643
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 0 -2.746 -1.590 -1.225 -0.989
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 0 -9.614 -9.493 -9.524 -9.553
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 0 -6.594 -5.299 -4.771 -4.477
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 0 -6.014 -5.291 -5.086 -4.979
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 0 -8.362 -8.020 -7.995 -8.018
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 0 -10.289 -10.434 -10.557 -10.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 0 -4.435 -4.067 -3.996 -4.000
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 0 -4.873 -4.273 -4.114 -4.054
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 0 -10.853 -10.563 -10.499 -10.501
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 0 -5.183 -4.505 -4.337 -4.256
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 0 -5.763 -4.700 -4.338 -4.153
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 0 -4.552 -3.940 -3.795 -3.750
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 0 -2.736 -1.515 -1.071 -0.823
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 0 -10.171 -9.976 -9.948 -9.963
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 0 -7.834 -7.404 -7.269 -7.212
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 0 -5.101 -5.465 -5.741 -5.943
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 0 -8.298 -7.799 -7.652 -7.592
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 0 -3.116 -3.404 -3.621 -3.667
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 0 -4.979 -4.381 -4.222 -4.170
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 0 -5.372 -4.701 -4.521 -4.440
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 0 -11.490 -11.062 -10.936 -10.872
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 0 -9.332 -8.857 -8.682 -8.595
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 0 -8.688 -8.323 -8.226 -8.201
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 0 -10.406 -10.104 -10.043 -10.047
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 0 -7.665 -6.860 -6.565 -6.406
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 0 -8.297 -7.793 -7.609 -7.531
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 0 -6.075 -6.336 -6.549 -6.660
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 0 -6.439 -5.936 -5.829 -5.791
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 0 -9.944 -9.719 -9.685 -9.696
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 0 -4.579 -4.199 -4.136 -4.144
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 0 -10.639 -10.310 -10.211 -10.199
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 0 -10.172 -9.791 -9.706 -9.681
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 0 -5.407 -5.629 -5.873 -5.981
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 0 -6.622 -6.261 -6.194 -6.205
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 0 -8.071 -7.450 -7.223 -7.108
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 0 -12.749 -11.261 -10.430 -10.069
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 0 -7.531 -6.201 -5.721 -5.415
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 0 -5.613 -4.162 -3.249 -2.826
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 0 -3.193 -2.624 -2.499 -2.451
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 0 -3.622 -2.844 -2.624 -2.498
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 0 -6.136 -6.366 -6.562 -6.635
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 0 -8.469 -8.081 -7.978 -7.959
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 0 -8.893 -8.388 -8.227 -8.166
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 0 -5.708 -4.866 -4.628 -4.487
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 0 -4.499 -4.627 -4.790 -4.822
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 0 -8.094 -7.225 -6.951 -6.787
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 0 -9.343 -7.609 -6.895 -6.467
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 0 -7.587 -7.294 -7.231 -7.249
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 0 -5.967 -5.640 -5.557 -5.537
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 0 -7.643 -6.994 -6.819 -6.747
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 0 -2.611 -3.089 -3.431 -3.686
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 0 -7.266 -7.482 -7.701 -7.816
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 0 -4.020 -2.771 -2.390 -2.146
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 0 -4.350 -4.735 -5.037 -5.254
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 0 -11.531 -11.191 -11.101 -11.082
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 0 -5.216 -5.191 -5.270 -5.332
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 0 -9.287 -8.655 -8.446 -8.348
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 0 -8.884 -8.128 -7.846 -7.691
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 0 -4.420 -3.952 -3.843 -3.796
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 0 -6.565 -5.337 -4.631 -4.260
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 0 -4.993 -4.285 -4.062 -3.941
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 0 -8.675 -7.663 -7.317 -7.131
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 0 -7.345 -5.977 -5.346 -5.077
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 0 -5.360 -5.124 -5.137 -5.188
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 0 -5.469 -5.689 -5.858 -5.900
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 0 -5.592 -5.828 -6.050 -6.210
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 0 -6.071 -6.357 -6.602 -6.742
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 0 -3.426 -2.083 -1.411 -1.074
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 0 -8.819 -8.057 -7.794 -7.649
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 0 -9.023 -8.469 -8.289 -8.202
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 0 -5.936 -6.277 -6.553 -6.733
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 0 -8.596 -8.821 -9.018 -9.073
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 0 -6.624 -5.877 -5.680 -5.553
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 0 -10.135 -9.738 -9.643 -9.627
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 0 -8.650 -8.928 -9.165 -9.272
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 0 -5.336 -5.689 -5.954 -6.098
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 0 -6.690 -5.400 -4.880 -4.637
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 0 -5.929 -5.353 -5.205 -5.148
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 0 -5.918 -4.872 -4.503 -4.280
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 0 -8.780 -7.920 -7.614 -7.446
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 0 -10.538 -10.094 -9.982 -9.951
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 0 -3.681 -4.099 -4.401 -4.591
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 0 -4.672 -3.384 -2.736 -2.413
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 0 -5.810 -5.854 -5.968 -6.052
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 0 -10.158 -6.169 -4.945 -4.207
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 0 -6.069 -5.298 -5.079 -4.964
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 0 -8.221 -8.011 -7.979 -7.993
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 0 -3.154 -2.460 -2.258 -2.164
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 0 -8.696 -9.235 -9.603 -9.909
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 0 -7.922 -7.986 -8.106 -8.221
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 0 -9.969 -9.419 -9.218 -9.119
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 0 -6.403 -5.730 -5.571 -5.517
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 0 -10.853 -10.375 -10.219 -10.153
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 0 -11.905 -11.201 -10.955 -10.821
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 0 -3.753 -2.612 -2.235 -2.003
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 0 -5.346 -4.668 -4.475 -4.374
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 0 -9.089 -8.761 -8.685 -8.670
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 0 -4.179 -3.577 -3.436 -3.379
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 0 -6.379 -6.726 -6.994 -7.161
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 0 -7.888 -6.942 -6.651 -6.475
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 0 -8.156 -6.739 -5.773 -5.370
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 0 -5.587 -4.465 -4.103 -3.893
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 0 -7.359 -7.640 -7.867 -7.991
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 0 -6.415 -6.516 -6.642 -6.717
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 0 -8.214 -7.652 -7.508 -7.461
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 0 -4.695 -3.743 -3.454 -3.278
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 0 -11.620 -11.542 -11.591 -11.630
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 0 -8.716 -7.985 -7.723 -7.590
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 0 -7.197 -7.196 -7.293 -7.324
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 0 -4.888 -4.668 -4.655 -4.685
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 0 -5.392 -4.602 -4.384 -4.262
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 0 -11.796 -11.173 -10.954 -10.854
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 0 -7.947 -7.024 -6.684 -6.511
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 0 -9.409 -8.973 -8.842 -8.798
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 0 -6.655 -6.746 -6.875 -6.964
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 0 -9.808 -9.536 -9.471 -9.475
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 0 -6.223 -6.113 -6.138 -6.146
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 0 -3.110 -1.860 -1.492 -1.282
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 0 -10.252 -9.936 -9.868 -9.873
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 0 -3.614 -2.644 -2.334 -2.159
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 0 -4.597 -3.037 -1.421 -0.669
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 0 -6.781 -6.137 -5.948 -5.868
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 0 -7.135 -7.238 -7.383 -7.459
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 0 -6.333 -5.483 -5.245 -5.103
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 0 -1.321 -1.779 -2.078 -2.335
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 0 -7.311 -6.523 -6.289 -6.164
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 0 -3.819 -3.849 -4.015 -4.110
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 0 -8.625 -7.252 -6.736 -6.393
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 0 -6.876 -5.921 -5.623 -5.450
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 0 -9.275 -9.845 -10.249 -10.571
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 0 -4.965 -4.113 -3.868 -3.735
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 0 -10.635 -10.333 -10.252 -10.254
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 0 -5.956 -5.085 -4.831 -4.673
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 0 -7.162 -7.287 -7.428 -7.494
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 0 -4.950 -5.315 -5.599 -5.794
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 0 -11.133 -10.821 -10.751 -10.724
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 0 -8.613 -7.383 -6.934 -6.666
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 0 -8.954 -9.196 -9.403 -9.463
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 -10.743 -10.406 -10.330 -10.328
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 -4.748 -3.978 -3.770 -3.669
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 -10.672 -10.241 -10.119 -10.079
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 -5.075 -5.195 -5.347 -5.448
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 -5.399 -4.662 -4.474 -4.369
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 -6.163 -6.404 -6.612 -6.703
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 0 -6.043 -6.079 -6.220 -6.302
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 0 -9.033 -8.492 -8.344 -8.270
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 0 -3.097 -2.356 -2.129 -1.963
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 0 -6.521 -5.776 -5.582 -5.463
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 0 -3.656 -3.938 -4.137 -4.338
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 0 -9.439 -8.367 -7.949 -7.720
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 0 -2.443 -2.046 -1.972 -1.918
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 0 -5.899 -4.956 -4.677 -4.510
DES DES spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 0 -5.026 -3.909 -3.535 -3.322
