survey version standard standard_catagory shift PS1-g PS1-r PS1-i PS1-z 
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 0 10.0703 9.6178 9.4588 9.3917
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 0 11.2532 9.992 8.7872 8.2565
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 0 9.8935 9.651 9.5689 9.5626
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 0 9.1929 8.8151 8.6945 8.6448
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 0 2.7141 1.6533 1.2641 1.0524
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 0 9.5935 9.4756 9.501 9.5428
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 0 6.5617 5.385 4.831 4.5535
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 0 5.986 5.3241 5.1006 5.0019
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 0 8.3387 8.0185 7.9799 8.003
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 0 10.2714 10.3926 10.5221 10.5738
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 0 4.4116 4.0736 3.9869 3.9886
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 0 4.8471 4.2978 4.12 4.0602
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 0 10.8212 10.5652 10.4913 10.4891
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 0 5.1557 4.5325 4.3447 4.27
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 0 5.7314 4.7603 4.3796 4.2028
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 0 4.5258 3.9622 3.7987 3.7517
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 0 2.7045 1.5918 1.1205 0.8903
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 0 10.1499 9.9674 9.9367 9.9463
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 0 7.8111 7.4186 7.2723 7.2233
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 0 5.0868 5.4012 5.682 5.8707
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 0 8.2741 7.8179 7.6594 7.595
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 0 3.1006 3.3491 3.5699 3.6582
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 0 4.9527 4.4058 4.227 4.1766
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 0 5.3452 4.7298 4.5303 4.4541
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 0 11.4659 11.075 10.9388 10.8845
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 0 9.3087 8.8782 8.6935 8.6132
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 0 8.6656 8.3301 8.2229 8.1997
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 0 10.3842 10.1052 10.0336 10.0369
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 0 7.6383 6.9082 6.5957 6.4445
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 0 16.5652 17.0378 17.4231 17.7129
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 0 6.0576 6.2805 6.4949 6.6391
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 0 6.4136 5.9502 5.8272 5.7934
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 0 9.9231 9.713 9.6739 9.6801
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 0 4.5554 4.2046 4.1264 4.1309
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 0 10.6171 10.3174 10.2084 10.1902
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 0 10.1491 9.7976 9.7018 9.6798
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 0 5.3892 5.5722 5.8152 5.9629
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 0 6.5989 6.2662 6.1851 6.19
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 0 8.0466 7.4833 7.2424 7.1369
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 0 12.7182 11.3666 10.5494 10.1585
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 0 7.4991 6.2845 5.7789 5.5006
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 0 5.5826 4.3018 3.3602 2.9325
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 0 3.1664 2.6435 2.4975 2.4582
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 0 3.5936 2.8794 2.6417 2.5264
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 0 6.1187 6.3142 6.5121 6.6257
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 0 8.4462 8.0906 7.9772 7.9613
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 0 8.8527 8.4097 8.2344 8.1749
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 0 5.6788 4.9059 4.6475 4.5191
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 0 4.4814 4.5824 4.7495 4.8117
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 0 8.0652 7.27 6.9767 6.8283
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 0 9.3122 7.7435 6.9906 6.601
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 0 7.5651 7.2957 7.2206 7.2332
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 0 5.9446 5.6439 5.5526 5.5323
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 0 7.6163 7.0209 6.8285 6.7594
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 0 2.5979 3.0127 3.3577 3.6
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 0 7.249 7.4285 7.646 7.79
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 0 3.9887 2.839 2.4296 2.206
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 0 4.3351 4.6672 4.9699 5.1838
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 0 11.5088 11.1974 11.0978 11.0741
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 0 5.196 5.1631 5.2375 5.3159
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 0 9.2622 8.6858 8.4613 8.3683
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 0 8.8576 8.1728 7.8748 7.7277
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 0 4.3954 3.9653 3.8406 3.8059
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 0 6.5357 5.4387 4.7222 4.3426
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 0 16.566 17.0393 17.4252 17.7157
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 0 8.6471 7.725 7.3549 7.1763
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 0 7.3137 6.0735 5.4264 5.143
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 0 5.3381 5.1145 5.1147 5.164
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 0 5.4528 5.6413 5.8132 5.8989
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 0 5.5761 5.7744 5.9966 6.1581
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 0 6.0548 6.2983 6.5441 6.7019
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 0 3.3943 2.1886 1.4905 1.1635
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 0 8.7915 8.0989 7.8185 7.6868
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 0 8.998 8.4942 8.3005 8.2201
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 0 5.9207 6.2134 6.4896 6.6771
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 0 8.579 8.7691 8.9697 9.0688
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 0 6.5954 5.9084 5.6947 5.5879
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 0 10.1117 9.7472 9.6394 9.621
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 0 8.6341 8.8708 9.1085 9.2474
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 0 5.3204 5.6246 5.8937 6.0605
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 0 6.659 5.4822 4.9447 4.7015
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 0 16.5631 17.0374 17.425 17.7172
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 0 5.8878 4.9352 4.5451 4.3425
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 0 8.7532 7.972 7.6449 7.4888
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 0 10.5152 10.1077 9.9817 9.9485
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 0 3.6668 4.0279 4.3348 4.5325
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 0 4.6412 3.4852 2.8123 2.4987
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 0 5.7907 5.821 5.9294 6.0303
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 0 10.1387 6.411 5.1107 4.3288
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 0 6.0411 5.3351 5.0947 4.9878
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 0 8.2 8.0047 7.9666 7.9807
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 0 3.127 2.4922 2.2697 2.183
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 0 8.6838 9.1527 9.5257 9.7991
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 0 7.9045 7.9489 8.0699 8.1722
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 0 9.9455 9.4478 9.2327 9.1432
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 0 6.3754 5.7575 5.5761 5.5232
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 0 10.83 10.3946 10.2265 10.1642
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 0 11.8776 11.238 10.9761 10.858
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 0 3.7212 2.6766 2.2757 2.0643
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 0 16.564 17.0374 17.4243 17.7159
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 0 9.0665 8.7643 8.6787 8.6679
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 0 4.1528 3.5994 3.4361 3.3914
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 0 6.3636 6.6632 6.9322 7.1121
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 0 7.858 6.9926 6.6791 6.5215
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 0 8.1268 6.8705 5.9029 5.4677
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 0 5.5553 4.5291 4.1405 3.9473
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 0 7.3428 7.5841 7.8112 7.9633
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 0 6.3969 6.477 6.6036 6.6996
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 0 8.188 7.6736 7.5113 7.4648
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 0 4.6647 3.7918 3.4808 3.3233
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 0 11.5995 11.5212 11.5644 11.6165
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 0 8.6896 8.0257 7.7469 7.622
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 0 7.1769 7.1659 7.2581 7.3236
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 0 4.8661 4.6604 4.6382 4.6674
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 0 5.3637 4.6386 4.3997 4.288
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 0 11.7702 11.2046 10.9714 10.8766
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 0 7.8913 7.0824 6.72 6.5544
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 0 9.3862 8.9879 8.8441 8.8045
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 0 6.6368 6.7095 6.8342 6.9416
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 0 9.7865 9.5369 9.4646 9.4607
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 0 6.2027 6.0972 6.1146 6.1447
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 0 3.0788 1.9296 1.5262 1.3326
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 0 10.2306 9.9401 9.8592 9.8605
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 0 3.5839 2.697 2.3638 2.2013
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 0 4.5717 3.2853 1.6165 0.8733
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 0 6.7547 6.167 5.9582 5.8822
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 0 7.1166 7.1966 7.3403 7.4452
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 0 6.3034 5.5225 5.2646 5.135
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 0 1.3075 1.7092 2.0112 2.2402
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 0 7.2821 6.5623 6.3064 6.1925
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 0 3.7987 3.8093 3.9673 4.0902
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 0 8.5953 7.3428 6.8027 6.4943
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 0 6.8458 5.9725 5.6513 5.4945
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 0 9.2629 9.7585 10.165 10.4573
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 0 16.5649 17.0375 17.4236 17.7148
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 0 10.6141 10.3361 10.2483 10.2366
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 0 5.9265 5.1264 4.8543 4.7107
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 0 7.1444 7.2465 7.386 7.4858
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 0 4.9349 5.2502 5.5347 5.7311
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 0 11.1116 10.8239 10.746 10.7228
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 0 8.5809 7.4598 6.9869 6.7373
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 0 8.9376 9.1431 9.3526 9.4564
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 0 10.7204 10.4106 10.3233 10.3193
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 0 4.7191 4.0131 3.7839 3.6862
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 0 10.6491 10.2549 10.1197 10.0823
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 0 5.0571 5.1547 5.3025 5.4211
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 0 5.3711 4.6928 4.4845 4.3891
PS1 PS1 spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 0 6.1467 6.3505 6.561 6.682
