survey,KAIT4-B,KAIT4-V,KAIT4-R,KAIT4-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,KAIT4-B_AV,KAIT4-V_AV,KAIT4-R_AV,KAIT4-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
KAIT4,17.6428,17.034,16.6083,16.1519,17.2534,16.7622,16.5756,16.5205,38.5077,1.39608,0.08286538461538462,0.06493125,0.051374647887323946,0.036263653483992464,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
KAIT4,18.1849,17.5635,17.1294,16.6897,17.8149,17.2972,17.1122,17.0576,38.5083,1.37809,0.08286538461538462,0.06493125,0.051374647887323946,0.036263653483992464,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
KAIT4,18.9535,18.3475,17.9235,17.4408,18.5877,18.0859,17.87,17.7965,38.4813,1.36663,0.08086538461538462,0.0638025,0.050374647887323945,0.03526365348399247,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
KAIT4,16.5463,15.9076,15.462,14.9875,16.1288,15.6127,15.4075,15.3468,237.799,25.6967,0.24407371794871793,0.19253625,0.15178028169014085,0.1067909604519774,0.2214,0.15745070422535215,0.11644067796610169,0.092807881773399
KAIT4,18.4379,17.732,17.2418,16.7096,18.0039,17.4134,17.1462,17.0505,195.766,50.6186,0.06238782051282051,0.04941625,0.03903098591549296,0.02719774011299435,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
KAIT4,16.3814,15.7218,15.2624,14.8,15.955,15.414,15.2241,15.1573,266.316,18.1237,0.22364102564102564,0.17615,0.13878028169014087,0.09772504708097929,0.20299999999999999,0.14445070422535214,0.10657062146892655,0.08520689655172414
KAIT4,16.9304,16.209,15.7086,15.1623,16.4772,15.8798,15.6085,15.4854,266.319,18.1023,0.22511858974358975,0.17714999999999997,0.13978028169014087,0.09779096045197741,0.204,0.14545070422535214,0.1074406779661017,0.08520689655172414
KAIT4,17.019,16.2985,15.7987,15.3116,16.5705,15.9525,15.7453,15.6732,266.284,18.1725,0.22311858974358975,0.17602125000000002,0.13843661971830987,0.09679096045197741,0.2022,0.14359154929577467,0.1064406779661017,0.08450738916256158
KAIT4,17.8584,17.2639,16.8398,16.3819,17.4855,17.0015,16.8213,16.7752,178.942,55.2888,0.04843269230769231,0.03815875,0.030030985915492962,0.021131826741996235,0.044199999999999996,0.0315774647887324,0.022740112994350282,0.018201970443349754
KAIT4,16.1368,15.4063,14.8999,14.3657,15.6822,15.0578,14.801,14.7038,268.952,62.593,0.14125320512820513,0.11121875,0.0874056338028169,0.06146139359698682,0.128,0.09101408450704226,0.067090395480226,0.053704433497536945
KAIT4,15.9576,15.3616,14.9443,14.4919,15.5693,15.0984,14.905,14.8469,268.868,62.5783,0.13277564102564104,0.10496124999999999,0.0824056338028169,0.058395480225988707,0.1204,0.08601408450704226,0.06322033898305085,0.05040394088669951
KAIT4,17.2543,16.5702,16.0945,15.5946,16.8194,16.2548,16.0382,15.9623,268.923,62.5779,0.13777564102564102,0.10821875,0.0854056338028169,0.060461393596986816,0.125,0.08901408450704226,0.066090395480226,0.05240394088669951
KAIT4,18.883,18.1789,17.69,17.1835,18.4488,17.8336,17.6421,17.5258,268.978,62.568,0.13825320512820513,0.10908999999999999,0.08606197183098592,0.060461393596986816,0.1252,0.0891549295774648,0.066090395480226,0.052704433497536944
KAIT4,16.2564,15.5968,15.1374,14.6602,15.8291,15.2803,15.0826,15.0161,318.468,13.6095,0.2705512820512821,0.21317999999999998,0.16812394366197184,0.11792278719397364,0.2454,0.1743098591549296,0.12918079096045199,0.10310837438423645
KAIT4,18.7339,17.9397,17.3908,16.8288,18.2371,17.5472,17.2778,17.193,129.074,28.0524,0.14377564102564103,0.1133475,0.08940563380281691,0.06252730696798493,0.1308,0.09301408450704227,0.06896045197740114,0.054704433497536946
KAIT4,16.1809,15.5059,15.0362,14.5834,15.7492,15.1945,15.0139,14.9431,235.065,11.3918,0.14225320512820513,0.11221875,0.08840563380281691,0.06152730696798493,0.129,0.09201408450704227,0.06796045197740114,0.053704433497536945
KAIT4,17.8946,17.0867,16.5287,15.9991,17.3993,16.6929,16.4504,16.3508,235.071,11.3772,0.14277564102564103,0.11221875,0.08840563380281691,0.06246139359698682,0.129,0.09201408450704227,0.068090395480226,0.053704433497536945
KAIT4,16.7394,15.885,15.2959,14.7173,16.222,15.4574,15.1712,15.0587,334.599,40.5924,0.5371025641025642,0.42323124999999995,0.33359154929577467,0.23384557438794729,0.487,0.34647887323943666,0.25636158192090397,0.2042167487684729
KAIT4,16.3521,15.7261,15.289,14.8243,15.9491,15.4395,15.259,15.2021,45.6261,-24.4762,0.07286538461538462,0.05767375,0.04537464788732395,0.03219774011299435,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
KAIT4,17.7749,17.0917,16.6166,16.1207,17.345,16.7667,16.5484,16.4563,353.7,18.1834,0.2665512820512821,0.21005125,0.16546760563380283,0.11592278719397364,0.2416,0.17216901408450705,0.12718079096045198,0.10110837438423645
KAIT4,16.9514,16.3517,15.932,15.4774,16.5589,16.0782,15.8956,15.835,247.219,39.5725,0.03843269230769231,0.030772499999999998,0.023687323943661975,0.017131826741996235,0.0348,0.024718309859154936,0.018740112994350282,0.014600985221674877
KAIT4,17.1549,16.5625,16.1475,15.6817,16.7626,16.2815,16.0992,16.0368,332.665,-20.7806,0.12629807692307693,0.09896125,0.07806197183098593,0.055395480225988704,0.1144,0.0811549295774648,0.06022033898305085,0.047403940886699504
KAIT4,16.662,15.9888,15.5204,15.0568,16.2285,15.6799,15.4864,15.4087,339.583,35.5018,0.30550641025641023,0.24095250000000001,0.18981126760563383,0.13305461393596987,0.2772,0.19702816901408454,0.14592090395480226,0.11600985221674877
KAIT4,16.6498,16.0038,15.5535,15.0645,16.2364,15.7071,15.4926,15.4093,339.558,35.4705,0.30150641025641023,0.23782375,0.1871549295774648,0.13105461393596987,0.2734,0.194887323943662,0.14392090395480225,0.11470935960591133
KAIT4,16.7873,16.1341,15.6789,15.1874,16.3748,15.8352,15.6115,15.523,339.568,35.4397,0.2965064102564102,0.23382375,0.18381126760563382,0.12905461393596987,0.26940000000000003,0.19102816901408454,0.14192090395480225,0.11270935960591133
KAIT4,17.7754,17.0458,16.54,16.0029,17.3192,16.699,16.4437,16.3233,339.595,35.457,0.2965064102564102,0.233695,0.18381126760563382,0.12898870056497175,0.2686,0.19102816901408454,0.1410508474576271,0.11270935960591133
KAIT4,17.8218,17.1841,16.7391,16.2538,17.4149,16.8955,16.6822,16.5901,339.581,35.4546,0.2975064102564102,0.23382375,0.18481126760563382,0.12905461393596987,0.26940000000000003,0.19202816901408454,0.14192090395480225,0.11270935960591133
KAIT4,17.9206,17.2565,16.7941,16.3076,17.5089,16.9508,16.7397,16.6461,339.574,35.4892,0.30398397435897434,0.2389525,0.18881126760563383,0.13205461393596987,0.2752,0.19602816901408454,0.14492090395480225,0.11500985221674877
KAIT4,17.2357,16.5179,16.0199,15.5173,16.7797,16.1792,15.9523,15.8663,334.319,35.5532,0.4118044871794872,0.32439875,0.25552957746478877,0.17938418079096044,0.3734,0.2653239436619719,0.19627118644067798,0.15611330049261082
KAIT4,17.8693,17.0723,16.5216,15.9811,17.3799,16.686,16.4354,16.3279,334.329,35.5384,0.4088044871794872,0.32227,0.25387323943661977,0.17838418079096044,0.3706,0.26418309859154937,0.19527118644067798,0.1548128078817734
KAIT4,16.5885,15.8525,15.3425,14.8393,16.1267,15.501,15.2706,15.1623,227.287,-11.3474,0.3783717948717949,0.297755,0.23518591549295775,0.1652523540489642,0.3434,0.2444647887323944,0.18053107344632768,0.14321182266009852
KAIT4,16.4918,15.7922,15.3063,14.7618,16.0498,15.4496,15.1907,15.0938,21.3246,-18.191,0.08534294871794872,0.06706000000000001,0.05337464788732395,0.037263653483992465,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
KAIT4,18.3739,17.668,17.1778,16.6515,17.9291,17.3484,17.0953,17.0345,255.034,23.1062,0.259073717948718,0.2039225,0.16112394366197186,0.11292278719397364,0.2348,0.1673098591549296,0.12418079096045198,0.09810837438423645
KAIT4,16.7642,16.0309,15.5227,15.0218,16.3068,15.6869,15.4669,15.381,10.4575,33.0001,0.28102884615384616,0.2214375,0.17446760563380284,0.12292278719397363,0.255,0.18116901408450706,0.134180790960452,0.10640886699507389
KAIT4,17.7497,17.0401,16.5476,16.0456,17.3063,16.7015,16.4624,16.3758,232.496,13.0354,0.13377564102564105,0.10508999999999999,0.08306197183098592,0.05846139359698682,0.1212,0.0861549295774648,0.06409039548022599,0.05070443349753695
KAIT4,18.0845,17.464,17.0304,16.5573,17.6839,17.18,16.983,16.8961,232.519,13.0161,0.13477564102564105,0.10608999999999999,0.0834056338028169,0.05846139359698682,0.1222,0.08701408450704226,0.06409039548022599,0.05070443349753695
KAIT4,18.3141,17.6572,17.1996,16.7177,17.8855,17.3536,17.1526,17.0673,232.532,13.0252,0.13477564102564105,0.10608999999999999,0.0834056338028169,0.05846139359698682,0.1222,0.08701408450704226,0.06409039548022599,0.05070443349753695
