survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -30 10.8531 10.5584 10.49 10.8619 10.557 10.4899
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -30 5.2056 4.5089 4.3268 5.2279 4.5056 4.3265
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -30 5.7959 4.7138 4.3265 5.8214 4.7081 4.3259
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -30 4.5685 3.9415 3.786 4.5874 3.9386 3.7858
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -30 2.7919 1.534 1.0559 2.8267 1.5266 1.0552
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -30 10.1685 9.9673 9.9403 10.1762 9.9666 9.9403
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -30 7.8403 7.4031 7.2603 7.8521 7.4006 7.2601
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -30 5.0797 5.4389 5.7359 5.0737 5.4424 5.7364
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -30 8.308 7.7994 7.6427 8.3227 7.7968 7.6425
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -30 3.0971 3.3799 3.6119 3.0933 3.383 3.6124
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -30 4.993 4.3833 4.213 5.0109 4.3802 4.2128
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -30 5.3931 4.7047 4.5114 5.4147 4.7012 4.5111
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -30 11.4979 11.0609 10.9265 11.5119 11.0586 10.9264
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -30 9.3403 8.8581 8.6733 9.3538 8.8551 8.6731
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -30 8.6931 8.3195 8.2173 8.7052 8.3177 8.2172
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -30 10.4069 10.0988 10.0335 10.4161 10.0975 10.0335
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -30 7.6921 6.8696 6.5554 7.715 6.8646 6.5549
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -30 8.3081 7.7955 7.5995 8.3218 7.7923 7.5993
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -30 6.0552 6.3109 6.5426 6.0532 6.3141 6.5431
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -30 6.4505 5.935 5.8198 6.4675 5.9328 5.8196
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -30 9.9435 9.7113 9.6772 9.952 9.7104 9.6772
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -30 4.5836 4.1955 4.1285 4.5964 4.1939 4.1284
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -30 10.6408 10.3068 10.2027 10.6503 10.3049 10.2026
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -30 10.1765 9.7875 9.6973 10.1883 9.7858 9.6972
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -30 5.388 5.6035 5.8673 5.387 5.607 5.8679
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -30 6.6257 6.2573 6.1863 6.6377 6.2558 6.1862
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -30 8.0884 7.4556 7.2136 8.106 7.4517 7.2132
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -30 12.8216 11.2866 10.4101 12.8561 11.278 10.4088
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -30 7.5961 6.2221 5.7046 7.6335 6.2141 5.7037
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -30 5.6846 4.1962 3.2212 5.7228 4.1843 3.2197
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -30 3.2072 2.625 2.4899 3.2263 2.6223 2.4897
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -30 3.6504 2.8501 2.6124 3.6753 2.8461 2.612
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -30 6.1179 6.3424 6.5555 6.116 6.3452 6.5559
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -30 8.4742 8.0787 7.9701 8.4864 8.0767 7.9699
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -30 8.9037 8.3897 8.2184 8.9185 8.3868 8.2182
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -30 5.741 4.8739 4.6155 5.7681 4.8695 4.6151
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -30 4.4861 4.6066 4.7812 4.486 4.6088 4.7816
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -30 8.1276 7.2343 6.9389 8.155 7.2294 6.9384
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -30 9.4368 7.6439 6.8813 9.4793 7.6323 6.8801
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -30 7.5884 7.2888 7.2232 7.5987 7.2874 7.2231
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -30 5.9702 5.6356 5.5484 5.9813 5.634 5.5483
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -30 7.6591 6.9969 6.8104 7.6777 6.9936 6.8101
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -30 2.5875 3.058 3.4261 2.5795 3.0627 3.4268
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -30 7.2487 7.4577 7.6949 7.2468 7.4608 7.6954
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -30 4.0831 2.7879 2.3729 4.1202 2.7811 2.3722
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -30 4.328 4.707 5.0325 4.3222 4.7111 5.0332
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -30 11.5337 11.1872 11.0921 11.5446 11.1856 11.092
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -30 5.2057 5.1754 5.2625 5.2102 5.1764 5.2627
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -30 9.3051 8.6591 8.436 9.3238 8.6554 8.4356
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -30 8.9088 8.1367 7.8359 8.9316 8.1319 7.8355
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -30 4.4296 3.9506 3.8352 4.4454 3.9483 3.8351
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -30 6.6264 5.3612 4.6055 6.6622 5.3519 4.6043
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -30 5.0174 4.2905 4.0508 5.0402 4.2866 4.0504
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -30 8.7153 7.677 7.3067 8.7437 7.6709 7.3061
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -30 7.4008 6.0012 5.3293 7.4318 5.9928 5.3283
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -30 5.3574 5.1151 5.1297 5.3663 5.1148 5.1298
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -30 5.4518 5.667 5.8508 5.4497 5.6695 5.8512
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -30 5.5755 5.8048 6.045 5.5727 5.8076 6.0455
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -30 6.052 6.3314 6.5962 6.0484 6.3347 6.5968
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -30 3.4906 2.1098 1.3884 3.5275 2.1002 1.3873
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -30 8.8432 8.065 7.7832 8.8657 8.0605 7.7828
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -30 9.0365 8.4718 8.2791 9.0534 8.4686 8.2789
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -30 5.9153 6.2502 6.5472 5.9103 6.2539 6.5478
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -30 8.5779 8.7975 9.0114 8.5759 8.8004 9.0118
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -30 6.6416 5.8813 5.6689 6.662 5.8778 5.6686
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -30 10.1401 9.7352 9.6349 10.1524 9.7333 9.6349
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -30 8.6309 8.9028 9.1584 8.6273 8.9061 9.1589
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -30 5.3146 5.6611 5.9478 5.31 5.665 5.9484
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -30 6.7394 5.4199 4.8652 6.7687 5.4125 4.8643
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -30 5.9425 5.3549 5.1958 5.9603 5.352 5.1955
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -30 5.9622 4.8868 4.4902 5.9933 4.8806 4.4896
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -30 8.811 7.9311 7.6031 8.8357 7.9259 7.6026
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -30 10.5474 10.0932 9.9732 10.5612 10.091 9.9731
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -30 3.6584 4.0694 4.3953 3.6522 4.0736 4.3959
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -30 4.7318 3.4088 2.7146 4.7673 3.3996 2.7135
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -30 5.7954 5.837 5.9609 5.7976 5.8386 5.9612
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -30 10.4547 6.2349 4.8749 10.529 6.2128 4.8729
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -30 6.0971 5.3052 5.0676 6.1219 5.3011 5.0673
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -30 8.2178 8.003 7.9715 8.2253 8.0022 7.9716
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -30 3.1771 2.4647 2.2482 3.1995 2.461 2.2478
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -30 8.6712 9.2011 9.5994 8.6619 9.2063 9.6001
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -30 7.9119 7.9683 8.0994 7.9124 7.9699 8.0997
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -30 9.9798 9.4227 9.2093 9.9936 9.4192 9.209
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -30 6.4209 5.7338 5.5621 6.4411 5.7305 5.5619
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -30 10.861 10.3754 10.2108 10.8734 10.3728 10.2105
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -30 11.9227 11.2073 10.9446 11.9421 11.2031 10.9442
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -30 3.8053 2.6276 2.22 3.8397 2.6211 2.2193
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -30 5.3668 4.6728 4.4648 5.388 4.6691 4.4644
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -30 9.0919 8.7563 8.677 9.1028 8.7548 8.6769
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -30 4.1951 3.5787 3.4271 4.2148 3.5758 3.4269
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -30 6.3575 6.6993 6.988 6.3524 6.7031 6.9886
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -30 7.925 6.9534 6.6387 7.9532 6.9482 6.6382
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -30 8.2256 6.7709 5.7504 8.2595 6.7598 5.7488
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -30 5.6352 4.4804 4.0885 5.6678 4.474 4.0878
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -30 7.3389 7.6153 7.8611 7.3355 7.6186 7.8616
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -30 6.4002 6.4965 6.6353 6.4014 6.4984 6.6356
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 -30 8.2274 7.6536 7.499 8.2452 7.6507 7.4988
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 -30 4.734 3.7535 3.4406 4.7637 3.7484 3.4401
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 -30 11.6116 11.5292 11.5832 11.6168 11.5297 11.5833
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 -30 8.739 7.9924 7.713 8.76 7.9879 7.7126
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 -30 7.185 7.1802 7.2853 7.1892 7.1814 7.2856
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 -30 4.8851 4.66 4.6474 4.8936 4.6594 4.6474
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 -30 5.4217 4.6086 4.3719 5.4472 4.6044 4.3716
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 -30 11.81 11.1775 10.9443 11.8273 11.1738 10.9439
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 -30 7.9815 7.0368 6.674 8.0074 7.0309 6.6734
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 -30 9.4163 8.9725 8.8334 9.4292 8.9701 8.8332
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 -30 6.6408 6.7281 6.8686 6.6422 6.7299 6.869
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 -30 9.8073 9.5306 9.4629 9.8156 9.5293 9.4629
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 -30 6.2151 6.102 6.13 6.2201 6.102 6.1301
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 -30 3.1715 1.8772 1.4762 3.2084 1.8704 1.4755
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 -30 10.2543 9.9316 9.8606 10.2641 9.9301 9.8605
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 -30 3.654 2.6556 2.3208 3.684 2.6501 2.3203
