survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 20 5.5553 5.8974 6.2037 5.5501 5.901 6.2043
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 20 6.7024 6.8461 7.0144 6.7012 6.8484 7.0147
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 20 6.3543 5.1162 4.6771 6.3886 5.1094 4.6764
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 20 4.1889 4.349 4.5468 4.1868 4.3513 4.5472
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 20 4.4502 4.1264 4.0544 4.4616 4.1249 4.0544
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 20 3.7318 4.0481 4.3283 3.727 4.0518 4.3288
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 20 10.5352 10.2361 10.1452 10.5441 10.2343 10.1452
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 20 10.357 10.0545 10.0028 10.3665 10.0532 10.0028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 20 7.5189 6.9205 6.771 7.5368 6.9176 6.7708
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 20 6.3753 5.4165 5.1164 6.4039 5.4118 5.1159
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 20 3.6472 4.0243 4.3356 3.6412 4.028 4.3363
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 20 8.9894 9.1805 9.3867 8.9875 9.1832 9.3871
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 20 10.0792 9.5923 9.439 10.0951 9.5896 9.4388
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 20 11.2815 9.832 8.5672 11.3169 9.8187 8.5656
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 20 9.8979 9.6389 9.5665 9.9054 9.6375 9.5664
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 20 9.2004 8.7961 8.6802 9.2126 8.7941 8.68
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 20 2.7309 1.587 1.1976 2.7632 1.581 1.197
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 20 9.5944 9.4822 9.5193 9.5997 9.4824 9.5195
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 20 6.5821 5.2987 4.7345 6.617 5.2909 4.7336
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 20 5.9959 5.2855 5.0698 6.0183 5.2819 5.0695
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 20 8.343 8.0109 7.9887 8.3548 8.01 7.9887
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 20 10.2711 10.4203 10.5516 10.2704 10.4221 10.5518
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 20 4.4164 4.0588 3.9869 4.428 4.0572 3.9869
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 20 4.8552 4.2668 4.1008 4.8739 4.2639 4.1006
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 20 10.8362 10.5542 10.4893 10.8446 10.5529 10.4893
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 20 5.165 4.499 4.3226 5.1862 4.4958 4.3223
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 20 5.7422 4.6966 4.317 5.7664 4.6911 4.3164
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 20 4.5341 3.9327 3.783 4.5523 3.93 3.7828
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 20 2.7228 1.5135 1.0433 2.7559 1.5064 1.0425
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 20 10.1538 9.9655 9.9404 10.1609 9.9649 9.9404
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 20 7.8177 7.3959 7.2577 7.8291 7.3935 7.2575
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 20 5.0912 5.45 5.7443 5.0851 5.4535 5.7448
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 20 8.2821 7.7915 7.6394 8.2963 7.7889 7.6392
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 20 3.1023 3.389 3.6173 3.0979 3.392 3.6178
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 20 4.9609 4.374 4.2099 4.9782 4.371 4.2097
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 20 5.3543 4.6944 4.507 5.3749 4.6911 4.5068
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 20 11.4735 11.0542 10.9237 11.4871 11.052 10.9235
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 20 9.3158 8.8497 8.6693 9.3288 8.8468 8.669
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 20 8.6717 8.3143 8.2156 8.6835 8.3125 8.2155
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 20 10.3895 10.0949 10.033 10.3983 10.0937 10.033
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 20 7.6506 6.8552 6.5481 7.6728 6.8503 6.5476
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 20 8.283 7.7863 7.5954 8.2964 7.7831 7.5952
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 20 6.0549 6.3203 6.5498 6.0517 6.3234 6.5503
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 20 6.4202 5.9281 5.8174 6.4363 5.926 5.8173
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 20 9.9277 9.7091 9.6773 9.9358 9.7083 9.6773
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 20 4.5605 4.1906 4.1281 4.5728 4.1892 4.1281
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 20 10.6226 10.3015 10.2011 10.6317 10.2997 10.201
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 20 10.1553 9.7825 9.6959 10.1667 9.7808 9.6958
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 20 5.3859 5.6133 5.8751 5.3836 5.6168 5.8756
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 20 6.6038 6.2524 6.1857 6.6152 6.2509 6.1857
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 20 8.0568 7.4442 7.2083 8.0739 7.4404 7.2079
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 20 12.7451 11.2571 10.3883 12.7787 11.2485 10.3871
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 20 7.5215 6.1998 5.6901 7.5571 6.1922 5.6892
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 20 5.6064 4.1685 3.1923 5.6432 4.1571 3.191
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 20 3.172 2.6172 2.4873 3.19 2.6148 2.4871
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 20 3.6038 2.8384 2.6061 3.6273 2.8345 2.6057
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 20 6.1181 6.3508 6.5616 6.1152 6.3536 6.562
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 20 8.4527 8.0729 7.9687 8.4645 8.071 7.9686
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 20 8.8767 8.3812 8.2151 8.891 8.3784 8.2149
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 20 5.6898 4.8611 4.6084 5.7153 4.8569 4.608
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 20 4.4853 4.6133 4.7853 4.4849 4.6154 4.7857
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 20 8.0768 7.2202 6.9311 8.1027 7.2156 6.9307
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 20 9.348 7.6102 6.8629 9.3894 7.5988 6.8617
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 20 7.5693 7.2848 7.223 7.5789 7.2834 7.2229
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 20 5.9504 5.631 5.5472 5.9611 5.6295 5.5471
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 20 7.6247 6.9871 6.8067 7.6426 6.984 6.8064
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 20 2.6015 3.0722 3.4371 2.5931 3.0768 3.4378
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 20 7.2488 7.4664 7.7023 7.2459 7.4694 7.7028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 20 4.0103 2.7688 2.3608 4.0457 2.7624 2.3601
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 20 4.337 4.7191 5.0425 4.3305 4.7231 5.0431
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 20 11.5146 11.1817 11.0909 11.5251 11.1801 11.0908
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 20 5.1953 5.1783 5.2659 5.1988 5.1793 5.2661
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 20 9.2723 8.648 8.4313 9.2904 8.6444 8.431
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 20 8.8682 8.123 7.8288 8.8901 8.1183 7.8283
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 20 4.3997 3.9443 3.8331 4.4146 3.9421 3.8329
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 20 6.5572 5.3387 4.5815 6.5915 5.3298 4.5805
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 20 4.9765 4.2791 4.0448 4.9984 4.2753 4.0445
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 20 8.6622 7.6594 7.2979 8.6895 7.6535 7.2973
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 20 7.3333 5.9761 5.3124 7.3631 5.968 5.3115
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 20 5.3404 5.1136 5.1315 5.3486 5.1133 5.1315
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 20 5.4528 5.6745 5.8559 5.4498 5.677 5.8563
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 20 5.5802 5.8137 6.0528 5.5771 5.8165 6.0533
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 20 6.0564 6.3413 6.604 6.0522 6.3446 6.6045
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 20 3.4155 2.0857 1.3674 3.4507 2.0765 1.3664
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 20 8.8021 8.052 7.7764 8.8237 8.0476 7.7759
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 20 9.0065 8.4626 8.2748 9.0229 8.4595 8.2746
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 20 5.9226 6.2611 6.5563 5.917 6.2648 6.5569
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 20 8.578 8.8061 9.0171 8.5751 8.8089 9.0175
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 20 6.6023 5.8704 5.6635 6.6214 5.8671 5.6632
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 20 10.1183 9.7293 9.6339 10.1302 9.7275 9.6338
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 20 8.6346 8.9125 9.1656 8.6301 8.9157 9.1661
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 20 5.3207 5.6726 5.9561 5.3152 5.6764 5.9566
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 20 6.6756 5.3973 4.8515 6.7036 5.3901 4.8507
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 20 5.9104 5.3462 5.1925 5.9275 5.3434 5.1923
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 20 5.9034 4.8693 4.4798 5.933 4.8633 4.4792
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 20 8.7657 7.9159 7.5954 8.7895 7.9108 7.5949
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 20 10.5236 10.0865 9.9712 10.5371 10.0843 9.9711
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 20 3.6682 4.0823 4.4047 3.6614 4.0864 4.4053
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 20 4.6609 3.3857 2.6944 4.6947 3.3769 2.6934
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 20 5.7875 5.8412 5.9654 5.7884 5.8427 5.9657
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 20 10.2587 6.1837 4.8262 10.3328 6.1628 4.8244
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 20 6.0514 5.2932 5.0616 6.0749 5.2893 5.0613
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 20 8.2031 8.0007 7.9718 8.21 8.0 7.9718
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 20 3.136 2.4538 2.2432 3.1574 2.4502 2.2429
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 20 8.6874 9.2166 9.6115 8.6778 9.2217 9.6123
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 20 7.9104 7.9734 8.1038 7.9109 7.975 8.1041
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 20 9.9536 9.4126 9.2048 9.967 9.4092 9.2045
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 20 6.3836 5.7241 5.5589 6.4029 5.721 5.5587
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 20 10.8372 10.3673 10.2075 10.8493 10.3647 10.2073
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 20 11.8858 11.1951 10.9387 11.9044 11.191 10.9383
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 20 3.7384 2.6093 2.2088 3.7708 2.6031 2.2081
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 20 5.3268 4.6622 4.4597 5.3469 4.6587 4.4593
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 20 9.0723 8.7519 8.676 9.0828 8.7504 8.6759
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 20 4.1583 3.5702 3.4242 4.1769 3.5675 3.424
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 20 6.3644 6.7105 6.9969 6.3586 6.7142 6.9975
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 20 7.8706 6.9385 6.6303 7.8971 6.9336 6.6298
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 20 8.1531 6.7408 5.7231 8.1864 6.7299 5.7217
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 20 5.5713 4.4624 4.0779 5.6021 4.4564 4.0773
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 20 7.3416 7.6248 7.8687 7.3371 7.628 7.8693
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 20 6.3945 6.5021 6.6399 6.3945 6.5039 6.6402
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 20 8.1959 7.6451 7.4961 8.213 7.6423 7.4959
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 20 4.678 3.7386 3.4323 4.706 3.7336 3.4319
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 20 11.6011 11.5305 11.5853 11.6056 11.531 11.5854
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 20 8.7003 7.9793 7.7068 8.7206 7.9749 7.7064
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 20 7.1743 7.1838 7.2889 7.1774 7.185 7.2891
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 20 4.8685 4.6582 4.6481 4.8763 4.6577 4.6482
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 20 5.3749 4.5966 4.3657 5.3991 4.5927 4.3654
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 20 11.7786 11.1669 10.9387 11.7954 11.1634 10.9384
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 20 7.9337 7.0199 6.6657 7.9587 7.0142 6.6652
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 20 9.3928 8.9653 8.8311 9.4052 8.963 8.831
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 20 6.635 6.7329 6.8738 6.6353 6.7347 6.8741
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 20 9.7914 9.5266 9.4624 9.7994 9.5254 9.4623
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 20 6.2036 6.1022 6.1316 6.2078 6.1022 6.1317
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 20 3.0996 1.8583 1.4651 3.1346 1.8519 1.4645
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 20 10.2359 9.9273 9.8601 10.2452 9.9258 9.8601
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 20 3.5975 2.6399 2.312 3.6258 2.6347 2.3115
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 20 4.5965 3.0552 1.3374 4.6308 3.0376 1.3355
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 20 6.764 6.1313 5.9334 6.7832 6.1279 5.9331
