survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -10 10.5179 8.9175 8.2063 7.9473 9.2989 8.6446 8.5396 8.5356 8.5406 7.1286 7.1069
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -10 6.579 5.6082 5.832 6.0485 5.7128 5.8191 5.7141 5.7101 5.7151 5.6509 5.6384
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -10 13.2813 12.3649 12.0415 11.9748 12.6009 12.2915 12.1865 12.1825 12.1875 11.2355 11.194
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -10 6.4791 5.3887 5.0527 4.9915 5.6502 5.2983 5.1933 5.1893 5.1943 4.4184 4.4043
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -10 6.1689 5.563 5.8584 6.1494 5.6445 5.8006 5.6956 5.6916 5.6966 5.8881 5.8846
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -10 7.8364 6.7291 6.8277 6.982 6.8639 6.8665 6.7615 6.7575 6.7625 6.4587 6.4468
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -10 9.7725 6.4882 5.2069 4.7406 7.1148 5.9041 5.7991 5.7951 5.8001 3.5694 3.5359
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -10 4.2202 4.2026 4.3268 4.5082 4.2932 4.363 4.258 4.254 4.259 4.1584 4.1454
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -10 5.7111 4.5205 4.1506 4.0567 4.7997 4.4096 4.3046 4.3006 4.3056 3.3913 3.3719
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -10 4.6161 3.7463 4.0126 4.2752 3.8455 3.964 3.859 3.855 3.86 3.9564 3.9503
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -10 11.5086 10.5935 10.2627 10.1497 10.8343 10.5186 10.4136 10.4096 10.4146 9.5745 9.5682
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -10 11.3352 10.4173 10.0779 10.0001 10.665 10.3311 10.2261 10.2221 10.2271 9.533 9.5352
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -10 9.2949 7.6096 6.9635 6.7838 7.975 7.3675 7.2625 7.2585 7.2635 6.0607 6.0405
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -10 9.4201 6.4996 5.4823 5.1619 7.025 6.0498 5.9448 5.9408 5.9458 4.1276 4.0967
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -10 3.5688 3.6462 3.9844 4.277 3.6957 3.9079 3.8029 3.7989 3.8039 4.1237 4.12
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -10 10.1406 9.0145 9.1562 9.3481 9.1451 9.1644 9.0594 9.0554 9.0604 8.9069 8.9008
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -10 11.4617 10.158 9.6307 9.456 10.4853 9.9637 9.8587 9.8547 9.8597 8.6861 8.6655
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -10 14.2281 11.4086 10.0126 8.7487 12.0508 10.8153 10.7103 10.7063 10.7113 7.3068 7.282
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -10 10.815 9.952 9.6634 9.5689 10.1767 9.9017 9.7967 9.7927 9.7977 8.9708 8.9573
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -10 10.2674 9.267 8.8276 8.6925 9.5443 9.1291 9.0241 9.0201 9.0251 7.9826 7.963
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -10 6.1212 2.8636 1.668 1.2558 3.4514 2.3277 2.2227 2.2187 2.2237 0.2102 0.185
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -10 10.8503 9.6472 9.4873 9.5045 9.8584 9.6454 9.5404 9.5364 9.5414 8.9126 8.8947
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -10 10.2603 6.7196 5.4022 4.8186 7.3525 6.1296 6.0246 6.0206 6.0256 3.6278 3.5967
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -10 8.1855 6.1004 5.3373 5.097 6.5311 5.7807 5.6757 5.6717 5.6767 4.2196 4.1941
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -10 9.6976 8.4162 8.0302 7.982 8.7052 8.2926 8.1876 8.1836 8.1886 7.4121 7.3986
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -10 11.4931 10.3014 10.4042 10.5275 10.4473 10.4311 10.3261 10.3221 10.3271 10.169 10.1843
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -10 5.6841 4.4876 4.0859 3.9875 4.7699 4.3679 4.2629 4.2589 4.2639 3.3527 3.3356
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -10 6.6672 4.9481 4.3107 4.1177 5.3265 4.6968 4.5918 4.5878 4.5928 3.362 3.3416
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -10 11.7945 10.8931 10.5774 10.4905 11.1291 10.8249 10.7199 10.7159 10.7209 9.972 9.9715
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -10 7.1839 5.2655 4.5454 4.3423 5.6796 4.965 4.86 4.856 4.861 3.5668 3.5468
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -10 8.3236 5.8572 4.7738 4.37 6.3055 5.4379 5.3329 5.3289 5.3339 3.3682 3.3423
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -10 6.3207 4.6253 3.9748 3.797 4.9934 4.3791 4.2741 4.2701 4.2751 3.0925 3.0751
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -10 6.1891 2.8564 1.6076 1.11 3.457 2.3011 2.1961 2.1921 2.1971 0.0153 -0.0119
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -10 11.0889 10.2072 9.9796 9.9377 10.4281 10.1715 10.0665 10.0625 10.0675 9.4683 9.4699
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -10 9.1179 7.8836 7.4314 7.2704 8.1609 7.7463 7.6413 7.6373 7.6423 6.5676 6.5528
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -10 4.9406 5.0899 5.4122 5.6919 5.1337 5.3576 5.2526 5.2486 5.2536 5.4322 5.4227
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -10 9.5028 8.3568 7.8306 7.6564 8.6645 8.176 8.071 8.067 8.072 6.9729 6.9585
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -10 4.0357 3.1133 3.3599 3.5791 3.2059 3.3295 3.2245 3.2205 3.2255 3.1233 3.1138
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -10 6.6342 5.0488 4.4186 4.2248 5.4042 4.8189 4.7139 4.7099 4.7149 3.4802 3.4604
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -10 7.3299 5.4527 4.7428 4.5274 5.8568 5.1648 5.0598 5.0558 5.0608 3.7477 3.7278
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -10 12.6338 11.5467 11.0879 10.937 11.8459 11.3927 11.2877 11.2837 11.2887 10.277 10.2681
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -10 10.6416 9.3878 8.8913 8.69 9.6846 9.2269 9.1219 9.1179 9.1229 7.9083 7.8887
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -10 9.8329 8.7403 8.3426 8.2221 9.0183 8.6203 8.5153 8.5113 8.5163 7.4303 7.3983
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -10 11.3683 10.4465 10.1172 10.0342 10.6859 10.3694 10.2644 10.2604 10.2654 9.434 9.4198
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -10 9.5347 7.7495 6.9223 6.5883 8.1769 7.4081 7.3031 7.2991 7.3041 5.7204 5.7039
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -10 9.4172 8.3531 7.8307 7.6176 8.6492 8.1812 8.0762 8.0722 8.0772 6.8462 6.8263
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -10 7.1222 6.0798 6.2913 6.5042 6.2039 6.261 6.156 6.152 6.157 6.0913 6.0813
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -10 8.1103 6.5063 5.9624 5.8265 6.8497 6.3073 6.2023 6.1983 6.2033 5.1069 5.0865
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -10 10.8488 9.9839 9.7251 9.6748 10.215 9.9311 9.8261 9.8221 9.8271 9.0315 9.0092
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -10 5.8405 4.6337 4.2168 4.127 4.9236 4.5015 4.3965 4.3925 4.3975 3.509 3.4919
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -10 11.5931 10.6815 10.3299 10.2075 10.9269 10.5953 10.4903 10.4863 10.4913 9.5324 9.5131
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -10 11.2163 10.2222 9.8099 9.7016 10.4952 10.0972 9.9922 9.9882 9.9932 9.0235 9.0046
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -10 6.5749 5.4157 5.5822 5.8256 5.5491 5.5759 5.4709 5.4669 5.4719 5.4307 5.4222
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -10 7.9091 6.6743 6.2784 6.1857 6.9559 6.556 6.451 6.447 6.452 5.5553 5.5372
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -10 9.4652 8.1392 7.4968 7.2373 8.4876 7.8979 7.7929 7.7889 7.7939 6.3893 6.3674
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -10 15.5437 12.8691 11.3786 10.5204 13.4592 12.2357 12.1307 12.1267 12.1317 9.2335 9.2048
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -10 11.094 7.6576 6.3007 5.7668 8.3073 7.0429 6.9379 6.9339 6.9389 4.5248 4.4909
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -10 9.3878 5.7466 4.325 3.3365 6.4333 5.1167 5.0117 5.0077 5.0127 1.9603 1.9314
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -10 5.0717 3.2671 2.656 2.4966 3.641 3.0223 2.9173 2.9133 2.9183 1.7736 1.7544
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -10 5.9992 3.7126 2.8927 2.6374 4.1582 3.3691 3.2641 3.2601 3.2651 1.7363 1.7104
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -10 7.1957 6.1401 6.3251 6.5207 6.2617 6.315 6.21 6.206 6.211 6.0445 6.0329
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -10 9.6055 8.521 8.1031 7.976 8.7998 8.3949 8.2899 8.2859 8.2909 7.2806 7.2629
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -10 10.2262 8.9535 8.4227 8.2315 9.2684 8.7682 8.6632 8.6592 8.6642 7.5411 7.5283
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -10 8.3282 5.805 4.9195 4.6431 6.2834 5.4215 5.3165 5.3125 5.3175 3.706 3.6788
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -10 5.1308 4.5078 4.5936 4.7566 4.6315 4.6342 4.5292 4.5252 4.5302 4.2668 4.2561
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -10 10.6473 8.192 7.2839 6.9709 8.6753 7.7994 7.6944 7.6904 7.6954 6.0077 5.9808
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -10 13.1792 9.4849 7.7619 6.97 10.2748 8.701 8.596 8.592 8.597 5.5672 5.5374
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -10 8.7397 7.6339 7.3081 7.2214 7.8916 7.5516 7.4466 7.4426 7.4476 6.596 6.5774
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -10 7.0276 6.0151 5.6563 5.552 6.2786 5.9139 5.8089 5.8049 5.8099 4.8899 4.8718
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -10 9.3436 7.7156 7.0337 6.8252 8.0791 7.4647 7.3597 7.3557 7.3607 6.0847 6.0678
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -10 2.5888 2.5933 3.0232 3.3706 2.6264 2.9054 2.8004 2.7964 2.8014 3.2238 3.2172
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -10 8.1925 7.2699 7.439 7.6555 7.3896 7.438 7.333 7.329 7.334 7.2761 7.2686
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -10 7.4171 4.1454 2.8542 2.4215 4.7904 3.5471 3.4421 3.4381 3.4431 1.2882 1.2555
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -10 4.6705 4.3399 4.6777 4.9818 4.405 4.601 4.496 4.492 4.497 4.7873 4.7826
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -10 12.536 11.5784 11.2096 11.0974 11.8389 11.4772 11.3722 11.3682 11.3732 10.5293 10.5229
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -10 6.3444 5.2435 5.1744 5.2427 5.4341 5.2842 5.1792 5.1752 5.1802 4.6988 4.6817
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -10 10.8228 9.3587 8.699 8.4568 9.723 9.1052 9.0002 8.9962 9.0012 7.6639 7.6446
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -10 10.8328 8.9692 8.1869 7.8676 9.3937 8.6475 8.5425 8.5385 8.5435 6.9759 6.9553
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -10 6.0907 4.4847 3.978 3.8401 4.815 4.2989 4.1939 4.1899 4.1949 3.1083 3.0878
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -10 10.0501 6.6894 5.4584 4.7035 7.3315 6.1251 6.0201 6.0161 6.0211 3.3697 3.3357
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -10 7.0349 5.0778 4.3327 4.0748 5.4998 4.7685 4.6635 4.6595 4.6645 3.1877 3.1622
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -10 11.1942 8.7765 7.7395 7.346 9.2904 8.3253 8.2203 8.2163 8.2213 6.4204 6.4011
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -10 10.1419 7.4552 6.0882 5.4079 7.9927 6.8966 6.7916 6.7876 6.7926 4.2924 4.267
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -10 6.4934 5.4022 5.1259 5.1179 5.6435 5.343 5.238 5.234 5.239 4.605 4.5931
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -10 6.4799 5.4729 5.6524 5.8207 5.5897 5.6499 5.5449 5.5409 5.5459 5.3161 5.3048
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -10 5.6179 5.5917 5.7853 6.0058 5.6746 5.7788 5.6738 5.6698 5.6748 5.6903 5.6813
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -10 6.7492 6.0686 6.3089 6.5543 6.1635 6.2775 6.1725 6.1685 6.1735 6.2169 6.2085
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -10 7.1221 3.5536 2.2079 1.4739 4.1978 2.9564 2.8514 2.8474 2.8524 0.2277 0.199
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -10 10.8056 8.9026 8.1126 7.8121 9.3227 8.5835 8.4785 8.4745 8.4795 6.8939 6.8703
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -10 10.53 9.0894 8.5073 8.2968 9.4321 8.8745 8.7695 8.7655 8.7705 7.4644 7.4402
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -10 6.3577 5.9289 6.224 6.5006 6.0044 6.1686 6.0636 6.0596 6.0646 6.2462 6.2407
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -10 9.7356 8.6005 8.7798 8.9781 8.7232 8.7722 8.6672 8.6632 8.6682 8.4938 8.4819
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -10 8.7423 6.7023 5.9209 5.6905 7.0812 6.4186 6.3136 6.3096 6.3146 4.8363 4.8152
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -10 11.1751 10.1863 9.7596 9.6389 10.4643 10.0551 9.9501 9.9461 9.9511 9.051 9.0423
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -10 9.5473 8.6485 8.8814 9.1183 8.7487 8.8548 8.7498 8.7458 8.7508 8.7506 8.7447
