survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -5 9.2392 8.6688 8.4755 8.3882 9.2186 8.6688 8.4755 8.3882
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -5 8.7557 6.6319 4.0897 2.2795 8.7035 6.6319 4.0897 2.2795
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -5 5.5216 4.2959 3.8602 3.603 5.4808 4.2959 3.8602 3.603
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -5 6.8491 6.0551 5.8151 5.6874 6.8201 6.0551 5.8151 5.6874
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -5 8.3647 7.7406 7.5089 7.3896 8.3431 7.7406 7.5089 7.3896
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -5 3.5364 3.9332 4.2497 4.503 3.5431 3.9332 4.2497 4.503
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -5 6.7912 5.7492 5.438 5.2439 6.7545 5.7492 5.438 5.2439
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -5 5.8172 5.3773 5.2994 5.2986 5.7992 5.3773 5.2994 5.2986
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -5 5.378 5.3475 5.4441 5.5458 5.3718 5.3475 5.4441 5.5458
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -5 8.9214 8.2121 7.9696 7.8549 8.8968 8.2121 7.9696 7.8549
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -5 5.5898 5.8338 6.0443 6.2036 5.5923 5.8338 6.0443 6.2036
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -5 12.3581 12.0439 11.987 12.0235 12.3468 12.0439 11.987 12.0235
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -5 5.3808 5.0563 5.0027 5.0254 5.3671 5.0563 5.0027 5.0254
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -5 5.5467 5.858 6.1417 6.343 5.551 5.858 6.1417 6.343
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -5 6.7145 6.8305 6.9819 7.0584 6.7138 6.8305 6.9819 7.0584
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -5 6.5234 5.2195 4.773 4.497 6.4795 5.2195 4.773 4.497
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -5 4.1888 4.3272 4.5076 4.675 4.1907 4.3272 4.5076 4.675
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -5 4.513 4.155 4.0703 4.0581 4.4978 4.155 4.0703 4.0581
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -5 3.7303 4.0143 4.2687 4.4617 3.733 4.0143 4.2687 4.4617
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -5 10.5861 10.2674 10.164 10.1555 10.5744 10.2674 10.164 10.1555
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -5 10.4101 10.0813 10.012 10.0312 10.3978 10.0813 10.012 10.0312
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -5 7.6105 6.9681 6.801 6.7512 7.5874 6.9681 6.801 6.7512
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -5 6.5191 5.4914 5.1868 4.9849 6.4823 5.4914 5.1868 4.9849
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -5 3.6293 3.9851 4.2686 4.5277 3.6359 3.9851 4.2686 4.5277
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -5 8.9997 9.1587 9.3458 9.4495 8.9994 9.1587 9.3458 9.4495
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -5 10.1548 9.6357 9.4742 9.3941 10.1359 9.6357 9.4742 9.3941
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -5 11.4748 10.0107 8.836 8.215 11.4253 10.0107 8.836 8.215
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -5 9.9435 9.6676 9.582 9.5784 9.9333 9.6676 9.582 9.5784
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -5 9.2618 8.8315 8.709 8.6531 9.247 8.8315 8.709 8.6531
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -5 2.8926 1.678 1.2858 1.0358 2.8509 1.678 1.2858 1.0358
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -5 9.6361 9.4911 9.5117 9.5562 9.6272 9.4911 9.5117 9.5562
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -5 6.761 5.4157 4.8583 4.5298 6.7147 5.4157 4.8583 4.5298
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -5 6.105 5.3437 5.1179 4.9997 6.0771 5.3437 5.1179 4.9997
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -5 8.4093 8.0333 7.9923 8.0187 8.3932 8.0333 7.9923 8.0187
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -5 10.2871 10.4075 10.5299 10.5888 10.2852 10.4075 10.5299 10.5888
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -5 4.4809 4.0901 4.0004 4.0014 4.4653 4.0901 4.0004 4.0014
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -5 4.9482 4.3161 4.1359 4.066 4.9247 4.3161 4.1359 4.066
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -5 10.8858 10.581 10.5041 10.5057 10.8745 10.581 10.5041 10.5057
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -5 5.2683 4.5508 4.3609 4.2734 5.2419 4.5508 4.3609 4.2734
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -5 5.8812 4.7789 4.4021 4.1883 5.8469 4.7789 4.4021 4.1883
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -5 4.6263 3.9793 3.8144 3.7598 4.603 3.9793 3.8144 3.7598
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -5 2.8904 1.6194 1.1448 0.8701 2.8472 1.6194 1.1448 0.8701
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -5 10.1981 9.9831 9.9488 9.9643 10.1883 9.9831 9.9488 9.9643
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -5 7.8805 7.4361 7.2876 7.2276 7.8656 7.4361 7.2876 7.2276
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -5 5.0723 5.4115 5.686 5.9094 5.0791 5.4115 5.686 5.9094
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -5 8.3535 7.8351 7.6748 7.6039 8.3359 7.8351 7.6748 7.6039
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -5 3.0973 3.362 3.5751 3.6757 3.1007 3.362 3.5751 3.6757
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -5 5.0487 4.4236 4.2429 4.1818 5.0266 4.4236 4.2429 4.1818
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -5 5.455 4.748 4.5468 4.4571 5.4293 4.748 4.5468 4.4571
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -5 11.5422 11.0921 10.9535 10.8903 11.5252 11.0921 10.9535 10.8903
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -5 9.3843 8.8973 8.71 8.6142 9.3676 8.8973 8.71 8.6142
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -5 8.7339 8.347 8.2372 8.2058 8.7188 8.347 8.2372 8.2058
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -5 10.4398 10.1212 10.0467 10.0502 10.4283 10.1212 10.0467 10.0502
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -5 7.757 6.9303 6.6153 6.4378 7.7297 6.9303 6.6153 6.4378
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -5 8.351 7.8362 7.6379 7.5463 8.3345 7.8362 7.6379 7.5463
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -5 6.0638 6.2947 6.5001 6.659 6.064 6.2947 6.5001 6.659
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -5 6.5035 5.9664 5.8418 5.8008 6.4826 5.9664 5.8418 5.8008
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -5 9.975 9.7282 9.6863 9.6947 9.9642 9.7282 9.6863 9.6947
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -5 4.6273 4.2206 4.1396 4.1451 4.6111 4.2206 4.1396 4.1451
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -5 10.6753 10.3345 10.2226 10.2017 10.6631 10.3345 10.2226 10.2017
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -5 10.2163 9.8139 9.7157 9.6891 10.2016 9.8139 9.7157 9.6891
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -5 5.3989 5.5839 5.8199 5.9826 5.3981 5.5839 5.8199 5.9826
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -5 6.6678 6.2823 6.1985 6.2042 6.6523 6.2823 6.1985 6.2042
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -5 8.1407 7.5028 7.2604 7.1325 8.1196 7.5028 7.2604 7.1325
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -5 12.9329 11.3668 10.5885 10.1275 12.8855 11.3668 10.5885 10.1275
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -5 7.6989 6.315 5.8038 5.4714 7.6527 6.315 5.8038 5.4714
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -5 5.8063 4.3391 3.4007 2.8953 5.7539 4.3391 3.4007 2.8953
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -5 3.265 2.6615 2.5126 2.4642 3.2419 2.6615 2.5126 2.4642
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -5 3.721 2.8991 2.6593 2.5225 3.6911 2.8991 2.6593 2.5225
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -5 6.1252 6.3281 6.5179 6.6413 6.1257 6.3281 6.5179 6.6413
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -5 8.5152 8.1075 7.9915 7.9692 8.5 8.1075 7.9915 7.9692
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -5 8.9509 8.4277 8.2504 8.1807 8.9327 8.4277 8.2504 8.1807
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -5 5.8156 4.9268 4.6656 4.5134 5.7835 4.9268 4.6656 4.5134
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -5 4.495 4.5955 4.7561 4.8286 4.4945 4.5955 4.7561 4.8286
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -5 8.2027 7.2919 6.9958 6.8191 8.1703 7.2919 6.9958 6.8191
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -5 9.5561 7.7832 7.0219 6.549 9.5006 7.7832 7.0219 6.549
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -5 7.6263 7.3128 7.2338 7.2476 7.6129 7.3128 7.2338 7.2476
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -5 6.0082 5.6607 5.5664 5.543 5.9944 5.6607 5.5664 5.543
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -5 7.7189 7.0387 6.845 6.7633 7.6952 7.0387 6.845 6.7633
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -5 2.5756 3.0238 3.3597 3.6452 2.5842 3.0238 3.3597 3.6452
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -5 7.2558 7.4411 7.6511 7.8131 7.2563 7.4411 7.6511 7.8131
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -5 4.1819 2.8675 2.4512 2.1893 4.137 2.8675 2.4512 2.1893
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -5 4.3232 4.6786 4.9728 5.2239 4.3289 4.6786 4.9728 5.2239
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -5 11.5709 11.2128 11.112 11.0882 11.5575 11.2128 11.112 11.0882
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -5 5.2303 5.1779 5.2467 5.3312 5.2234 5.1779 5.2467 5.3312
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -5 9.3593 8.7044 8.4786 8.3684 9.3372 8.7044 8.4786 8.3684
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -5 8.9739 8.1948 7.8942 7.7209 8.9467 8.1948 7.8942 7.7209
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -5 4.4807 3.9835 3.8552 3.8102 4.461 3.9835 3.8552 3.8102
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -5 6.7302 5.4696 4.7554 4.3152 6.6843 5.4696 4.7554 4.3152
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -5 5.0817 4.3391 4.0972 3.9642 5.0546 4.3391 4.0972 3.9642
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -5 8.7934 7.7481 7.3756 7.1666 8.7594 7.7481 7.3756 7.1666
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -5 7.5026 6.0882 5.4583 5.1227 7.4604 6.0882 5.4583 5.1227
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -5 5.3924 5.1286 5.1259 5.1835 5.3805 5.1286 5.1259 5.1835
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -5 5.4579 5.6556 5.8198 5.9124 5.4589 5.6556 5.8198 5.9124
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -5 5.5763 5.7863 6.0019 6.1898 5.5794 5.7863 6.0019 6.1898
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -5 6.0529 6.3105 6.5487 6.7306 6.056 6.3105 6.5487 6.7306
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -5 3.6019 2.2212 1.5231 1.1337 3.5537 2.2212 1.5231 1.1337
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -5 8.9091 8.1199 7.8375 7.6784 8.8817 8.1199 7.8375 7.6784
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -5 9.0879 8.5132 8.317 8.2194 9.0675 8.5132 8.317 8.2194
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -5 5.9128 6.2252 6.4932 6.7119 5.9174 6.2252 6.4932 6.7119
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -5 8.5855 8.7821 8.9756 9.0835 8.586 8.7821 8.9756 9.0835
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -5 6.7085 5.9251 5.7119 5.5824 6.6821 5.9251 5.7119 5.5824
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -5 10.1809 9.7634 9.6534 9.6343 10.1657 9.7634 9.6534 9.6343
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -5 8.6331 8.8831 9.1132 9.2706 8.6357 8.8831 9.1132 9.2706
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -5 5.3135 5.6369 5.8977 6.0877 5.3176 5.6369 5.8977 6.0877
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -5 6.8364 5.4987 4.9726 4.6808 6.7964 5.4987 4.9726 4.6808
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -5 5.9984 5.3929 5.2255 5.1603 5.9762 5.3929 5.2255 5.1603
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -5 6.0475 4.96 4.5669 4.3222 6.0101 4.96 4.5669 4.3222
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -5 8.8808 7.994 7.6648 7.4794 8.8512 7.994 7.6648 7.4794
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -5 10.5897 10.1244 9.9961 9.9604 10.5734 10.1244 9.9961 9.9604
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -5 3.6531 4.0396 4.3379 4.5677 3.6591 4.0396 4.3379 4.5677
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -5 4.8401 3.516 2.8446 2.4714 4.7934 3.516 2.8446 2.4714
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -5 5.8153 5.8356 5.9375 6.0486 5.8107 5.8356 5.9375 6.0486
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -5 10.8445 6.5524 5.1438 4.2915 10.6562 6.5524 5.1438 4.2915
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -5 6.1656 5.3552 5.1122 4.9859 6.1364 5.3552 5.1122 4.9859
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -5 8.2482 8.0209 7.9788 7.9938 8.2382 8.0209 7.9788 7.9938
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -5 3.2412 2.5122 2.2869 2.1834 3.2145 2.5122 2.2869 2.1834
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -5 8.6558 9.1636 9.5268 9.8531 8.6659 9.1636 9.5268 9.8531
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -5 7.9207 7.9625 8.0783 8.2018 7.9198 7.9625 8.0783 8.2018
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -5 10.0251 9.4671 9.2498 9.1412 10.0077 9.4671 9.2498 9.1412
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -5 6.4828 5.7749 5.5921 5.5303 6.4579 5.7749 5.5921 5.5303
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -5 10.9018 10.4122 10.2424 10.1669 10.8863 10.4122 10.2424 10.1669
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -5 11.9855 11.2582 10.9948 10.8495 11.9606 11.2582 10.9948 10.8495
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -5 3.8987 2.703 2.2977 2.0462 3.8573 2.703 2.2977 2.0462
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -5 5.4303 4.7177 4.504 4.3949 5.4043 4.7177 4.504 4.3949
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -5 9.1296 8.7809 8.6923 8.6768 9.116 8.7809 8.6923 8.6768
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -5 4.2556 3.6176 3.4516 3.3942 4.2314 3.6176 3.4516 3.3942
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -5 6.3553 6.6752 6.936 7.1431 6.3599 6.6752 6.936 7.1431
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -5 8.0056 7.0145 6.6989 6.5096 7.9711 7.0145 6.6989 6.5096
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -5 8.3361 6.8846 5.9455 5.4339 8.2891 6.8846 5.9455 5.4339
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -5 5.7266 4.5538 4.1621 3.933 5.6866 4.5538 4.1621 3.933
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -5 7.3429 7.5973 7.816 7.9857 7.345 7.5973 7.816 7.9857
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -5 6.4171 6.4913 6.6115 6.716 6.4137 6.4913 6.6115 6.716
