survey version standard standard_catagory shift ZTFD-g ZTFD-r ZTFD-i 
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 25 8.988 9.184 9.388
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 25 10.092 9.589 9.438
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 25 11.31 9.815 8.563
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 25 9.904 9.637 9.566
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 25 9.21 8.793 8.68
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 25 2.756 1.579 1.196
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 25 9.599 9.482 9.52
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 25 6.61 5.289 4.732
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 25 6.014 5.281 5.069
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 25 8.353 8.01 7.989
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 25 10.271 10.423 10.552
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 25 4.426 4.057 3.987
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 25 4.87 4.263 4.1
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 25 10.843 10.552 10.489
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 25 5.182 4.495 4.322
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 25 5.761 4.689 4.316
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 25 4.549 3.929 3.783
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 25 2.749 1.504 1.041
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 25 10.16 9.965 9.94
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 25 7.827 7.393 7.257
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 25 5.086 5.455 5.746
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 25 8.294 7.788 7.639
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 25 3.099 3.393 3.618
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 25 4.975 4.37 4.209
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 25 5.371 4.69 4.506
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 25 11.485 11.051 10.923
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 25 9.326 8.846 8.669
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 25 8.681 8.312 8.215
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 25 10.397 10.093 10.033
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 25 7.669 6.849 6.547
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 25 8.294 7.782 7.595
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 25 6.052 6.324 6.551
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 25 6.433 5.925 5.817
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 25 9.934 9.708 9.677
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 25 4.571 4.189 4.128
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 25 10.63 10.299 10.201
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 25 10.165 9.78 9.696
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 25 5.384 5.618 5.876
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 25 6.613 6.25 6.186
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 25 8.071 7.439 7.207
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 25 12.771 11.246 10.385
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 25 7.55 6.19 5.688
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 25 5.636 4.154 3.188
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 25 3.187 2.614 2.487
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 25 3.622 2.833 2.605
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 25 6.116 6.354 6.563
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 25 8.462 8.07 7.969
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 25 8.888 8.378 8.215
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 25 5.71 4.856 4.607
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 25 4.485 4.616 4.786
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 25 8.097 7.214 6.93
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 25 9.38 7.595 6.86
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 25 7.577 7.283 7.223
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 25 5.959 5.629 5.547
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 25 7.639 6.983 6.806
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 25 2.595 3.078 3.439
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 25 7.246 7.47 7.704
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 25 4.038 2.76 2.359
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 25 4.332 4.724 5.044
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 25 11.523 11.18 11.091
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 25 5.198 5.18 5.266
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 25 9.287 8.643 8.43
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 25 8.886 8.117 7.828
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 25 4.412 3.941 3.833
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 25 6.585 5.327 4.578
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 25 4.994 4.274 4.044
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 25 8.684 7.652 7.296
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 25 7.356 5.966 5.31
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 25 5.347 5.113 5.132
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 25 5.45 5.678 5.857
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 25 5.578 5.817 6.054
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 25 6.053 6.346 6.605
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 25 3.444 2.074 1.364
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 25 8.82 8.046 7.775
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 25 9.02 8.459 8.274
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 25 5.918 6.266 6.558
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 25 8.576 8.81 9.018
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 25 6.617 5.866 5.663
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 25 10.128 9.727 9.634
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 25 8.631 8.917 9.167
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 25 5.316 5.678 5.957
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 25 6.697 5.388 4.849
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 25 5.924 5.343 5.192
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 25 5.927 4.862 4.478
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 25 8.785 7.909 7.594
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 25 10.535 10.084 9.971
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 25 3.663 4.088 4.406
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 25 4.688 3.375 2.692
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 25 5.788 5.843 5.966
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 25 10.315 6.158 4.82
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 25 6.07 5.288 5.061
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 25 8.209 8.0 7.972
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 25 3.153 2.449 2.242
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 25 8.68 9.223 9.613
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 25 7.911 7.975 8.105
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 25 9.964 9.408 9.204
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 25 6.399 5.72 5.558
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 25 10.847 10.364 10.207
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 25 11.901 11.19 10.938
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 25 3.764 2.601 2.207
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 25 5.343 4.658 4.459
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 25 9.081 8.75 8.676
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 25 4.173 3.567 3.424
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 25 6.36 6.715 6.998
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 25 7.891 6.932 6.629
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 25 8.18 6.727 5.719
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 25 5.596 4.455 4.076
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 25 7.338 7.629 7.87
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 25 6.394 6.504 6.641
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 25 8.21 7.642 7.496
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 25 4.7 3.732 3.431
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 25 11.605 11.531 11.586
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 25 8.717 7.974 7.706
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 25 7.177 7.185 7.289
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 25 4.875 4.657 4.648
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 25 5.394 4.591 4.365
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 25 11.792 11.162 10.938
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 25 7.954 7.013 6.664
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 25 9.403 8.962 8.831
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 25 6.635 6.735 6.875
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 25 9.798 9.525 9.462
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 25 6.207 6.102 6.132
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 25 3.127 1.85 1.463
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 25 10.243 9.925 9.86
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 25 3.62 2.633 2.311
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 25 4.625 3.034 1.331
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 25 6.78 6.127 5.933
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 25 7.115 7.227 7.383
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 25 6.334 5.472 5.224
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 25 1.305 1.768 2.085
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 25 7.311 6.512 6.27
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 25 3.798 3.838 4.015
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 25 8.647 7.24 6.705
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 25 6.88 5.91 5.6
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 25 9.261 9.835 10.259
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 25 4.967 4.102 3.848
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 25 10.626 10.322 10.243
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 25 5.958 5.074 4.81
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 25 7.142 7.276 7.427
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 25 4.932 5.304 5.605
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 25 11.124 10.811 10.742
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 25 8.625 7.373 6.902
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 25 8.935 9.185 9.403
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 25 10.735 10.395 10.322
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 25 4.748 3.968 3.752
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 25 10.667 10.23 10.107
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 25 5.055 5.184 5.347
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 25 5.399 4.651 4.456
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 25 6.145 6.393 6.613
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 25 6.021 6.068 6.219
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 25 9.03 8.482 8.331
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 25 3.098 2.347 2.107
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 25 6.524 5.766 5.562
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 25 3.639 3.928 4.14
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 25 9.45 8.355 7.925
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 25 2.431 2.036 1.961
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 25 5.902 4.946 4.655
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 25 5.035 3.898 3.509
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 25 4.043 4.572 4.959
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 25 5.862 6.008 6.164
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 25 4.047 3.957 4.008
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 25 7.213 6.018 5.577
ZTFD ZTFD spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 25 5.101 4.248 4.012
