survey version standard standard_catagory shift ZTFS-g ZTFS-r ZTFS-i 
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 5 9.598 9.482 9.519
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 5 6.604 5.305 4.739
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 5 6.009 5.289 5.072
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 5 8.35 8.012 7.989
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 5 10.271 10.419 10.551
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 5 4.423 4.06 3.987
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 5 4.866 4.27 4.102
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 5 10.841 10.555 10.489
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 5 5.177 4.502 4.324
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 5 5.758 4.702 4.32
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 5 4.544 3.935 3.784
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 5 2.743 1.52 1.047
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 5 10.158 9.966 9.94
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 5 7.824 7.398 7.258
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 5 5.088 5.447 5.742
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 5 8.29 7.794 7.64
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 5 3.1 3.386 3.616
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 5 4.971 4.377 4.211
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 5 5.366 4.697 4.508
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 5 11.481 11.056 10.925
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 5 9.323 8.852 8.67
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 5 8.678 8.316 8.216
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 5 10.394 10.096 10.033
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 5 7.663 6.859 6.55
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 5 8.29 7.789 7.597
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 5 6.054 6.318 6.548
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 5 6.429 5.93 5.818
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 5 9.932 9.71 9.677
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 5 4.567 4.192 4.128
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 5 10.628 10.303 10.202
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 5 10.161 9.784 9.696
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 5 5.385 5.61 5.873
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 5 6.61 6.254 6.186
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 5 8.066 7.448 7.21
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 5 12.767 11.266 10.395
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 5 7.544 6.207 5.694
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 5 5.627 4.177 3.201
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 5 3.182 2.62 2.488
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 5 3.618 2.842 2.608
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 5 6.117 6.348 6.56
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 5 8.459 8.075 7.969
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 5 8.885 8.384 8.216
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 5 5.705 4.865 4.611
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 5 4.485 4.611 4.784
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 5 8.092 7.224 6.933
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 5 9.375 7.62 6.868
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 5 7.575 7.286 7.223
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 5 5.956 5.632 5.548
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 5 7.635 6.99 6.808
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 5 2.597 3.068 3.434
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 5 7.248 7.464 7.7
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 5 4.032 2.775 2.364
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 5 4.334 4.716 5.039
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 5 11.52 11.183 11.091
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 5 5.198 5.177 5.265
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 5 9.282 8.651 8.433
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 5 8.88 8.127 7.831
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 5 4.409 3.946 3.834
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 5 6.577 5.346 4.588
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 5 4.989 4.282 4.047
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 5 8.678 7.665 7.301
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 5 7.353 5.984 5.317
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 5 5.345 5.114 5.131
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 5 5.452 5.672 5.854
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 5 5.579 5.811 6.05
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 5 6.054 6.338 6.602
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 5 3.437 2.093 1.374
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 5 8.814 8.056 7.778
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 5 9.015 8.465 8.276
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 5 5.92 6.258 6.554
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 5 8.577 8.803 9.015
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 5 6.614 5.874 5.665
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 5 10.125 9.731 9.634
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 5 8.633 8.91 9.163
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 5 5.318 5.669 5.954
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 5 6.694 5.404 4.856
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 5 5.92 5.349 5.194
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 5 5.921 4.875 4.483
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 5 8.779 7.92 7.598
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 5 10.531 10.089 9.972
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 5 3.665 4.078 4.402
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 5 4.681 3.393 2.7
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 5 5.789 5.84 5.964
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 5 10.313 6.198 4.84
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 5 6.065 5.297 5.063
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 5 8.207 8.001 7.972
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 5 3.148 2.457 2.245
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 5 8.682 9.212 9.608
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 5 7.911 7.972 8.102
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 5 9.961 9.416 9.206
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 5 6.395 5.727 5.56
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 5 10.844 10.37 10.208
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 5 11.897 11.199 10.94
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 5 3.758 2.615 2.212
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 5 5.339 4.665 4.461
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 5 9.078 8.753 8.676
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 5 4.169 3.573 3.425
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 5 6.362 6.707 6.994
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 5 7.887 6.943 6.633
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 5 8.173 6.75 5.731
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 5 5.59 4.468 4.081
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 5 7.34 7.622 7.866
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 5 6.395 6.5 6.639
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 5 8.205 7.648 7.497
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 5 4.695 3.743 3.435
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 5 11.604 11.53 11.585
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 5 8.712 7.983 7.709
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 5 7.177 7.183 7.288
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 5 4.873 4.659 4.648
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 5 5.389 4.6 4.368
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 5 11.788 11.17 10.94
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 5 7.948 7.025 6.668
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 5 9.4 8.968 8.832
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 5 6.636 6.731 6.872
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 5 9.796 9.528 9.463
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 5 6.206 6.102 6.131
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 5 3.121 1.864 1.468
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 5 10.241 9.929 9.86
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 5 3.614 2.645 2.315
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 5 4.614 3.067 1.352
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 5 6.775 6.134 5.935
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd038237_v2.fits stis_ngsl_v2 5 7.116 7.222 7.38
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd072184_v2.fits stis_ngsl_v2 5 6.33 5.482 5.227
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd052089_v2.fits stis_ngsl_v2 5 1.307 1.76 2.08
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd086322_v2.fits stis_ngsl_v2 5 7.307 6.522 6.272
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd137909_v2.fits stis_ngsl_v2 5 3.798 3.833 4.012
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd173158_v2.fits stis_ngsl_v2 5 8.642 7.257 6.712
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd121146_v2.fits stis_ngsl_v2 5 6.875 5.921 5.604
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd+75d325_v2.fits stis_ngsl_v2 5 9.264 9.822 10.253
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd017361_v2.fits stis_ngsl_v2 5 4.962 4.112 3.852
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_bd592723_v2.fits stis_ngsl_v2 5 10.624 10.325 10.243
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd166229_v2.fits stis_ngsl_v2 5 5.954 5.084 4.813
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd164967_v2.fits stis_ngsl_v2 5 7.143 7.272 7.425
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd224926_v2.fits stis_ngsl_v2 5 4.934 5.296 5.601
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_cd-259286_v2.fits stis_ngsl_v2 5 11.122 10.814 10.742
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd071160_v2.fits stis_ngsl_v2 5 8.62 7.388 6.909
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd106304_v2.fits stis_ngsl_v2 5 8.936 9.179 9.4
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g187-40_v2.fits stis_ngsl_v2 5 10.732 10.399 10.322
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd019787_v2.fits stis_ngsl_v2 5 4.743 3.976 3.755
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_g231-52_v2.fits stis_ngsl_v2 5 10.663 10.235 10.108
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd141851_v2.fits stis_ngsl_v2 5 5.056 5.18 5.345
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd082734_v2.fits stis_ngsl_v2 5 5.395 4.659 4.458
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd163641_v2.fits stis_ngsl_v2 5 6.146 6.386 6.61
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd176232_v2.fits stis_ngsl_v2 5 6.022 6.064 6.217
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd005256_v2.fits stis_ngsl_v2 5 9.025 8.488 8.332
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd003712_v2.fits stis_ngsl_v2 5 3.093 2.355 2.11
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd101013_v2.fits stis_ngsl_v2 5 6.518 5.774 5.565
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd109387_v2.fits stis_ngsl_v2 5 3.64 3.923 4.137
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd118055_v2.fits stis_ngsl_v2 5 9.444 8.37 7.93
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd194093_v2.fits stis_ngsl_v2 5 2.429 2.039 1.962
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd191277_v2.fits stis_ngsl_v2 5 5.897 4.956 4.658
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd010380_v2.fits stis_ngsl_v2 5 5.03 3.912 3.514
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd034816_v2.fits stis_ngsl_v2 5 4.046 4.561 4.953
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd000319_v2.fits stis_ngsl_v2 5 5.863 6.003 6.162
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd105452_v2.fits stis_ngsl_v2 5 4.046 3.956 4.007
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd111464_v2.fits stis_ngsl_v2 5 7.207 6.032 5.582
ZTFS ZTFS spectra/stis_ngsl_v2/h_stis_ngsl_hd019656_v2.fits stis_ngsl_v2 5 5.095 4.257 4.015
