survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -25 13.3017 12.3711 12.0427 11.9749 12.609 12.2952 12.1902 12.1862 12.1912 11.2392 11.1983
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -25 6.4967 5.3964 5.054 4.9915 5.6606 5.302 5.197 5.193 5.198 4.4186 4.4046
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -25 6.1953 5.5609 5.8549 6.1464 5.6456 5.7982 5.6932 5.6892 5.6942 5.8864 5.883
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -25 7.8814 6.7298 6.8258 6.9802 6.8686 6.8667 6.7617 6.7577 6.7627 6.4584 6.4467
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -25 9.7997 6.5102 5.2144 4.7439 7.1451 5.9176 5.8126 5.8086 5.8136 3.573 3.5395
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -25 4.221 4.2016 4.3248 4.5064 4.2923 4.3621 4.2571 4.2531 4.2581 4.1582 4.1454
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -25 5.7294 4.5289 4.1522 4.057 4.8112 4.4134 4.3084 4.3044 4.3094 3.3923 3.373
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -25 4.6483 3.7452 4.0093 4.2725 3.8483 3.9629 3.8579 3.8539 3.8589 3.9552 3.9494
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -25 11.5269 10.5998 10.2645 10.1502 10.8428 10.5223 10.4173 10.4133 10.4183 9.574 9.5676
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -25 11.3529 10.424 10.0794 10.0004 10.6738 10.3348 10.2298 10.2258 10.2308 9.5312 9.5332
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -25 9.3073 7.622 6.9668 6.7848 7.9921 7.374 7.269 7.265 7.27 6.062 6.0419
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -25 9.4423 6.518 5.4879 5.164 7.0512 6.0601 5.9551 5.9511 5.9561 4.1308 4.0997
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -25 3.5698 3.6428 3.9809 4.2739 3.6929 3.9044 3.7994 3.7954 3.8004 4.122 4.1184
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -25 10.1879 9.0149 9.1539 9.346 9.1495 9.1645 9.0595 9.0555 9.0605 8.9058 8.8999
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -25 11.4856 10.1679 9.6334 9.4571 10.4987 9.9689 9.8639 9.8599 9.8649 8.6874 8.6669
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -25 14.2624 11.4305 10.0212 8.7613 12.0777 10.8301 10.7251 10.7211 10.7261 7.309 7.2843
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -25 10.8336 9.9576 9.6649 9.5692 10.1843 9.9049 9.7999 9.7959 9.8009 8.9711 8.9575
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -25 10.2877 9.2748 8.8299 8.6933 9.5544 9.1337 9.0287 9.0247 9.0297 7.9834 7.9641
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -25 6.1456 2.8844 1.6748 1.2587 3.4806 2.34 2.235 2.231 2.236 0.2124 0.1873
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -25 10.8841 9.6523 9.4873 9.5039 9.8667 9.6479 9.5429 9.5389 9.5439 8.9133 8.8956
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -25 10.2903 6.7421 5.4104 4.823 7.3836 6.1432 6.0382 6.0342 6.0392 3.631 3.5998
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -25 8.2022 6.1149 5.3414 5.0984 6.5516 5.7882 5.6832 5.6792 5.6842 4.2219 4.1964
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -25 9.7144 8.4252 8.0316 7.9819 8.7175 8.2967 8.1917 8.1877 8.1927 7.4122 7.3989
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -25 11.5422 10.3027 10.4024 10.5262 10.4524 10.4312 10.3262 10.3222 10.3272 10.1651 10.1803
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -25 5.7004 4.4963 4.0878 3.9877 4.7816 4.372 4.267 4.263 4.268 3.3535 3.3365
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -25 6.6844 4.9606 4.3141 4.1187 5.3438 4.7031 4.5981 4.5941 4.5991 3.3633 3.343
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -25 11.8134 10.8993 10.5789 10.4908 11.1373 10.8284 10.7234 10.7194 10.7244 9.9709 9.9701
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -25 7.201 5.2793 4.5491 4.3434 5.6989 4.9722 4.8672 4.8632 4.8682 3.5681 3.5481
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -25 8.3379 5.8754 4.7795 4.3733 6.3285 5.4497 5.3447 5.3407 5.3457 3.3705 3.3446
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -25 6.3322 4.6377 3.978 3.7979 5.0106 4.3857 4.2807 4.2767 4.2817 3.0933 3.076
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -25 6.2149 2.8779 1.615 1.1137 3.4866 2.3141 2.2091 2.2051 2.2101 0.0178 -0.0093
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -25 11.1091 10.2124 9.9803 9.9376 10.4356 10.1741 10.0691 10.0651 10.0701 9.4664 9.4679
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -25 9.1509 7.8916 7.4338 7.2714 8.1712 7.7513 7.6463 7.6423 7.6473 6.568 6.5533
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -25 4.938 5.0864 5.4089 5.6892 5.1307 5.3542 5.2492 5.2452 5.2502 5.4314 5.422
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -25 9.5232 8.3663 7.8335 7.6575 8.6765 8.1814 8.0764 8.0724 8.0774 6.9731 6.9589
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -25 4.0859 3.1117 3.3571 3.5767 3.2081 3.3278 3.2228 3.2188 3.2238 3.1226 3.1134
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -25 6.6451 5.0609 4.4219 4.2259 5.4206 4.8252 4.7202 4.7162 4.7212 3.4814 3.4617
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -25 7.3455 5.4662 4.7465 4.5286 5.8756 5.1718 5.0668 5.0628 5.0678 3.749 3.7291
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -25 12.6483 11.5559 11.0901 10.9378 11.8577 11.3972 11.2922 11.2882 11.2932 10.2769 10.2679
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -25 10.6702 9.3968 8.8943 8.6914 9.6963 9.232 9.127 9.123 9.128 7.9094 7.89
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -25 9.8507 8.7487 8.3445 8.2227 9.0292 8.6243 8.5193 8.5153 8.5203 7.4329 7.4013
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -25 11.3878 10.4526 10.1188 10.0343 10.6942 10.3732 10.2682 10.2642 10.2692 9.4342 9.4202
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -25 9.5649 7.7637 6.9272 6.5908 8.1952 7.4166 7.3116 7.3076 7.3126 5.7213 5.7048
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -25 9.4385 8.3618 7.8338 7.619 8.6599 8.1867 8.0817 8.0777 8.0827 6.8474 6.8276
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -25 7.1556 6.0801 6.2885 6.5018 6.2083 6.2606 6.1556 6.1516 6.1566 6.0909 6.0811
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -25 8.1237 6.5175 5.965 5.8272 6.8655 6.3126 6.2076 6.2036 6.2086 5.1081 5.0879
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -25 10.8666 9.9898 9.7259 9.6749 10.2229 9.9339 9.8289 9.8249 9.8299 9.0327 9.0107
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -25 5.8563 4.6428 4.2186 4.1273 4.9357 4.5058 4.4008 4.3968 4.4018 3.5096 3.4926
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -25 11.6112 10.688 10.3317 10.2082 10.9353 10.5993 10.4943 10.4903 10.4953 9.5335 9.5143
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -25 11.2323 10.2303 9.8118 9.7021 10.5054 10.1015 9.9965 9.9925 9.9975 9.0244 9.0056
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -25 6.6143 5.4168 5.5794 5.823 5.5544 5.5758 5.4708 5.4668 5.4718 5.4299 5.4217
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -25 7.9278 6.6829 6.2802 6.186 6.9676 6.5602 6.4552 6.4512 6.4562 5.5562 5.5382
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -25 9.4909 8.1501 7.5006 7.2391 8.5013 7.9046 7.7996 7.7956 7.8006 6.3908 6.369
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -25 15.5756 12.892 11.3843 10.5297 13.4861 12.2526 12.1476 12.1436 12.1486 9.2362 9.2076
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -25 11.1221 7.6806 6.3088 5.7708 8.3386 7.0573 6.9523 6.9483 6.9533 4.5284 4.4945
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -25 9.4259 5.7697 4.3359 3.3449 6.4642 5.1315 5.0265 5.0225 5.0275 1.9633 1.9343
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -25 5.0998 3.2797 2.659 2.4973 3.6583 3.0283 2.9233 2.9193 2.9243 1.7747 1.7556
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -25 6.0153 3.7279 2.897 2.639 4.1799 3.3772 3.2722 3.2682 3.2732 1.7386 1.7127
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -25 7.2366 6.1402 6.3226 6.5185 6.2658 6.3146 6.2096 6.2056 6.2106 6.0444 6.0329
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -25 9.6236 8.5295 8.1052 7.9767 8.8107 8.3991 8.2941 8.2901 8.2951 7.2813 7.2637
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -25 10.2525 8.9633 8.4256 8.2327 9.2809 8.7736 8.6686 8.6646 8.6696 7.5412 7.5285
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -25 8.3471 5.8214 4.9243 4.6449 6.3068 5.4303 5.3253 5.3213 5.3263 3.7086 3.6813
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -25 5.1595 4.5081 4.5917 4.7549 4.6339 4.6339 4.5289 4.5249 4.5299 4.2664 4.2558
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -25 10.6659 8.2085 7.289 6.973 8.6988 7.8084 7.7034 7.6994 7.7044 6.0101 5.9832
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -25 13.2253 9.5121 7.773 6.9761 10.3091 8.7203 8.6153 8.6113 8.6163 5.5703 5.5406
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -25 8.7593 7.6415 7.3096 7.2216 7.9018 7.5551 7.4501 7.4461 7.4511 6.597 6.5784
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -25 7.0459 6.0227 5.6579 5.5525 6.2886 5.9176 5.8126 5.8086 5.8136 4.8906 4.8727
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -25 9.3562 7.7284 7.0373 6.8266 8.096 7.4715 7.3665 7.3625 7.3675 6.0855 6.0686
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -25 2.5917 2.5889 3.0189 3.3671 2.6236 2.9015 2.7965 2.7925 2.7975 3.2224 3.216
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -25 8.2244 7.2698 7.4364 7.653 7.3932 7.438 7.333 7.329 7.334 7.2753 7.268
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -25 7.4434 4.1676 2.8616 2.4243 4.8214 3.5608 3.4558 3.4518 3.4568 1.2917 1.2589
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -25 4.6829 4.3371 4.674 4.9786 4.4048 4.5984 4.4934 4.4894 4.4944 4.7858 4.7812
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -25 12.5527 11.5858 11.2114 11.098 11.8486 11.481 11.376 11.372 11.377 10.5284 10.5222
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -25 6.373 5.2477 5.1737 5.2416 5.4415 5.2859 5.1809 5.1769 5.1819 4.6994 4.6825
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -25 10.8465 9.3705 8.7028 8.4585 9.7382 9.1119 9.0069 9.0029 9.0079 7.6649 7.6458
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -25 10.8578 8.9834 8.1916 7.87 9.4128 8.6551 8.5501 8.5461 8.5511 6.9773 6.9567
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -25 6.1218 4.4956 3.9803 3.8407 4.8298 4.304 4.199 4.195 4.2 3.1095 3.0891
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -25 10.0919 6.7103 5.4669 4.7099 7.3605 6.1378 6.0328 6.0288 6.0338 3.3734 3.3393
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -25 7.0522 5.0918 4.3367 4.0765 5.5194 4.7758 4.6708 4.6668 4.6718 3.1898 3.1644
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -25 11.2334 8.7939 7.7457 7.3489 9.3137 8.336 8.231 8.227 8.232 6.4216 6.4024
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -25 10.1659 7.4766 6.0952 5.4143 8.0181 6.9122 6.8072 6.8032 6.8082 4.2945 4.2692
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -25 6.5142 5.4091 5.1267 5.1174 5.6531 5.3463 5.2413 5.2373 5.2423 4.6049 4.5931
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -25 6.5217 5.4726 5.6501 5.8188 5.5932 5.6494 5.5444 5.5404 5.5454 5.3159 5.3048
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -25 5.619 5.5901 5.7827 6.0034 5.6736 5.7771 5.6721 5.6681 5.6731 5.6894 5.6806
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -25 6.7759 6.0672 6.306 6.5517 6.1654 6.2761 6.1711 6.1671 6.1721 6.216 6.2078
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -25 7.1547 3.5763 2.2169 1.4799 4.2285 2.9705 2.8655 2.8615 2.8665 0.2306 0.2019
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -25 10.8248 8.9169 8.1172 7.8143 9.3421 8.5913 8.4863 8.4823 8.4873 6.8959 6.8723
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -25 10.553 9.1003 8.5106 8.2982 9.4466 8.8803 8.7753 8.7713 8.7763 7.4663 7.4422
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -25 6.374 5.9266 6.2207 6.4977 6.0048 6.1665 6.0615 6.0575 6.0625 6.2448 6.2396
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -25 9.7838 8.6005 8.7773 8.9759 8.7273 8.772 8.667 8.663 8.668 8.4935 8.4819
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -25 8.7546 6.7165 5.9249 5.6921 7.1006 6.4266 6.3216 6.3176 6.3226 4.8378 4.8168
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -25 11.1899 10.1945 9.7617 9.6395 10.4748 10.0595 9.9545 9.9505 9.9555 9.0505 9.0419
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -25 9.5859 8.6473 8.8785 9.1158 8.7513 8.8538 8.7488 8.7448 8.7498 8.7494 8.7437
