survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -10 4.9523 4.3172 4.1363 4.0662 4.9286 4.3172 4.1363 4.0662
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -10 10.8877 10.5815 10.5043 10.5055 10.8763 10.5815 10.5043 10.5055
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -10 5.2727 4.552 4.3613 4.2737 5.2462 4.552 4.3613 4.2737
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -10 5.887 4.7809 4.4033 4.1889 5.8526 4.7809 4.4033 4.1889
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -10 4.6303 3.9804 3.8148 3.76 4.6068 3.9804 3.8148 3.76
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -10 2.8977 1.6219 1.1461 0.871 2.8543 1.6219 1.1461 0.871
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -10 10.1998 9.9834 9.9488 9.9642 10.1899 9.9834 9.9488 9.9642
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -10 7.8831 7.4369 7.288 7.2278 7.868 7.4369 7.288 7.2278
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -10 5.0712 5.4104 5.6851 5.9087 5.0779 5.4104 5.6851 5.9087
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -10 8.3565 7.8361 7.6752 7.604 8.3388 7.8361 7.6752 7.604
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -10 3.0968 3.361 3.5743 3.6758 3.1001 3.361 3.5743 3.6758
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -10 5.0525 4.4247 4.2433 4.1819 5.0302 4.4247 4.2433 4.1819
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -10 5.4594 4.7492 4.5473 4.4574 5.4335 4.7492 4.5473 4.4574
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -10 11.5451 11.0928 10.9538 10.8905 11.528 11.0928 10.9538 10.8905
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -10 9.3871 8.8983 8.7105 8.6145 9.3704 8.8983 8.7105 8.6145
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -10 8.7365 8.3477 8.2375 8.2059 8.7212 8.3477 8.2375 8.2059
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -10 10.4418 10.1217 10.0468 10.0502 10.4302 10.1217 10.0468 10.0502
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -10 7.7616 6.9319 6.6162 6.4382 7.7342 6.9319 6.6162 6.4382
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -10 8.3538 7.8373 7.6384 7.5465 8.3372 7.8373 7.6384 7.5465
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -10 6.0639 6.2938 6.4993 6.6589 6.0639 6.2938 6.4993 6.6589
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -10 6.5071 5.9673 5.8421 5.801 6.486 5.9673 5.8421 5.801
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -10 9.9768 9.7285 9.6864 9.6947 9.966 9.7285 9.6864 9.6947
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -10 4.6301 4.2212 4.1397 4.145 4.6137 4.2212 4.1397 4.145
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -10 10.6774 10.3351 10.2228 10.2017 10.6651 10.3351 10.2228 10.2017
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -10 10.2188 9.8145 9.7159 9.6891 10.204 9.8145 9.7159 9.6891
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -10 5.3991 5.583 5.819 5.9825 5.3982 5.583 5.819 5.9825
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -10 6.6704 6.2829 6.1987 6.2041 6.6548 6.2829 6.1987 6.2041
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -10 8.1442 7.504 7.2611 7.1329 8.1231 7.504 7.2611 7.1329
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -10 12.9409 11.3693 10.592 10.1286 12.8935 11.3693 10.592 10.1286
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -10 7.7067 6.3178 5.8052 5.4726 7.6604 6.3178 5.8052 5.4726
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -10 5.8151 4.342 3.4037 2.8965 5.7626 4.342 3.4037 2.8965
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -10 3.2689 2.6625 2.5129 2.4644 3.2457 2.6625 2.5129 2.4644
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -10 3.7261 2.9006 2.6599 2.523 3.696 2.9006 2.6599 2.523
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -10 6.1252 6.3273 6.5172 6.6413 6.1255 6.3273 6.5172 6.6413
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -10 8.5178 8.1082 7.9918 7.9692 8.5025 8.1082 7.9918 7.9692
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -10 8.954 8.4287 8.2508 8.1808 8.9357 8.4287 8.2508 8.1808
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -10 5.8211 4.9284 4.6662 4.514 5.7888 4.9284 4.6662 4.514
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -10 4.4951 4.5949 4.7555 4.8287 4.4945 4.5949 4.7555 4.8287
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -10 8.2082 7.2936 6.9966 6.8198 8.1757 7.2936 6.9966 6.8198
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -10 9.5655 7.787 7.0241 6.5505 9.5098 7.787 7.0241 6.5505
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -10 7.6286 7.3133 7.2339 7.2475 7.6151 7.3133 7.2339 7.2475
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -10 6.0106 5.6612 5.5667 5.543 5.9967 5.6612 5.5667 5.543
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -10 7.7229 7.0399 6.8455 6.7635 7.6991 7.0399 6.8455 6.7635
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -10 2.5742 3.0224 3.3585 3.6443 2.5828 3.0224 3.3585 3.6443
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -10 7.2557 7.4403 7.6503 7.8129 7.2561 7.4403 7.6503 7.8129
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -10 4.1894 2.87 2.4521 2.1904 4.1445 2.87 2.4521 2.1904
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -10 4.3223 4.6774 4.9717 5.2232 4.3279 4.6774 4.9717 5.2232
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -10 11.5732 11.2134 11.1122 11.0882 11.5597 11.2134 11.1122 11.0882
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -10 5.2316 5.1777 5.2464 5.3311 5.2245 5.1777 5.2464 5.3311
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -10 9.3631 8.7057 8.4792 8.3687 9.3408 8.7057 8.4792 8.3687
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -10 8.9785 8.1964 7.895 7.7214 8.9512 8.1964 7.895 7.7214
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -10 4.484 3.9844 3.8555 3.8104 4.4642 3.9844 3.8555 3.8104
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -10 6.738 5.472 4.7576 4.3164 6.6919 5.472 4.7576 4.3164
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -10 5.0863 4.3405 4.0978 3.9647 5.0591 4.3405 4.0978 3.9647
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -10 8.7991 7.7502 7.3766 7.1672 8.765 7.7502 7.3766 7.1672
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -10 7.5097 6.0907 5.4607 5.1235 7.4675 6.0907 5.4607 5.1235
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -10 5.3944 5.1289 5.1258 5.1833 5.3824 5.1289 5.1258 5.1833
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -10 5.4578 5.6548 5.8192 5.9125 5.4587 5.6548 5.8192 5.9125
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -10 5.5758 5.7855 6.0011 6.1893 5.5789 5.7855 6.0011 6.1893
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -10 6.0525 6.3095 6.5478 6.7303 6.0554 6.3095 6.5478 6.7303
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -10 3.61 2.2239 1.5253 1.1348 3.5617 2.2239 1.5253 1.1348
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -10 8.9138 8.1215 7.8382 7.6788 8.8862 8.1215 7.8382 7.6788
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -10 9.0914 8.5143 8.3175 8.2197 9.0708 8.5143 8.3175 8.2197
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -10 5.912 6.2241 6.4922 6.7114 5.9166 6.2241 6.4922 6.7114
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -10 8.5856 8.7813 8.9749 9.0836 8.5858 8.7813 8.9749 9.0836
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -10 6.713 5.9264 5.7125 5.5829 6.6864 5.9264 5.7125 5.5829
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -10 10.1834 9.7641 9.6536 9.6342 10.1682 9.7641 9.6536 9.6342
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -10 8.6327 8.8821 9.1124 9.2705 8.6352 8.8821 9.1124 9.2705
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -10 5.3129 5.6358 5.8968 6.0874 5.3169 5.6358 5.8968 6.0874
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -10 6.8431 5.5011 4.9745 4.6815 6.8031 5.5011 4.9745 4.6815
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -10 6.0021 5.394 5.2259 5.1605 5.9798 5.394 5.2259 5.1605
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -10 6.0539 4.9621 4.568 4.323 6.0163 4.9621 4.568 4.323
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -10 8.8859 7.9958 7.6657 7.4799 8.8561 7.9958 7.6657 7.4799
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -10 10.5925 10.1253 9.9963 9.9604 10.5761 10.1253 9.9963 9.9604
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -10 3.6521 4.0383 4.3369 4.5672 3.6581 4.0383 4.3369 4.5672
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -10 4.8479 3.5186 2.8467 2.4724 4.8011 3.5186 2.8467 2.4724
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -10 5.8162 5.8352 5.937 6.0484 5.8114 5.8352 5.937 6.0484
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -10 10.8786 6.5617 5.1458 4.2945 10.6859 6.5617 5.1458 4.2945
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -10 6.1706 5.3567 5.1128 4.9864 6.1412 5.3567 5.1128 4.9864
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -10 8.25 8.0212 7.9789 7.9937 8.2398 8.0212 7.9789 7.9937
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -10 3.2457 2.5135 2.2875 2.1838 3.2189 2.5135 2.2875 2.1838
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -10 8.6541 9.162 9.5256 9.852 8.6642 9.162 9.5256 9.852
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -10 7.9209 7.962 8.0778 8.2014 7.92 7.962 8.0778 8.2014
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -10 10.028 9.4682 9.2503 9.1415 10.0106 9.4682 9.2503 9.1415
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -10 6.487 5.7761 5.5925 5.5304 6.4619 5.7761 5.5925 5.5304
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -10 10.9044 10.4131 10.2429 10.1672 10.8889 10.4131 10.2429 10.1672
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -10 11.9897 11.2596 10.9956 10.85 11.9647 11.2596 10.9956 10.85
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -10 3.9057 2.7053 2.2987 2.0471 3.8642 2.7053 2.2987 2.0471
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -10 5.4347 4.719 4.5045 4.3953 5.4085 4.719 4.5045 4.3953
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -10 9.132 8.7815 8.6925 8.6769 9.1182 8.7815 8.6925 8.6769
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -10 4.2597 3.6187 3.4519 3.3945 4.2354 3.6187 3.4519 3.3945
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -10 6.3546 6.6741 6.9351 7.1427 6.3591 6.6741 6.9351 7.1427
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -10 8.0115 7.0164 6.6997 6.5103 7.9768 7.0164 6.6997 6.5103
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -10 8.3439 6.8872 5.9493 5.435 8.2969 6.8872 5.9493 5.435
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -10 5.7333 4.556 4.1631 3.9338 5.6932 4.556 4.1631 3.9338
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -10 7.3427 7.5963 7.8152 7.9855 7.3445 7.5963 7.8152 7.9855
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -10 6.4178 6.4908 6.611 6.7159 6.4142 6.4908 6.611 6.7159
