survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 25 6.4823 5.4802 5.1825 4.98 6.4466 5.4802 5.1825 4.98
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 25 3.6359 3.9921 4.2748 4.5327 3.6426 3.9921 4.2748 4.5327
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 25 8.9994 9.1634 9.35 9.4489 8.9997 9.1634 9.35 9.4489
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 25 10.1359 9.6301 9.4718 9.3926 10.1176 9.6301 9.4718 9.3926
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 25 11.4253 9.9938 8.8085 8.2078 11.3761 9.9938 8.8085 8.2078
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 25 9.9333 9.6646 9.5811 9.5788 9.9236 9.6646 9.5811 9.5788
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 25 9.247 8.8271 8.7073 8.6523 9.2327 8.8271 8.7073 8.6523
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 25 2.8509 1.6645 1.2798 1.0303 2.8101 1.6645 1.2798 1.0303
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 25 9.6272 9.4909 9.5128 9.5562 9.6191 9.4909 9.5128 9.5562
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 25 6.7147 5.3999 4.849 4.5233 6.6693 5.3999 4.849 4.5233
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 25 6.0771 5.3354 5.1147 4.9971 6.0502 5.3354 5.1147 4.9971
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 25 8.3932 8.0305 7.9924 8.0192 8.378 8.0305 7.9924 8.0192
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 25 10.2852 10.4109 10.5327 10.5884 10.284 10.4109 10.5327 10.5884
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 25 4.4653 4.0863 3.9997 4.0016 4.4506 4.0863 3.9997 4.0016
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 25 4.9247 4.3093 4.1335 4.0648 4.9022 4.3093 4.1335 4.0648
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 25 10.8745 10.5779 10.5033 10.5065 10.8637 10.5779 10.5033 10.5065
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 25 5.2419 4.5434 4.3584 4.2715 5.2166 4.5434 4.3584 4.2715
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 25 5.8469 4.7671 4.3948 4.1847 5.8132 4.7671 4.3948 4.1847
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 25 4.603 3.9727 3.8122 3.7591 4.5808 3.9727 3.8122 3.7591
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 25 2.8472 1.6047 1.1372 0.8648 2.8049 1.6047 1.1372 0.8648
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 25 10.1883 9.9817 9.9489 9.9651 10.179 9.9817 9.9489 9.9651
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 25 7.8656 7.4312 7.2854 7.2266 7.8512 7.4312 7.2854 7.2266
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 25 5.0791 5.4179 5.6916 5.9135 5.0859 5.4179 5.6916 5.9135
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 25 8.3359 7.8295 7.6724 7.6031 8.3189 7.8295 7.6724 7.6031
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 25 3.1007 3.3674 3.5799 3.6748 3.1046 3.3674 3.5799 3.6748
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 25 5.0266 4.4169 4.2404 4.1809 5.0054 4.4169 4.2404 4.1809
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 25 5.4293 4.7404 4.544 4.4554 5.4046 4.7404 4.544 4.4554
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 25 11.5252 11.0876 10.9517 10.8891 11.509 11.0876 10.9517 10.8891
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 25 9.3676 8.8915 8.707 8.6126 9.3516 8.8915 8.707 8.6126
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 25 8.7188 8.3432 8.2357 8.205 8.7044 8.3432 8.2357 8.205
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 25 10.4283 10.1181 10.0461 10.0505 10.4173 10.1181 10.0461 10.0505
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 25 7.7297 6.9203 6.6101 6.435 7.7032 6.9203 6.6101 6.435
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 25 8.3345 7.8299 7.6348 7.545 8.3184 7.8299 7.6348 7.545
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 25 6.064 6.3003 6.5048 6.6599 6.0651 6.3003 6.5048 6.6599
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 25 6.4826 5.961 5.8403 5.7999 6.4627 5.961 5.8403 5.7999
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 25 9.9642 9.7265 9.6861 9.695 9.954 9.7265 9.6861 9.695
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 25 4.6111 4.2169 4.139 4.1454 4.5957 4.2169 4.139 4.1454
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 25 10.6631 10.3307 10.2212 10.2017 10.6515 10.3307 10.2212 10.2017
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 25 10.2016 9.81 9.7145 9.6887 10.1876 9.81 9.7145 9.6887
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 25 5.3981 5.5895 5.8251 5.9832 5.3983 5.5895 5.8251 5.9832
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 25 6.6523 6.2786 6.1978 6.2046 6.6377 6.2786 6.1978 6.2046
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 25 8.1196 7.4951 7.2563 7.1303 8.0992 7.4951 7.2563 7.1303
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 25 12.8855 11.3526 10.5677 10.1214 12.8382 11.3526 10.5677 10.1214
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 25 7.6527 6.2987 5.7956 5.4643 7.6075 6.2987 5.7956 5.4643
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 25 5.7539 4.3214 3.3826 2.888 5.7026 4.3214 3.3826 2.888
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 25 3.2419 2.6554 2.5109 2.4631 3.2197 2.6554 2.5109 2.4631
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 25 3.6911 2.8903 2.6558 2.5195 3.6623 2.8903 2.6558 2.5195
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 25 6.1257 6.3331 6.5222 6.6412 6.127 6.3331 6.5222 6.6412
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 25 8.5 8.1032 7.9899 7.9692 8.4855 8.1032 7.9899 7.9692
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 25 8.9327 8.4218 8.2477 8.1798 8.9151 8.4218 8.2477 8.1798
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 25 5.7835 4.9171 4.662 4.5098 5.7524 4.9171 4.662 4.5098
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 25 4.4945 4.5993 4.7596 4.828 4.4942 4.5993 4.7596 4.828
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 25 8.1703 7.2817 6.9913 6.8153 8.139 7.2817 6.9913 6.8153
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 25 9.5006 7.7607 7.0087 6.5404 9.4462 7.7607 7.0087 6.5404
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 25 7.6129 7.3097 7.2332 7.2482 7.6003 7.3097 7.2332 7.2482
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 25 5.9944 5.6573 5.5652 5.5428 5.9812 5.6573 5.5652 5.5428
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 25 7.6952 7.0316 6.842 6.7621 7.6725 7.0316 6.842 6.7621
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 25 2.5842 3.0323 3.3667 3.65 2.5931 3.0323 3.3667 3.65
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 25 7.2563 7.4463 7.6559 7.8141 7.2576 7.4463 7.6559 7.8141
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 25 4.137 2.8526 2.4453 2.183 4.0932 2.8526 2.4453 2.183
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 25 4.3289 4.6859 4.9791 5.2277 4.335 4.6859 4.9791 5.2277
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 25 11.5575 11.2092 11.1107 11.0883 11.5446 11.2092 11.1107 11.0883
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 25 5.2234 5.1792 5.2488 5.3318 5.2172 5.1792 5.2488 5.3318
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 25 9.3372 8.697 8.4749 8.3666 9.3159 8.697 8.4749 8.3666
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 25 8.9467 8.1854 7.8891 7.7181 8.9206 8.1854 7.8891 7.7181
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 25 4.461 3.9785 3.8538 3.809 4.4423 3.9785 3.8538 3.809
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 25 6.6843 5.4551 4.7419 4.308 6.6397 5.4551 4.7419 4.308
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 25 5.0546 4.3309 4.0934 3.9615 5.0286 4.3309 4.0934 3.9615
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 25 8.7594 7.7359 7.3697 7.1632 8.7264 7.7359 7.3697 7.1632
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 25 7.4604 6.0734 5.4443 5.1182 7.4183 6.0734 5.4443 5.1182
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 25 5.3805 5.127 5.1267 5.1846 5.3694 5.127 5.1267 5.1846
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 25 5.4589 5.6601 5.8235 5.9116 5.4605 5.6601 5.8235 5.9116
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 25 5.5794 5.7915 6.0065 6.1927 5.5826 5.7915 6.0065 6.1927
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 25 6.056 6.3163 6.554 6.7323 6.0596 6.3163 6.554 6.7323
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 25 3.5537 2.2047 1.5104 1.1273 3.5063 2.2047 1.5104 1.1273
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 25 8.8817 8.1107 7.8328 7.6754 8.8553 8.1107 7.8328 7.6754
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 25 9.0675 8.5066 8.314 8.2177 9.0478 8.5066 8.314 8.2177
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 25 5.9174 6.2318 6.499 6.7148 5.9226 6.2318 6.499 6.7148
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 25 8.586 8.7872 8.9799 9.0829 8.5871 8.7872 8.9799 9.0829
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 25 6.6821 5.9172 5.7084 5.5795 6.6567 5.9172 5.7084 5.5795
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 25 10.1657 9.7592 9.652 9.6344 10.1512 9.7592 9.652 9.6344
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 25 8.6357 8.8887 9.1183 9.2713 8.639 8.8887 9.1183 9.2713
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 25 5.3176 5.6437 5.9032 6.0894 5.3224 5.6437 5.9032 6.0894
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 25 6.7964 5.4846 4.9614 4.6763 6.7569 5.4846 4.9614 4.6763
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 25 5.9762 5.3866 5.2232 5.1592 5.9551 5.3866 5.2232 5.1592
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 25 6.0101 4.9475 4.5605 4.3173 5.9738 4.9475 4.5605 4.3173
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 25 8.8512 7.9836 7.6594 7.4762 8.8225 7.9836 7.6594 7.4762
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 25 10.5734 10.1194 9.9945 9.9603 10.5577 10.1194 9.9945 9.9603
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 25 3.6591 4.0474 4.3441 4.5707 3.6656 4.0474 4.3441 4.5707
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 25 4.7934 3.5006 2.8321 2.4656 4.7478 3.5006 2.8321 2.4656
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 25 5.8107 5.8378 5.9403 6.0496 5.8069 5.8378 5.9403 6.0496
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 25 10.6562 6.4966 5.13 4.2744 10.4914 6.4966 5.13 4.2744
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 25 6.1364 5.3464 5.1088 4.9831 6.1082 5.3464 5.1088 4.9831
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 25 8.2382 8.019 7.9787 7.994 8.2288 8.019 7.9787 7.994
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 25 3.2145 2.5042 2.2837 2.1813 3.1888 2.5042 2.2837 2.1813
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 25 8.6659 9.173 9.5344 9.8595 8.6764 9.173 9.5344 9.8595
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 25 7.9198 7.9654 8.0809 8.2044 7.9191 7.9654 8.0809 8.2044
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 25 10.0077 9.4602 9.2464 9.1393 9.9909 9.4602 9.2464 9.1393
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 25 6.4579 5.7677 5.5897 5.5294 6.4339 5.7677 5.5897 5.5294
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 25 10.8863 10.4065 10.2398 10.1655 10.8714 10.4065 10.2398 10.1655
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 25 11.9606 11.2498 10.9903 10.8467 11.9367 11.2498 10.9903 10.8467
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 25 3.8573 2.6895 2.2914 2.0406 3.8169 2.6895 2.2914 2.0406
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 25 5.4043 4.7099 4.501 4.3926 5.3792 4.7099 4.501 4.3926
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 25 9.116 8.7776 8.6914 8.6765 9.103 8.7776 8.6914 8.6765
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 25 4.2314 3.6112 3.4496 3.3927 4.2082 3.6112 3.4496 3.3927
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 25 6.3599 6.6818 6.9416 7.1456 6.3651 6.6818 6.9416 7.1456
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 25 7.9711 7.0035 6.6941 6.5054 7.9376 7.0035 6.6941 6.5054
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 25 8.2891 6.8694 5.9233 5.4276 8.2425 6.8694 5.9233 5.4276
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 25 5.6866 4.5405 4.1561 3.9282 5.6476 4.5405 4.1561 3.9282
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 25 7.345 7.603 7.821 7.9869 7.3478 7.603 7.821 7.9869
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 25 6.4137 6.4944 6.6144 6.7166 6.4112 6.4944 6.6144 6.7166
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 25 8.2607 7.6854 7.5246 7.4708 8.2398 7.6854 7.5246 7.4708
