survey version standard standard_catagory shift CSP_TAMU-u CSP_TAMU-g CSP_TAMU-r CSP_TAMU-i CSP_TAMU-B CSP_TAMU-V CSP_TAMU-o CSP_TAMU-m CSP_TAMU-n CSP_TAMU-Y CSP_TAMU-y 
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 30 11.4009 10.1326 9.6237 9.453 10.4507 9.9501 9.8451 9.8411 9.8461 8.6827 8.6618
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 30 14.1351 11.3535 9.9871 8.717 11.9805 10.7773 10.6723 10.6683 10.6733 7.3009 7.2759
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 30 10.765 9.938 9.6594 9.5679 10.1573 9.8937 9.7887 9.7847 9.7897 8.9702 8.9565
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 30 10.215 9.2468 8.8217 8.6904 9.5183 9.1174 9.0124 9.0084 9.0134 7.9802 7.9599
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 30 6.0535 2.8094 1.6504 1.2479 3.3763 2.2948 2.1898 2.1858 2.1908 0.2041 0.1791
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 30 10.7584 9.6346 9.4873 9.5061 9.8379 9.6396 9.5346 9.5306 9.5356 8.9107 8.8922
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 30 10.1791 6.6608 5.3804 4.807 7.2727 6.0934 5.9884 5.9844 5.9894 3.6194 3.5884
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 30 8.1402 6.0635 5.3267 5.0928 6.4783 5.7607 5.6557 5.6517 5.6567 4.2136 4.1881
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 30 9.6534 8.3939 8.0267 7.9821 8.6737 8.2819 8.1769 8.1729 8.1779 7.4117 7.3978
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 30 11.3593 10.299 10.4089 10.5314 10.4355 10.4322 10.3272 10.3232 10.3282 10.1793 10.1945
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 30 5.6416 4.4657 4.0809 3.9866 4.7398 4.3569 4.2519 4.2479 4.2529 3.3508 3.3334
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 30 6.6223 4.9166 4.3019 4.1147 5.282 4.6802 4.5752 4.5712 4.5762 3.3584 3.3379
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 30 11.744 10.8776 10.5736 10.4898 11.1083 10.8161 10.7111 10.7071 10.7121 9.9753 9.975
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 30 7.139 5.2303 4.5358 4.3391 5.6299 4.9459 4.8409 4.8369 4.8419 3.5634 3.5434
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 30 8.284 5.8098 4.759 4.3611 6.2469 5.4056 5.3006 5.2966 5.3016 3.3621 3.3361
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 30 6.2891 4.5935 3.9663 3.7942 4.9491 4.3613 4.2563 4.2523 4.2573 3.0903 3.0727
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 30 6.1191 2.8002 1.5881 1.1003 3.381 2.2668 2.1618 2.1578 2.1628 0.0084 -0.0188
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 30 11.034 10.194 9.9777 9.938 10.4092 10.165 10.06 10.056 10.061 9.4732 9.4751
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 30 9.0317 7.8632 7.425 7.2678 8.1344 7.7334 7.6284 7.6244 7.6294 6.5663 6.5515
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 30 4.9467 5.0991 5.4209 5.6993 5.1418 5.3666 5.2616 5.2576 5.2626 5.4343 5.4245
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 30 9.4514 8.3324 7.8231 7.6533 8.6334 8.1619 8.0569 8.0529 8.0579 6.9723 6.9575
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 30 3.9015 3.1181 3.3673 3.5852 3.2022 3.3349 3.2299 3.2259 3.2309 3.1251 3.1151
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 30 6.605 5.0182 4.4099 4.2217 5.3619 4.8019 4.6969 4.6929 4.6979 3.4768 3.4569
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 30 7.2882 5.4183 4.733 4.524 5.8082 5.1461 5.0411 5.0371 5.0421 3.7444 3.7243
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 30 12.5971 11.5234 11.0819 10.9348 11.8152 11.3806 11.2756 11.2716 11.2766 10.2776 10.2684
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 30 10.5685 9.3647 8.8838 8.6863 9.6547 9.2136 9.1086 9.1046 9.1096 7.9053 7.8854
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 30 9.7873 8.7193 8.3376 8.2204 8.99 8.6099 8.5049 8.5009 8.5059 7.4232 7.3905
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 30 11.3155 10.4311 10.1134 10.0336 10.6649 10.3597 10.2547 10.2507 10.2557 9.4333 9.4187
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 30 9.4597 7.7128 6.9094 6.5817 8.1292 7.3858 7.2808 7.2768 7.2818 5.7182 5.7015
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 30 9.3622 8.3306 7.8224 7.6139 8.6212 8.167 8.062 8.058 8.063 6.8431 6.823
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 30 7.0242 6.0802 6.2988 6.5105 6.1943 6.2633 6.1583 6.1543 6.1593 6.0927 6.0819
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 30 8.0737 6.4782 5.9556 5.8246 6.809 6.2929 6.1879 6.1839 6.1889 5.1035 5.083
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 30 10.8015 9.9691 9.7229 9.6745 10.1947 9.9239 9.8189 9.8149 9.8199 9.0281 9.0052
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 30 5.7994 4.6109 4.212 4.1263 4.8925 4.4901 4.3851 4.3811 4.3861 3.5074 3.4898
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 30 11.545 10.6648 10.3252 10.206 10.9052 10.5852 10.4802 10.4762 10.4812 9.5297 9.5101
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 30 11.1749 10.2018 9.8049 9.7001 10.4687 10.0859 9.9809 9.9769 9.9819 9.0212 9.0017
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 30 6.4625 5.4141 5.5898 5.8325 5.5372 5.5776 5.4726 5.4686 5.4736 5.4331 5.4236
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 30 7.8602 6.6526 6.2737 6.1848 6.9259 6.545 6.44 6.436 6.441 5.5531 5.5346
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 30 9.3999 8.1108 7.4869 7.2324 8.452 7.8806 7.7756 7.7716 7.7766 6.3854 6.3631
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 30 15.46 12.8094 11.363 10.4966 13.3898 12.1907 12.0857 12.0817 12.0867 9.2264 9.1976
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 30 11.0183 7.5976 6.2795 5.756 8.2265 7.0049 6.8999 6.8959 6.9009 4.515 4.4814
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 30 9.2881 5.6861 4.2943 3.3151 6.3528 5.0782 4.9732 4.9692 4.9742 1.9524 1.9236
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 30 5.0018 3.2351 2.6483 2.4943 3.5964 3.0062 2.9012 2.8972 2.9022 1.7707 1.7512
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 30 5.9526 3.6733 2.8814 2.6328 4.1023 3.3475 3.2425 3.2385 3.2435 1.7302 1.7044
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 30 7.0795 6.141 6.3319 6.5265 6.2531 6.3173 6.2123 6.2083 6.2133 6.045 6.0328
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 30 9.5591 8.4998 8.0977 7.9741 8.7717 8.3837 8.2787 8.2747 8.2797 7.2787 7.261
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 30 10.1604 8.9283 8.415 8.2284 9.2362 8.7541 8.6491 8.6451 8.6501 7.5406 7.5277
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 30 8.2738 5.7627 4.9071 4.6384 6.2231 5.398 5.293 5.289 5.294 3.6992 3.6722
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 30 5.0543 4.5074 4.5988 4.7612 4.6264 4.6356 4.5306 4.5266 4.5316 4.268 4.2569
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 30 10.5962 8.1493 7.2707 6.965 8.6148 7.7755 7.6705 7.6665 7.6715 6.0012 5.9743
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 30 13.0598 9.4134 7.7329 6.9537 10.1854 8.6502 8.5452 8.5412 8.5462 5.5587 5.529
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 30 8.6878 7.6152 7.3042 7.2208 7.8657 7.5426 7.4376 7.4336 7.4386 6.5937 6.5745
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 30 6.98 5.9959 5.6521 5.5505 6.2531 5.9043 5.7993 5.7953 5.8003 4.8879 4.8694
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 30 9.3109 7.683 7.0246 6.8217 8.0355 7.4461 7.3411 7.3371 7.3421 6.0827 6.0656
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 30 2.5781 2.6051 3.0346 3.3799 2.6347 2.9163 2.8113 2.8073 2.8123 3.2277 3.2204
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 30 8.0992 7.2709 7.4459 7.6618 7.382 7.4391 7.3341 7.3301 7.3351 7.2786 7.2703
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 30 7.3463 4.0871 2.8351 2.4135 4.7102 3.5111 3.4061 3.4021 3.4071 1.2788 1.2466
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 30 4.6325 4.3478 4.6875 4.9902 4.407 4.6085 4.5035 4.4995 4.5045 4.7915 4.7861
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 30 12.4929 11.5596 11.205 11.0956 11.8141 11.4674 11.3624 11.3584 11.3634 10.5319 10.5248
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 30 6.2646 5.2337 5.1763 5.2456 5.416 5.2805 5.1755 5.1715 5.1765 4.6971 4.6795
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 30 10.7637 9.3286 8.6892 8.4523 9.6834 9.0878 8.9828 8.9788 8.9838 7.661 7.6414
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 30 10.7712 8.9326 8.1746 7.8613 9.3442 8.6272 8.5222 8.5182 8.5232 6.9722 6.9513
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 30 6.0119 4.4573 3.9717 3.8383 4.7773 4.2854 4.1804 4.1764 4.1814 3.1049 3.0841
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 30 9.9371 6.6349 5.4349 4.6864 7.2561 6.0921 5.9871 5.9831 5.9881 3.3597 3.3261
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 30 6.9898 5.0418 4.3221 4.07 5.4489 4.7492 4.6442 4.6402 4.6452 3.1821 3.1564
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 30 11.0946 8.7312 7.7236 7.3385 9.2302 8.297 8.192 8.188 8.193 6.4171 6.3975
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 30 10.0769 7.3993 6.0692 5.3915 7.9275 6.8553 6.7503 6.7463 6.7513 4.2867 4.2611
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 30 6.4378 5.3852 5.124 5.1189 5.6193 5.3345 5.2295 5.2255 5.2305 4.6055 4.593
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 30 6.3624 5.4745 5.6585 5.8257 5.5822 5.6524 5.5474 5.5434 5.5484 5.317 5.3049
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 30 5.6138 5.5961 5.7922 6.0121 5.6775 5.7837 5.6787 5.6747 5.6797 5.6925 5.683
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 30 6.6724 6.0728 6.3168 6.5614 6.1601 6.2821 6.1771 6.1731 6.1781 6.2194 6.2101
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 30 7.0352 3.4944 2.1832 1.4584 4.1187 2.9195 2.8145 2.8105 2.8155 0.2201 0.1914
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 30 10.7569 8.8659 8.1007 7.8063 9.2728 8.5627 8.4577 8.4537 8.4587 6.8887 6.865
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 30 10.472 9.0614 8.4988 8.293 9.3946 8.8592 8.7542 8.7502 8.7552 7.4593 7.4349
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 30 6.3089 5.9354 6.233 6.5083 6.0047 6.1749 6.0699 6.0659 6.0709 6.2499 6.2438
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 30 9.6014 8.6014 8.7866 8.9838 8.7144 8.7742 8.6692 8.6652 8.6702 8.4947 8.482
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 30 8.7075 6.6656 5.9106 5.686 7.0316 6.3967 6.2917 6.2877 6.2927 4.8325 4.8112
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 30 11.1373 10.1653 9.7542 9.6375 10.4372 10.0437 9.9387 9.9347 9.9397 9.0523 9.0432
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 30 9.4383 8.6523 8.889 9.125 8.7438 8.8586 8.7536 8.7496 8.7546 8.7539 8.7472
CSP_TAMU CSP_TAMU spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 30 5.9255 5.3361 5.6442 5.9114 5.4129 5.5756 5.4706 5.4666 5.4716 5.5709 5.5624
