survey version standard standard_catagory shift SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 -35 9.2607 8.6754 8.4784 8.3897 9.2607 8.6754 8.4784 8.3897
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 -35 8.8035 6.6675 4.1691 2.3081 8.8035 6.6675 4.1691 2.3081
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 -35 5.563 4.3104 3.8671 3.608 5.563 4.3104 3.8671 3.608
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 -35 6.879 6.064 5.8182 5.6901 6.879 6.064 5.8182 5.6901
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 -35 8.387 7.7482 7.5126 7.3915 8.387 7.7482 7.5126 7.3915
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 -35 3.5302 3.9251 4.2431 4.4992 3.5302 3.9251 4.2431 4.4992
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 -35 6.8286 5.7609 5.4422 5.2484 6.8286 5.7609 5.4422 5.2484
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 -35 5.8361 5.3813 5.3 5.2984 5.8361 5.3813 5.3 5.2984
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 -35 5.3852 5.3457 5.4413 5.5449 5.3852 5.3457 5.4413 5.5449
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 -35 8.9469 8.2202 7.9734 7.8568 8.9469 8.2202 7.9734 7.8568
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 -35 5.5882 5.8288 6.0396 6.2023 5.5882 5.8288 6.0396 6.2023
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 -35 12.3699 12.0467 11.9875 12.0224 12.3699 12.0467 11.9875 12.0224
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 -35 5.3953 5.0592 5.0028 5.0247 5.3953 5.0592 5.0028 5.0247
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 -35 5.5429 5.8512 6.1356 6.3406 5.5429 5.8512 6.1356 6.3406
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 -35 6.716 6.8268 6.9784 7.0593 6.716 6.8268 6.9784 7.0593
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 -35 6.5677 5.2346 4.7795 4.5031 6.5677 5.2346 4.7795 4.5031
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 -35 4.1868 4.3232 4.5039 4.6717 4.1868 4.3232 4.5039 4.6717
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 -35 4.5291 4.1584 4.0712 4.0581 4.5291 4.1584 4.0712 4.0581
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 -35 3.7284 4.0079 4.2632 4.4597 3.7284 4.0079 4.2632 4.4597
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 -35 10.5985 10.2711 10.1652 10.155 10.5985 10.2711 10.1652 10.155
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 -35 10.4231 10.0844 10.0125 10.0301 10.4231 10.0844 10.0125 10.0301
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 -35 7.6345 6.975 6.8031 6.7517 7.6345 6.975 6.8031 6.7517
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 -35 6.5566 5.5028 5.1907 4.9898 6.5566 5.5028 5.1907 4.9898
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 -35 3.6229 3.9781 4.2624 4.5228 3.6229 3.9781 4.2624 4.5228
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 -35 9.001 9.1541 9.3415 9.4498 9.001 9.1541 9.3415 9.4498
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 -35 10.1745 9.6414 9.4766 9.3956 10.1745 9.6414 9.4766 9.3956
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 -35 11.524 10.029 8.8645 8.2221 11.524 10.029 8.8645 8.2221
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 -35 9.9542 9.6708 9.5828 9.578 9.9542 9.6708 9.5828 9.578
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 -35 9.2771 8.8362 8.7108 8.654 9.2771 8.8362 8.7108 8.654
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 -35 2.9347 1.6919 1.2916 1.0413 2.9347 1.6919 1.2916 1.0413
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 -35 9.6457 9.4912 9.5106 9.5558 9.6457 9.4912 9.5106 9.5558
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 -35 6.8075 5.4317 4.8676 4.5362 6.8075 5.4317 4.8676 4.5362
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 -35 6.134 5.3521 5.1209 5.0021 6.134 5.3521 5.1209 5.0021
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 -35 8.4263 8.0363 7.9922 8.018 8.4263 8.0363 7.9922 8.018
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 -35 10.29 10.4041 10.5271 10.5891 10.29 10.4041 10.5271 10.5891
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 -35 4.4974 4.0941 4.0011 4.001 4.4974 4.0941 4.0011 4.001
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 -35 4.9727 4.323 4.1381 4.0672 4.9727 4.323 4.1381 4.0672
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 -35 10.8976 10.5842 10.505 10.5049 10.8976 10.5842 10.505 10.5049
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 -35 5.2956 4.5584 4.3632 4.2751 5.2956 4.5584 4.3632 4.2751
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 -35 5.9161 4.7912 4.4093 4.1919 5.9161 4.7912 4.4093 4.1919
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 -35 4.6506 3.986 3.8165 3.7605 4.6506 3.986 3.8165 3.7605
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 -35 2.9341 1.6345 1.1525 0.8754 2.9341 1.6345 1.1525 0.8754
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 -35 10.2085 9.9846 9.9488 9.9635 10.2085 9.9846 9.9488 9.9635
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 -35 7.896 7.4412 7.2899 7.2286 7.896 7.4412 7.2899 7.2286
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 -35 5.0657 5.4052 5.6805 5.9052 5.0657 5.4052 5.6805 5.9052
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 -35 8.3717 7.841 7.6772 7.6046 8.3717 7.841 7.6772 7.6046
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 -35 3.0945 3.3565 3.5704 3.6764 3.0945 3.3565 3.5704 3.6764
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 -35 5.0719 4.4304 4.2453 4.1826 5.0719 4.4304 4.2453 4.1826
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 -35 5.4817 4.7557 4.5495 4.4588 5.4817 4.7557 4.5495 4.4588
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 -35 11.5599 11.0967 10.9554 10.8914 11.5599 11.0967 10.9554 10.8914
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 -35 9.4016 8.9032 8.713 8.6158 9.4016 8.9032 8.713 8.6158
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 -35 8.7497 8.351 8.2386 8.2065 8.7497 8.351 8.2386 8.2065
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 -35 10.4519 10.1245 10.0472 10.0499 10.4519 10.1245 10.0472 10.0499
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 -35 7.785 6.9404 6.6206 6.4406 7.785 6.9404 6.6206 6.4406
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 -35 8.3681 7.8426 7.641 7.5476 8.3681 7.8426 7.641 7.5476
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 -35 6.0647 6.2891 6.4953 6.6578 6.0647 6.2891 6.4953 6.6578
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 -35 6.5256 5.9719 5.8433 5.8016 6.5256 5.9719 5.8433 5.8016
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 -35 9.9863 9.7301 9.6866 9.6944 9.9863 9.7301 9.6866 9.6944
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 -35 4.6444 4.2245 4.1402 4.1446 4.6444 4.2245 4.1402 4.1446
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 -35 10.6881 10.3383 10.2241 10.2016 10.6881 10.3383 10.2241 10.2016
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 -35 10.2316 9.8179 9.7169 9.6894 10.2316 9.8179 9.7169 9.6894
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 -35 5.4007 5.5783 5.8146 5.9817 5.4007 5.5783 5.8146 5.9817
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 -35 6.6841 6.2861 6.1993 6.2036 6.6841 6.2861 6.1993 6.2036
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 -35 8.1623 7.5106 7.2645 7.1347 8.1623 7.5106 7.2645 7.1347
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 -35 12.9803 11.3833 10.6097 10.1336 12.9803 11.3833 10.6097 10.1336
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 -35 7.7455 6.3316 5.8119 5.4784 7.7455 6.3316 5.8119 5.4784
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 -35 5.8587 4.3569 3.4196 2.9025 5.8587 4.3569 3.4196 2.9025
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 -35 3.289 2.6677 2.5142 2.4651 3.289 2.6677 2.5142 2.4651
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 -35 3.7519 2.9082 2.6626 2.5254 3.7519 2.9082 2.6626 2.5254
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 -35 6.1256 6.3231 6.5135 6.6411 6.1256 6.3231 6.5135 6.6411
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 -35 8.5311 8.1118 7.9931 7.9691 8.5311 8.1118 7.9931 7.9691
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 -35 8.9699 8.4337 8.253 8.1815 8.9699 8.4337 8.253 8.1815
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 -35 5.8486 4.9366 4.669 4.5169 5.8486 4.9366 4.669 4.5169
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 -35 4.4958 4.5917 4.7525 4.829 4.4958 4.5917 4.7525 4.829
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 -35 8.2359 7.3024 7.0001 6.823 8.2359 7.3024 7.0001 6.823
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 -35 9.6124 7.8061 7.035 6.5576 9.6124 7.8061 7.035 6.5576
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 -35 7.6404 7.3159 7.2344 7.247 7.6404 7.3159 7.2344 7.247
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 -35 6.0227 5.6641 5.5677 5.5432 6.0227 5.6641 5.5677 5.5432
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 -35 7.7434 7.046 6.8479 6.7644 7.7434 7.046 6.8479 6.7644
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 -35 2.5672 3.0153 3.3526 3.6401 2.5672 3.0153 3.3526 3.6401
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 -35 7.256 7.436 7.6463 7.8117 7.256 7.436 7.6463 7.8117
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 -35 4.2272 2.8826 2.4565 2.1956 4.2272 2.8826 2.4565 2.1956
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 -35 4.318 4.6713 4.9664 5.2199 4.318 4.6713 4.9664 5.2199
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 -35 11.5851 11.2166 11.1132 11.0883 11.5851 11.2166 11.1132 11.0883
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 -35 5.2381 5.1766 5.2446 5.3303 5.2381 5.1766 5.2446 5.3303
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 -35 9.3823 8.7121 8.4823 8.3701 9.3823 8.7121 8.4823 8.3701
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 -35 9.0019 8.2044 7.8992 7.7237 9.0019 8.2044 7.8992 7.7237
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 -35 4.5011 3.9886 3.8566 3.8111 4.5011 3.9886 3.8566 3.8111
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 -35 6.7767 5.4842 4.7691 4.3224 6.7767 5.4842 4.7691 4.3224
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 -35 5.1098 4.3475 4.1009 3.9668 5.1098 4.3475 4.1009 3.9668
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 -35 8.8282 7.7606 7.3816 7.1701 8.8282 7.7606 7.3816 7.1701
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 -35 7.5447 6.1041 5.4727 5.1272 7.5447 6.1041 5.4727 5.1272
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 -35 5.4051 5.1303 5.1251 5.1822 5.4051 5.1303 5.1251 5.1822
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 -35 5.4577 5.651 5.8161 5.9129 5.4577 5.651 5.8161 5.9129
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 -35 5.5734 5.7812 5.9973 6.1867 5.5734 5.7812 5.9973 6.1867
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 -35 6.0505 6.3046 6.5434 6.7286 6.0505 6.3046 6.5434 6.7286
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 -35 3.6504 2.2379 1.5362 1.1401 3.6504 2.2379 1.5362 1.1401
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 -35 8.9374 8.1293 7.842 7.6812 8.9374 8.1293 7.842 7.6812
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 -35 9.1092 8.5199 8.32 8.2211 9.1092 8.5199 8.32 8.2211
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 -35 5.9086 6.2186 6.4873 6.7088 5.9086 6.2186 6.4873 6.7088
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 -35 8.586 8.7771 8.9714 9.0838 8.586 8.7771 8.9714 9.0838
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 -35 6.7359 5.9334 5.7153 5.5852 6.7359 5.9334 5.7153 5.5852
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 -35 10.1966 9.7678 9.6548 9.6342 10.1966 9.7678 9.6548 9.6342
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 -35 8.6312 8.8774 9.1081 9.2696 8.6312 8.8774 9.1081 9.2696
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 -35 5.3101 5.6301 5.8921 6.0856 5.3101 5.6301 5.8921 6.0856
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 -35 6.8764 5.5138 4.984 4.6852 6.8764 5.5138 4.984 4.6852
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 -35 6.0215 5.3995 5.2277 5.1613 6.0215 5.3995 5.2277 5.1613
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 -35 6.0857 4.9728 4.5733 4.3269 6.0857 4.9728 4.5733 4.3269
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 -35 8.9114 8.0047 7.6702 7.4826 8.9114 8.0047 7.6702 7.4826
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 -35 10.6067 10.1296 9.9977 9.9605 10.6067 10.1296 9.9977 9.9605
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 -35 3.6476 4.0318 4.3317 4.5645 3.6476 4.0318 4.3317 4.5645
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 -35 4.8872 3.5317 2.8574 2.4771 4.8872 3.5317 2.8574 2.4771
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 -35 5.821 5.8333 5.9346 6.0473 5.821 5.8333 5.9346 6.0473
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 -35 11.0606 6.6074 5.1532 4.3095 11.0606 6.6074 5.1532 4.3095
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 -35 6.1958 5.3643 5.1154 4.9886 6.1958 5.3643 5.1154 4.9886
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 -35 8.2589 8.0228 7.9789 7.9934 8.2589 8.0228 7.9789 7.9934
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 -35 3.2687 2.5203 2.2901 2.1854 3.2687 2.5203 2.2901 2.1854
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 -35 8.6458 9.1541 9.5193 9.8465 8.6458 9.1541 9.5193 9.8465
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 -35 7.9217 7.9596 8.0757 8.1993 7.9217 7.9596 8.0757 8.1993
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 -35 10.043 9.4741 9.2532 9.1431 10.043 9.4741 9.2532 9.1431
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 -35 6.5086 5.7824 5.5945 5.5311 6.5086 5.7824 5.5945 5.5311
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 -35 10.9178 10.4181 10.2451 10.1683 10.9178 10.4181 10.2451 10.1683
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 -35 12.0112 11.2668 10.9992 10.8523 12.0112 11.2668 10.9992 10.8523
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 -35 3.9407 2.7168 2.3037 2.0517 3.9407 2.7168 2.3037 2.0517
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 -35 5.4572 4.7257 4.5069 4.3972 5.4572 4.7257 4.5069 4.3972
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 -35 9.1439 8.7844 8.6933 8.6771 9.1439 8.7844 8.6933 8.6771
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 -35 4.2806 3.6243 3.4535 3.3955 4.2806 3.6243 3.4535 3.3955
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 -35 6.3512 6.6685 6.9304 7.1405 6.3512 6.6685 6.9304 7.1405
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 -35 8.0409 7.0258 6.7036 6.5137 8.0409 7.0258 6.7036 6.5137
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 -35 8.383 6.9012 5.9685 5.4402 8.383 6.9012 5.9685 5.4402
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 -35 5.7672 4.5674 4.168 3.9377 5.7672 4.5674 4.168 3.9377
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 -35 7.3418 7.5915 7.8111 7.9842 7.3418 7.5915 7.8111 7.9842
SDSS SDSS spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 -35 6.4215 6.4882 6.6085 6.7152 6.4215 6.4882 6.6085 6.7152
