survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 15 10.3588 10.0549 10.0028 10.3682 10.0536 10.0028
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 15 7.5223 6.9214 6.7712 7.5403 6.9185 6.771
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 15 6.3813 5.418 5.1173 6.4101 5.4132 5.1168
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 15 3.646 4.0232 4.3347 3.6401 4.0269 4.3353
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 15 8.9891 9.1797 9.3861 8.9872 9.1824 9.3866
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 15 10.082 9.593 9.4393 10.098 9.5904 9.4391
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 15 11.2882 9.8356 8.5704 11.3236 9.8223 8.5688
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 15 9.8993 9.6394 9.5665 9.9068 9.6379 9.5665
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 15 9.2026 8.7967 8.6804 9.2148 8.7947 8.6803
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 15 2.7375 1.5888 1.1987 2.77 1.5828 1.1981
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 15 9.5954 9.4822 9.5191 9.6008 9.4823 9.5193
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 15 6.5892 5.301 4.7361 6.6243 5.2931 4.7352
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 15 6.0002 5.2866 5.0704 6.0227 5.283 5.0701
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 15 8.3451 8.0112 7.9887 8.357 8.0103 7.9887
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 15 10.271 10.4198 10.5513 10.2704 10.4215 10.5516
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 15 4.4185 4.0593 3.987 4.4301 4.0577 3.9869
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 15 4.8587 4.2678 4.1012 4.8775 4.2648 4.1009
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 15 10.8378 10.5546 10.4893 10.8462 10.5533 10.4893
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 15 5.169 4.5 4.323 5.1903 4.4968 4.3228
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 15 5.7475 4.6983 4.318 5.7718 4.6928 4.3174
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 15 4.5375 3.9336 3.7833 4.5558 3.9308 3.7831
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 15 2.7296 1.5155 1.0445 2.7628 1.5084 1.0438
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 15 10.1551 9.9657 9.9403 10.1623 9.965 9.9404
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 15 7.8199 7.3966 7.2579 7.8313 7.3942 7.2578
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 15 5.09 5.4489 5.7434 5.0839 5.4524 5.744
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 15 8.2846 7.7922 7.6398 8.2988 7.7896 7.6395
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 15 3.1015 3.3881 3.6168 3.0971 3.3911 3.6173
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 15 4.9641 4.3749 4.2102 4.9814 4.3719 4.21
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 15 5.3582 4.6954 4.5075 5.3788 4.6921 4.5072
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 15 11.4759 11.0549 10.9239 11.4895 11.0526 10.9238
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 15 9.3181 8.8506 8.6697 9.3312 8.8476 8.6694
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 15 8.6738 8.3148 8.2158 8.6855 8.313 8.2157
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 15 10.3912 10.0953 10.033 10.3999 10.094 10.033
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 15 7.6547 6.8566 6.5488 7.6769 6.8517 6.5483
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 15 8.2854 7.7872 7.5958 8.2988 7.784 7.5956
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd205811_v2.fits stis_ngsl_v2 15 6.0544 6.3194 6.5491 6.0512 6.3224 6.5496
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd217107_v2.fits stis_ngsl_v2 15 6.4232 5.9288 5.8177 6.4394 5.9267 5.8175
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g194-22_v2.fits stis_ngsl_v2 15 9.9292 9.7094 9.6773 9.9373 9.7085 9.6773
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd039587_v2.fits stis_ngsl_v2 15 4.5628 4.1911 4.1281 4.575 4.1896 4.1281
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g24-3_v2.fits stis_ngsl_v2 15 10.6243 10.302 10.2013 10.6334 10.3003 10.2012
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd163810_v2.fits stis_ngsl_v2 15 10.1573 9.783 9.696 10.1688 9.7813 9.696
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd108945_v2.fits stis_ngsl_v2 15 5.3856 5.6123 5.8743 5.3834 5.6158 5.8748
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd085380_v2.fits stis_ngsl_v2 15 6.6058 6.2529 6.1858 6.6173 6.2514 6.1857
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd002665_v2.fits stis_ngsl_v2 15 8.0599 7.4453 7.2088 8.077 7.4415 7.2085
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_lhs482_v2.fits stis_ngsl_v2 15 12.7523 11.26 10.3904 12.786 11.2514 10.3892
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065354_v2.fits stis_ngsl_v2 15 7.5288 6.2021 5.6915 7.5646 6.1944 5.6907
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167006_v2.fits stis_ngsl_v2 15 5.6132 4.1714 3.195 5.6501 4.1599 3.1938
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204867_v2.fits stis_ngsl_v2 15 3.1754 2.618 2.4876 3.1936 2.6155 2.4874
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd222404_v2.fits stis_ngsl_v2 15 3.6085 2.8396 2.6067 3.6321 2.8357 2.6063
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174240_v2.fits stis_ngsl_v2 15 6.1176 6.35 6.561 6.1147 6.3528 6.5614
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134113_v2.fits stis_ngsl_v2 15 8.4547 8.0734 7.9688 8.4666 8.0715 7.9687
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105546_v2.fits stis_ngsl_v2 15 8.8793 8.3821 8.2154 8.8937 8.3792 8.2152
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd148293_v2.fits stis_ngsl_v2 15 5.695 4.8624 4.6091 5.7206 4.8582 4.6087
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd212593_v2.fits stis_ngsl_v2 15 4.4853 4.6127 4.7849 4.4849 4.6147 4.7853
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005544_v2.fits stis_ngsl_v2 15 8.0819 7.2216 6.9319 8.1079 7.217 6.9315
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd232078_v2.fits stis_ngsl_v2 15 9.3568 7.6136 6.8647 9.3983 7.6021 6.8635
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd196218_v2.fits stis_ngsl_v2 15 7.571 7.2852 7.223 7.5807 7.2838 7.2229
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd076932_v2.fits stis_ngsl_v2 15 5.9523 5.6315 5.5473 5.963 5.6299 5.5472
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190404_v2.fits stis_ngsl_v2 15 7.6281 6.9881 6.8071 7.646 6.9849 6.8068
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd000886_v2.fits stis_ngsl_v2 15 2.5999 3.0708 3.436 2.5916 3.0754 3.4367
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd167946_v2.fits stis_ngsl_v2 15 7.2484 7.4655 7.7016 7.2454 7.4685 7.7021
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd210745_v2.fits stis_ngsl_v2 15 4.0175 2.7707 2.362 4.053 2.7643 2.3613
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd004727_v2.fits stis_ngsl_v2 15 4.3358 4.7179 5.0415 4.3294 4.722 5.0421
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g169-28_v2.fits stis_ngsl_v2 15 11.5164 11.1822 11.091 11.5269 11.1806 11.0909
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd029391_v2.fits stis_ngsl_v2 15 5.196 5.178 5.2656 5.1995 5.179 5.2658
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd009051_v2.fits stis_ngsl_v2 15 9.2755 8.6491 8.4317 9.2937 8.6455 8.4314
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd041667_v2.fits stis_ngsl_v2 15 8.8722 8.1244 7.8295 8.8942 8.1197 7.8291
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd065228_v2.fits stis_ngsl_v2 15 4.4026 3.945 3.8333 4.4176 3.9427 3.8332
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd173819_v2.fits stis_ngsl_v2 15 6.5636 5.341 4.5838 6.5981 5.3321 4.5828
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd005395_v2.fits stis_ngsl_v2 15 4.9806 4.2802 4.0454 5.0025 4.2764 4.0451
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd103036_v2.fits stis_ngsl_v2 15 8.6674 7.6612 7.2988 8.6948 7.6553 7.2982
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_gj825_v2.fits stis_ngsl_v2 15 7.3397 5.9786 5.314 7.3697 5.9704 5.3131
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd043042_v2.fits stis_ngsl_v2 15 5.342 5.1138 5.1313 5.3502 5.1135 5.1314
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd143459_v2.fits stis_ngsl_v2 15 5.4523 5.6738 5.8554 5.4493 5.6762 5.8558
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd164402_v2.fits stis_ngsl_v2 15 5.5796 5.8128 6.052 5.5766 5.8156 6.0525
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175640_v2.fits stis_ngsl_v2 15 6.0556 6.3403 6.6032 6.0514 6.3436 6.6037
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd146051_v2.fits stis_ngsl_v2 15 3.4225 2.0882 1.3694 3.4578 2.079 1.3684
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd105740_v2.fits stis_ngsl_v2 15 8.8062 8.0533 7.7771 8.8279 8.0489 7.7766
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd113002_v2.fits stis_ngsl_v2 15 9.0094 8.4635 8.2753 9.0259 8.4604 8.275
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd174959_v2.fits stis_ngsl_v2 15 5.9216 6.2601 6.5554 5.916 6.2637 6.556
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd074721_v2.fits stis_ngsl_v2 15 8.5776 8.8052 9.0165 8.5747 8.808 9.0169
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hr0753_v2.fits stis_ngsl_v2 15 6.6062 5.8715 5.6641 6.6254 5.8681 5.6637
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd511696_v2.fits stis_ngsl_v2 15 10.1204 9.7299 9.634 10.1323 9.728 9.6339
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd128801_v2.fits stis_ngsl_v2 15 8.6338 8.9115 9.1648 8.6294 8.9148 9.1654
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd027295_v2.fits stis_ngsl_v2 15 5.3197 5.6715 5.9553 5.3142 5.6753 5.9558
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hr8086_v2.fits stis_ngsl_v2 15 6.6818 5.3995 4.8529 6.71 5.3923 4.8521
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd010780_v2.fits stis_ngsl_v2 15 5.9135 5.347 5.1929 5.9307 5.3442 5.1926
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd113092_v2.fits stis_ngsl_v2 15 5.9092 4.871 4.4808 5.9389 4.865 4.4802
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd083212_v2.fits stis_ngsl_v2 15 8.7701 7.9174 7.5962 8.794 7.9123 7.5957
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd413931_v2.fits stis_ngsl_v2 15 10.5259 10.0872 9.9714 10.5394 10.085 9.9713
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd147394_v2.fits stis_ngsl_v2 15 3.6669 4.081 4.4037 3.6602 4.0852 4.4044
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd102212_v2.fits stis_ngsl_v2 15 4.6674 3.388 2.6964 4.7014 3.3792 2.6954
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd140232_v2.fits stis_ngsl_v2 15 5.7879 5.8408 5.965 5.7888 5.8423 5.9653
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+363168_v2.fits stis_ngsl_v2 15 10.2764 6.1884 4.8309 10.3506 6.1674 4.8291
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd197177_v2.fits stis_ngsl_v2 15 6.056 5.2944 5.0622 6.0796 5.2905 5.0619
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd205202_v2.fits stis_ngsl_v2 15 8.2044 8.0009 7.9718 8.2113 8.0002 7.9718
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd159181_v2.fits stis_ngsl_v2 15 3.1401 2.4549 2.2437 3.1615 2.4513 2.2434
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd149382_v2.fits stis_ngsl_v2 15 8.6856 9.2151 9.6103 8.676 9.2202 9.611
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd048279_v2.fits stis_ngsl_v2 15 7.9105 7.9729 8.1034 7.9109 7.9745 8.1037
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd161770_v2.fits stis_ngsl_v2 15 9.9561 9.4136 9.2052 9.9695 9.4102 9.2049
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd017925_v2.fits stis_ngsl_v2 15 6.3873 5.725 5.5592 6.4067 5.7219 5.559
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g20-15_v2.fits stis_ngsl_v2 15 10.8395 10.3681 10.2078 10.8515 10.3655 10.2076
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g243-62_v2.fits stis_ngsl_v2 15 11.8895 11.1963 10.9393 11.9081 11.1922 10.9389
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd156283_v2.fits stis_ngsl_v2 15 3.745 2.6112 2.2099 3.7776 2.605 2.2092
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166208_v2.fits stis_ngsl_v2 15 5.3308 4.6633 4.4602 5.351 4.6598 4.4599
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd060319_v2.fits stis_ngsl_v2 15 9.0742 8.7524 8.6761 9.0847 8.7509 8.676
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd052973_v2.fits stis_ngsl_v2 15 4.1619 3.5711 3.4245 4.1806 3.5683 3.4243
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd034797_v2.fits stis_ngsl_v2 15 6.3634 6.7094 6.996 6.3576 6.7131 6.9966
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175545_v2.fits stis_ngsl_v2 15 7.876 6.94 6.6312 7.9027 6.935 6.6307
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd095735_v2.fits stis_ngsl_v2 15 8.1596 6.7438 5.7257 8.193 6.7329 5.7243
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd136726_v2.fits stis_ngsl_v2 15 5.5776 4.4642 4.079 5.6086 4.4582 4.0784
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd040573_v2.fits stis_ngsl_v2 15 7.3408 7.6238 7.868 7.3364 7.6271 7.8685
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204041_v2.fits stis_ngsl_v2 15 6.3947 6.5015 6.6395 6.3946 6.5033 6.6398
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd028946_v2.fits stis_ngsl_v2 15 8.199 7.6459 7.4964 8.2162 7.6432 7.4962
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd143107_v2.fits stis_ngsl_v2 15 4.6835 3.7401 3.4332 4.7117 3.7351 3.4327
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g202-65_v2.fits stis_ngsl_v2 15 11.602 11.5304 11.585 11.6065 11.5309 11.5852
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd204543_v2.fits stis_ngsl_v2 15 8.7041 7.9806 7.7074 8.7245 7.9762 7.707
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd172230_v2.fits stis_ngsl_v2 15 7.1751 7.1834 7.2885 7.1782 7.1847 7.2887
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd160922_v2.fits stis_ngsl_v2 15 4.87 4.6584 4.6481 4.8778 4.6578 4.6481
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd082395_v2.fits stis_ngsl_v2 15 5.3796 4.5978 4.3664 5.404 4.5938 4.366
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g262-14_v2.fits stis_ngsl_v2 15 11.7817 11.1679 10.9393 11.7985 11.1644 10.9389
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd026297_v2.fits stis_ngsl_v2 15 7.9384 7.0216 6.6666 7.9635 7.0159 6.666
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd110885_v2.fits stis_ngsl_v2 15 9.3951 8.966 8.8313 9.4075 8.9637 8.8312
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd201377_v2.fits stis_ngsl_v2 15 6.6351 6.7324 6.8732 6.6354 6.7342 6.8736
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g13-35_v2.fits stis_ngsl_v2 15 9.7929 9.527 9.4624 9.8009 9.5257 9.4624
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd050420_v2.fits stis_ngsl_v2 15 6.2045 6.1022 6.1314 6.2087 6.1022 6.1315
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd206778_v2.fits stis_ngsl_v2 15 3.1067 1.8602 1.4662 3.1419 1.8537 1.4656
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g188-22_v2.fits stis_ngsl_v2 15 10.2376 9.9277 9.8602 10.247 9.9262 9.8601
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd093813_v2.fits stis_ngsl_v2 15 3.6031 2.6415 2.3129 3.6316 2.6362 2.3124
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175865_v2.fits stis_ngsl_v2 15 4.6019 3.0591 1.3422 4.6362 3.0414 1.3402
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd006734_v2.fits stis_ngsl_v2 15 6.7675 6.1323 5.9338 6.7868 6.1289 5.9335
